ortholog	gene id	sequence id of ingroup best hit	taxonomy id of ingroup best hit	evalue of ingroup best hit	sequence id of outgroup best hit	taxonomy id of outgroup best hit	evalue of outgroup best hit	alien index	outgroup percentage	HGT or not
OG212257	Candida_versatilis@Seq_4107	GAO52359.1-698492-Saitoella_complic-Taphrinomy	698492	3e-04	WP_012765274.1-69223-Dickeya_paradisia-Proteobact	69223	8e-54	114.14842539669056	100.0	Yes
OG8322	Candida_versatilis@Seq_4191	XP_016269063.1-215243-Exophiala_oligosp-Eurotiomy	215243	3e-16	WP_056585194.1-1736422-Mesorhizobium_sp_-Proteoba	1736422	1e-74	134.64854768232277	100.0	Yes
OG4823	Candida_versatilis@Seq_5079	XP_016276281.1-1130832-Rhodotorula_torul-Basidiom	1130832	1e-45	WP_066602571.1-1090573-Sphingobium_czech-Proteoba	1090573	2e-149	238.7757024908208	98.0	Yes
OG23100	Candida_versatilis@Seq_1480	KZT27268.1-1314782-Neolentinus_lepid-Basidiomyc	1314782	1e-40	SEM64877.1-43775-Syntrophus_gentia-Proteobact	43775	9e-71	69.1829133054792	98.0	Yes
OG11089	Candida_versatilis@Seq_653	OGE49055.1-1835702-Penicillium_arizo-Eurotiomyc	1835702	1e-24	SEA11616.1-658218-Microbulbifer_mar-Proteobact	658218	1e-99	172.69388197455342	100.0	Yes
OG14060	Candida_versatilis@Seq_3307	KNE65661.1-578462-Allomyces_macrogy-other_Fung	578462	8e-14	WP_033552701.1-562-Escherichia_coli-Proteobact	562	5e-55	94.8759924420016	99.6666666666667	Yes
OG1570	Candida_versatilis@Seq_4080	CDH50381.1-1263082-Lichtheimia_corym-other_Fung	1263082	5e-103	WP_072309077.1-569-Hafnia_alvei-Proteobact	569	4e-165	142.98341931694506	100.0	Yes
OG19717	Candida_versatilis@Seq_995	XP_007269337.1-694068-Fomitiporia_medit-Basidiomy	694068	1e-07	WP_029902850.1-37326-Nocardia_brasilie-Actinobact	37326	8e-58	115.3523982010165	99.0	Yes
OG6746	Candida_versatilis@Seq_4065	KGQ11326.1-1245745-Beauveria_bassian-Sordariomy	1245745	2e-54	WP_025732814.1-64323-Carnimonas_nigrif-Proteobact	64323	1e-115	141.15083785319672	100.0	Yes
OG32200	Candida_versatilis@Seq_3292	KZT63972.1-1314783-Daedalea_quercina-Basidiomyc	1314783	3e-117	WP_064121731.1-376489-Halotalea_alkalil-Proteobac	376489	8e-155	86.51740428076198	99.6666666666667	Yes
OG12303	Candida_versatilis@Seq_4648	KXS09690.1-1344416-Gonapodya_prolife-other_Fung	1344416	3e-82	WP_013794779.1-936476-Marinomonas_posid-Proteobac	936476	8e-134	118.75359558267868	98.3333333333333	Yes
OG5631	Candida_versatilis@Seq_1796	KXS16442.1-1344416-Gonapodya_prolife-other_Fung	1344416	2e-67	WP_048853711.1-146476-Acetobacter_syzyg-Proteobac	146476	1e-102	81.28362543535152	99.6666666666667	Yes
OG27101	Candida_versatilis@Seq_1563	KGQ03848.1-1245745-Beauveria_bassian-Sordariomy	1245745	1.00E-166	WP_010667426.1-435-Acetobacter_aceti-Proteobact	435	0	78.28789316179757	99.66666667	Yes
OG19206	Candida_versatilis@Seq_1278	KGQ13262.1-1245745-Beauveria_bassian-Sordariomy	1245745	1e-55	WP_057082622.1-1089444-Dickeya_solani-Proteobact	1089444	2e-100	102.92318200417212	99.6666666666667	Yes
OG19717	Candida_versatilis@Seq_153	KLO05439.1-27342-Schizopora_parado-Basidiomyc	27342	1e-09	WP_029902850.1-37326-Nocardia_brasilie-Actinobact	37326	4e-81	164.3998323344514	99.0	Yes
OG27387	Candida_versatilis@Seq_807	KIY49391.1-1128425-Fistulina_hepatic-Basidiomyc	1128425	2e-09	WP_048725150.1-1674920-Pseudomonas_sp_KG-Proteoba	1674920	4e-83	169.69814970099944	99.6666666666667	Yes
OG29773	Candida_versatilis@Seq_87	na	na	1	WP_052203934.1-1500265-Methylibium_sp_YR-Proteoba	1500265	2e-24	54.568895051297154	97.5806451612903	Yes
OG6296	Candida_versatilis@Seq_692	KFH62971.1-1069443-Mortierella_verti-other_Fung	1069443	2e-129	WP_034457255.1-82977-Buttiauxella_agre-Proteobact	82977	0.0	164.1766887831372	99.6666666666667	Yes
OG38653	Candida_versatilis@Seq_1705	XP_003853039.1-336722-Zymoseptoria_trit-Dothideom	336722	5e-89	WP_017349160.1-1225184-Pantoea_sp_A4-Proteobact	1225184	6e-118	66.59264614003337	100.0	Yes
OG6241	Candida_versatilis@Seq_1734	KLO14012.1-27342-Schizopora_parado-Basidiomyc	27342	2e-39	WP_071507963.1-305-Ralstonia_solanac-Proteobact	305	9e-129	205.72858097268787	99.3333333333333	Yes
OG32200	Candida_versatilis@Seq_3980	KZT63972.1-1314783-Daedalea_quercina-Basidiomyc	1314783	1e-107	WP_058960191.1-1560357-Type_E_symbiont_o-Proteoba	1560357	2e-165	132.85678821309472	99.6666666666667	Yes
OG86857	Candida_versatilis@Seq_2075	GAN01623.1-91626-Mucor_ambiguus-other_Fung	91626	9e-18	WP_026398420.1-285268-Acetobacter_nitro-Proteobac	285268	2e-38	47.55577925665719	99.0	Yes
OG4799	Candida_versatilis@Seq_2910	XP_014182819.1-1186058-Trichosporon_asah-Basidiom	1186058	2e-91	CCH31056.1-1179773-Saccharothrix_esp-Actinobact	1179773	1e-156	150.3611782251729	99.6666666666667	Yes
OG11969	Candida_versatilis@Seq_2303	ESA09432.1-747089-Rhizophagus_irreg-other_Fung	747089	6e-45	WP_056775047.1-1735670-Novosphingobium_s-Proteoba	1735670	7e-105	138.0009548998155	100.0	Yes
OG99359	Candida_versatilis@Seq_5207	na	na	1	WP_064124585.1-376489-Halotalea_alkalil-Proteobac	376489	6e-107	244.58484548113483	100.0	Yes
OG10331	Candida_versatilis@Seq_2029	XP_006683536.1-684364-Batrachochytrium_-other_Fun	684364	8e-53	WP_025421723.1-1239307-Sodalis_praecapti-Proteoba	1239307	0.0	340.5594502118046	96.0	Yes
OG11427	Candida_versatilis@Seq_3806	na	na	1	WP_074625849.1-1335-Streptococcus_equ-Firmicutes	1335	6e-42	94.91681443652186	95.3333333333333	Yes
OG32748	Candida_versatilis@Seq_699	XP_016617219.1-1442370-Cladophialophora_-Eurotiom	1442370	5e-18	WP_062424377.1-1736563-Rhizobium_sp_Root-Proteoba	1736563	6e-120	234.6813579285987	99.3333333333333	Yes
OG19962	Candida_versatilis@Seq_2482	KGQ03849.1-1245745-Beauveria_bassian-Sordariomy	1245745	3e-62	WP_010667427.1-435-Acetobacter_aceti-Proteobact	435	6e-110	109.83093728315424	99.0	Yes
OG10958	Candida_versatilis@Seq_759	XP_007915117.1-1286976-Phaeoacremonium_m-Sordario	1286976	2e-35	WP_064121294.1-376489-Halotalea_alkalil-Proteobac	376489	4e-143	247.98604286279698	99.3333333333333	Yes
OG23048	Candida_versatilis@Seq_2287	KXG45233.1-5078-Penicillium_grise-Eurotiomyc	5078	1e-29	WP_011445455.1-48935-Novosphingobium_a-Proteobact	48935	1e-49	46.05170185988092	94.6666666666667	Yes
OG10116	Candida_versatilis@Seq_4628	KIV84585.1-1016849-Exophiala_sideris-Eurotiomyc	1016849	5e-88	WP_062001236.1-1795874-Burkholderia_sp_P-Proteoba	1795874	7e-134	105.58244204110488	100.0	Yes
OG9607	Candida_versatilis@Seq_302	XP_006683281.1-684364-Batrachochytrium_-other_Fun	684364	3e-89	ETC99787.1-406101-Asaia_sp_SF2_1-Proteobact	406101	3e-145	128.94476520766653	99.3333333333333	Yes
OG128376	Candida_versatilis@Seq_2309	XP_018077817.1-149040-Phialocephala_sco-Leotiomyc	149040	3e-04	SFU56708.1-1224947-Pustulibacterium_-BacteroChl	1224947	1e-101	224.44936630909055	100.0	Yes
OG5576	Candida_versatilis@Seq_4851	OCB88554.1-108892-Sanghuangporus_ba-Basidiomyc	108892	6e-103	WP_021183260.1-1332069-Pantoea_sp_AS_PWV-Proteoba	1332069	2e-148	104.71494147340016	100.0	Yes
OG11427	Candida_versatilis@Seq_2113	na	na	1	WP_034931282.1-877415-Erysipelotrichace-Firmicute	877415	2e-33	75.29216088824356	95.3333333333333	Yes
OG171932	Candida_versatilis@Seq_845	XP_007338504.1-717982-Auricularia_subgl-Basidiomy	717982	2e-19	CDE60724.1-1262899-Fusobacterium_sp_-Fusobacter	1262899	5e-42	52.04316640698889	100.0	Yes
OG11021	Candida_versatilis@Seq_3908	KGQ11306.1-1245745-Beauveria_bassian-Sordariomy	1245745	7e-64	OHC45358.1-1802011-Rhodanobacter_sp_-Proteobact	1802011	3e-153	205.77737113685728	100.0	Yes
OG9030	Candida_versatilis@Seq_311	KXN74058.1-796925-Conidiobolus_coro-other_Fung	796925	2e-29	WP_053143194.1-182337-Erwinia_billingia-Proteobac	182337	7e-105	173.7437040990521	100.0	Yes
OG5636	Candida_versatilis@Seq_1488	KZL88320.1-1573173-Colletotrichum_in-Sordariomy	1573173	5e-78	WP_049836584.1-1051623-Acinetobacter_sp_-Proteoba	1051623	4e-123	103.83947273604628	100.0	Yes
OG164213	Candida_versatilis@Seq_1111	OJJ53499.1-1036612-Aspergillus_sydow-Eurotiomyc	1036612	6e-33	WP_052271026.1-1690502-Pantoea_sp_CFSAN0-Proteoba	1690502	2e-96	146.16147314729298	100.0	Yes
OG7636	Candida_versatilis@Seq_2395	GAP92479.1-77044-Rosellinia_necatr-Sordariomy	77044	1e-28	WP_051878640.1-286-Pseudomonas-Proteobact	286	3e-71	97.91254671007586	99.6666666666667	Yes
OG10958	Candida_versatilis@Seq_4178	XP_015403195.1-1509407-Aspergillus_nomiu-Eurotiom	1509407	8e-38	WP_064121294.1-376489-Halotalea_alkalil-Proteobac	376489	3e-139	233.54192364541032	99.3333333333333	Yes
OG3581	Candida_versatilis@Seq_387	KXS18847.1-1344416-Gonapodya_prolife-other_Fung	1344416	3e-48	SFE53051.1-72304-Peptostreptococcu-Firmicutes	72304	2e-99	117.83730485080449	98.3333333333333	Yes
OG228329	Candida_versatilis@Seq_4066	XP_018035452.1-1460663-Paraphaeosphaeria-Dothideo	1460663	6e-13	CDQ34294.1-1482-Virgibacillus_hal-Firmicutes	1482	0.0	432.37517185911463	100.0	Yes
OG32798	Candida_versatilis@Seq_2347	KGQ03827.1-1245745-Beauveria_bassian-Sordariomy	1245745	6e-116	WP_015965418.1-693444-Enterobacteriacea-Proteobac	693444	0.0	195.20890728072794	99.6666666666667	Yes
OG9999	Candida_versatilis@Seq_3179	KZM27515.1-5454-Ascochyta_rabiei-Dothideomy	5454	2e-38	WP_042844948.1-587-Providencia_rettg-Proteobact	587	2e-58	46.05170185988092	99.3333333333333	Yes
OG10331	Candida_versatilis@Seq_5014	XP_006683536.1-684364-Batrachochytrium_-other_Fun	684364	6e-54	WP_025421723.1-1239307-Sodalis_praecapti-Proteoba	1239307	0.0	337.96918304635875	96.3333333333333	Yes
OG17693	Candida_versatilis@Seq_5344	XP_006681890.1-684364-Batrachochytrium_-other_Fun	684364	6e-44	WP_038471545.1-33059-Acidithiobacillus-Proteobact	33059	3e-94	115.82240183026224	99.6666666666667	Yes
OG8291	Candida_versatilis@Seq_1404	KXH41316.1-1209931-Colletotrichum_sa-Sordariomy	1209931	3e-110	WP_057927176.1-152480-Burkholderia_ambi-Proteobac	152480	0.0	208.33127065813224	100.0	Yes
OG10811	Candida_versatilis@Seq_42	XP_003042747.1-660122-Nectria_haematoco-Sordariom	660122	4e-28	WP_010120760.1-1032851-Corynebacterium_n-Actinoba	1032851	2e-172	332.2654005717025	100.0	Yes
OG5672	Candida_versatilis@Seq_3635	XP_016641907.1-563466-Scedosporium_apio-Sordariom	563466	1e-64	SDT41402.1-1798224-Jiangella_sp_DSM_-Actinobact	1798224	8e-156	209.75838701377234	100.0	Yes
OG59665	Candida_versatilis@Seq_2648	EYE96875.1-1388766-Aspergillus_ruber-Eurotiomyc	1388766	6e-71	WP_060748033.1-343-Xanthomonas_trans-Proteobact	343	0.0	298.82523646545997	99.6666666666667	Yes
OG59681	Candida_versatilis@Seq_4544	XP_007738472.1-1182542-Capronia_epimyces-Eurotiom	1182542	2e-35	WP_044845542.1-1571773-Burkholderia_sp_U-Proteoba	1571773	2e-115	184.20680743952363	99.6666666666667	Yes
OG26253	Candida_versatilis@Seq_4654	KIM96028.1-913774-Oidiodendron_maiu-Leotiomyce	913774	1e-21	WP_040217065.1-573-Klebsiella_pneumo-Proteobact	573	5e-107	196.41288008505384	100.0	Yes
OG59675	Candida_versatilis@Seq_1842	XP_018379011.1-5599-Alternaria_altern-Dothideomy	5599	4e-11	WP_025824290.1-610244-Asaia_astilbis-Proteobact	610244	3e-69	133.83761746610642	99.6666666666667	Yes
OG24098	Candida_versatilis@Seq_4182	KPM40397.1-78410-Neonectria_ditiss-Sordariomy	78410	4e-98	WP_071335663.1-488447-Burkholderia_cont-Proteobac	488447	0.0	236.24997384651257	100.0	Yes
OG4106	Candida_versatilis@Seq_166	KXS15563.1-1344416-Gonapodya_prolife-other_Fung	1344416	7e-59	SDI51168.1-1761778-Burkholderia_sp_y-Proteobact	1761778	2e-104	104.86909215322743	100.0	Yes
OG9969	Candida_versatilis@Seq_60	KGQ02467.1-1245745-Beauveria_bassian-Sordariomy	1245745	1e-37	WP_072746363.1-1234555-Pleomorphobacteri-Proteoba	1234555	9e-124	198.12767851314578	100.0	Yes
OG6293	Candida_versatilis@Seq_4305	KGQ11326.1-1245745-Beauveria_bassian-Sordariomy	1245745	5.00E-105	SEE00094.1-78543-Pseudomonas_migul-Proteobact	78543	1.00E-131	61.476650330279284	100.0	Yes
OG1016	Candida_versatilis@Seq_2181	XP_006691002.1-759272-Chaetomium_thermo-Sordariom	759272	9e-82	WP_048883801.1-433-Acetobacteraceae-Proteobact	433	4e-150	157.38671653981143	99.3333333333333	Yes
OG4233	Candida_versatilis@Seq_4128	KXS20191.1-1344416-Gonapodya_prolife-other_Fung	1344416	4e-77	AKV01113.1-1391654-Labilithrix_luteo-Proteobact	1391654	6e-146	158.47290630848102	100.0	Yes
OG1022	Candida_versatilis@Seq_1988	KZM27619.1-5454-Ascochyta_rabiei-Dothideomy	5454	2e-75	WP_034578216.1-64323-Carnimonas_nigrif-Proteobact	64323	5e-136	139.54139994076266	100.0	Yes
OG9293	Candida_versatilis@Seq_3167	OCL04657.1-574774-Glonium_stellatum-Dothideomy	574774	9e-129	WP_056982024.1-481723-Lactobacillus_rap-Firmicute	481723	9e-177	110.52408446371419	91.6666666666667	Yes
OG11993	Candida_versatilis@Seq_1380	NP_592799.1-284812-Schizosaccharomyc-Taphrinomy	284812	3e-24	WP_064122956.1-376489-Halotalea_alkalil-Proteobac	376489	6e-44	45.358554679320974	100.0	Yes
OG9852	Candida_versatilis@Seq_5451	OJJ63789.1-1036612-Aspergillus_sydow-Eurotiomyc	1036612	3e-29	WP_009822934.1-314266-Sphingomonas_sp_S-Proteobac	314266	2e-84	127.04764522278067	99.3333333333333	Yes
OG171265	Candida_versatilis@Seq_2129	na	na	1	WP_043447353.1-376489-Halotalea_alkalil-Proteobac	376489	3e-22	49.558259757200894	100.0	Yes
OG93875	Candida_versatilis@Seq_1307	na	na	1	WP_025294034.1-397260-Sphingomonas_sanx-Proteobac	397260	4e-64	145.97915159049904	100.0	Yes
OG12690	Candida_versatilis@Seq_382	XP_003654007.1-578455-Thielavia_terrest-Sordariom	578455	2e-13	WP_071007363.1-1848291-Rhizobium_sp_LCM_-Proteoba	1848291	2e-95	188.81197762551176	97.3333333333333	Yes
OG7756	Candida_versatilis@Seq_479	ETS64226.1-1391700-Moesziomyces_aphi-Basidiomyc	1391700	2e-95	SDC45263.1-281376-Acinetobacter_seo-Proteobact	281376	3e-132	84.79018333267152	100.0	Yes
OG5360	Candida_versatilis@Seq_5010	KXL42545.1-245562-Acidomyces_richmo-Dothideomy	245562	2e-43	WP_043533652.1-1869-Actinoplanes_utah-Actinobact	1869	2e-68	57.564627324851145	99.3333333333333	Yes
OG19962	Candida_versatilis@Seq_4370	XP_001588896.1-665079-Sclerotinia_scler-Leotiomyc	665079	8e-09	WP_012813249.1-438-Acetobacter_paste-Proteobact	438	1e-80	165.5629831442571	99.0	Yes
OG32780	Candida_versatilis@Seq_4625	EXX78597.1-1432141-Rhizophagus_irreg-other_Fung	1432141	3e-21	WP_027032023.1-381-Mesorhizobium_lot-Proteobact	381	1e-42	49.452899241543065	99.0	Yes
OG9780	Candida_versatilis@Seq_3146	XP_007306536.1-721885-Stereum_hirsutum_-Basidiomy	721885	6e-71	WP_043089917.1-287-Pseudomonas_aerug-Proteobact	287	0.0	298.82523646545997	100.0	Yes
OG5563	Candida_versatilis@Seq_3983	KGQ13531.1-1245745-Beauveria_bassian-Sordariomy	1245745	3e-18	WP_052213735.1-1545443-Belnapia_sp_F_4_1-Proteoba	1545443	4e-114	220.7604868549766	99.3333333333333	Yes
OG178224	Candida_versatilis@Seq_5138	XP_006683508.1-684364-Batrachochytrium_-other_Fun	684364	3e-29	WP_064124163.1-376489-Halotalea_alkalil-Proteobac	376489	1e-133	240.56746196004883	100.0	Yes
OG198512	Candida_versatilis@Seq_893	KXN73654.1-796925-Conidiobolus_coro-other_Fung	796925	2e-89	WP_022690032.1-95606-Sphingomonas_like-Proteobact	95606	0.0	256.28009250289904	100.0	Yes
OG15782	Candida_versatilis@Seq_1302	ENH70309.1-1229664-Fusarium_oxysporu-Sordariomy	1229664	4e-29	SER10618.1-988801-Rosenbergiella_ne-Proteobact	988801	6e-128	227.55045909830238	99.6666666666667	Yes
OG7771	Candida_versatilis@Seq_2074	XP_003030324.1-578458-Schizophyllum_com-Basidiomy	578458	1e-99	WP_027348999.1-376489-Halotalea_alkalil-Proteobac	376489	5e-178	180.29478443409553	99.3333333333333	Yes
OG5769	Candida_versatilis@Seq_2867	KZS86948.1-1314777-Sistotremastrum_n-Basidiomyc	1314777	1e-73	WP_070070363.1-1262585-Acinetobacter_qin-Proteoba	1262585	0.0	292.42830681024384	97.6666666666667	Yes
OG30495	Candida_versatilis@Seq_1151	KIY49482.1-1128425-Fistulina_hepatic-Basidiomyc	1128425	5e-13	WP_070429664.1-1716-Corynebacterium-Actinobact	1716	4e-53	92.32654727107604	99.6666666666667	Yes
OG11427	Candida_versatilis@Seq_171	na	na	1	WP_074533953.1-1335-Streptococcus_equ-Firmicutes	1335	7e-44	99.3678339426827	95.3333333333333	Yes
OG9999	Candida_versatilis@Seq_4781	KZM27515.1-5454-Ascochyta_rabiei-Dothideomy	5454	1e-39	WP_034337838.1-1208583-Commensalibacter_-Proteoba	1208583	1e-62	52.95945713886306	99.3333333333333	Yes
OG9795	Candida_versatilis@Seq_199	KZT29836.1-1314782-Neolentinus_lepid-Basidiomyc	1314782	1e-62	SBW16293.1-1149953-Brucella_sp_10RB9-Proteobact	1149953	9e-84	48.45964746853278	99.6666666666667	Yes
OG206415	Candida_versatilis@Seq_4613	KIK18758.1-765257-Pisolithus_microc-Basidiomyc	765257	6e-30	WP_017277173.1-382-Sinorhizobium_mel-Proteobact	382	9e-159	296.62801188812375	100.0	Yes
OG169209	Candida_versatilis@Seq_5277	XP_003343517.1-771870-Sordaria_macrospo-Sordariom	771870	1e-09	WP_014010248.1-1727-Corynebacterium_v-Actinobact	1727	7e-31	48.710961896813686	100.0	Yes
OG139574	Candida_versatilis@Seq_3576	XP_016609833.1-645134-Spizellomyces_pun-other_Fun	645134	9e-35	WP_038549254.1-1404244-Corynebacterium_g-Actinoba	1404244	6e-134	228.3613893145187	100.0	Yes
OG2521	Candida_versatilis@Seq_2510	na	na	1	XP_015796379.1-105023-Nothobranchius_fu-Metazoa	105023	7e-46	103.9730041286708	99.3333333333333	Yes
OG10279	Candida_versatilis@Seq_2275	XP_017991815.1-77020-Malassezia_pachyd-Basidiomyc	77020	1e-68	KMV72597.1-1628855-bacteria_symbiont-other_Bact	1628855	1e-90	50.656872045868994	100.0	Yes
OG29773	Candida_versatilis@Seq_5200	XP_003343123.1-771870-Sordaria_macrospo-Sordariom	771870	2e-05	WP_041006995.1-69974-Mesorhizobium_plu-Proteobact	69974	2e-31	59.86721241784519	97.6	Yes
OG15114	Candida_versatilis@Seq_2947	OAV84675.1-630390-Puccinia_triticin-Basidiomyc	630390	5e-34	WP_005270362.1-1217695-Acinetobacter_sp_-Proteoba	1217695	2e-91	132.16364103253477	100.0	Yes
OG5566	Candida_versatilis@Seq_3623	XP_011125576.1-756982-Arthrobotrys_olig-other_Pez	756982	2e-56	WP_042788306.1-435-Acetobacter_aceti-Proteobact	435	4e-139	190.42141553794582	98.3333333333333	Yes
OG19717	Candida_versatilis@Seq_2002	XP_018002380.1-1664694-Phialophora_attae-Eurotiom	1664694	2e-08	WP_029902850.1-37326-Nocardia_brasilie-Actinobact	37326	6e-70	141.66166347696273	99.0	Yes
OG15083	Candida_versatilis@Seq_3596	EKD03224.1-1220162-Trichosporon_asah-Basidiomyc	1220162	7e-13	WP_003148891.1-1383-Atopobium_rimae-Actinobact	1383	2e-50	86.44841140927507	99.6666666666667	Yes
OG1020	Candida_versatilis@Seq_1256	KIK68412.1-944289-Gymnopus_luxurian-Basidiomyc	944289	6e-80	KVI08636.1-59895-Cynara_cardunculu-Streptophy	59895	4e-134	124.74506012978665	98.6666666666667	Yes
OG4823	Candida_versatilis@Seq_1689	EWY94870.1-909455-Fusarium_oxysporu-Sordariomy	909455	2e-43	WP_035570863.1-81029-Hyphomonas_adhaer-Proteobact	81029	1e-159	267.7930179678693	98.0	Yes
OG10958	Candida_versatilis@Seq_1366	XP_002650664.1-481877-Enterocytozoon_bi-Microspor	481877	8e-47	WP_027351028.1-376489-Halotalea_alkalil-Proteobac	376489	5e-153	244.5440234866146	99.3333333333333	Yes
OG7775	Candida_versatilis@Seq_1376	XP_018074657.1-149040-Phialocephala_sco-Leotiomyc	149040	3e-85	WP_069207874.1-1560345-Sphingomonas_pana-Proteoba	1560345	3e-139	124.33959502167846	100.0	Yes
OG19220	Candida_versatilis@Seq_4715	XP_009259158.1-1028729-Fusarium_pseudogr-Sordario	1028729	2e-61	WP_049095033.1-571-Klebsiella_oxytoc-Proteobact	571	0.0	320.7524751067323	98.6666666666667	Yes
OG4867	Candida_versatilis@Seq_3739	KZV79817.1-1314781-Exidia_glandulosa-Basidiomyc	1314781	1e-30	WP_068573647.1-239498-Tsukamurella_pseu-Actinobac	239498	9e-65	78.39325367745539	98.6666666666667	Yes
OG149345	Candida_versatilis@Seq_3556	KGQ11064.1-1245745-Beauveria_bassian-Sordariomy	1245745	9e-12	OJV03496.1-1895831-Shinella_sp_65_6-Proteobact	1895831	2e-118	245.57809725414512	100.0	Yes
OG128338	Candida_versatilis@Seq_2674	EEQ90701.1-559297-Blastomyces_derma-Eurotiomyc	559297	6e-39	WP_029604039.1-153496-Kozakia_baliensis-Proteobac	153496	0.0	372.50795944126946	99.6666666666667	Yes
OG19201	Candida_versatilis@Seq_3018	EIE76748.1-246409-Rhizopus_delemar_-other_Fung	246409	3e-15	WP_034616069.1-505317-Chelonobacter_ori-Proteobac	505317	5e-39	54.7512166080911	99.3333333333333	Yes
OG32628	Candida_versatilis@Seq_2131	KZM27668.1-5454-Ascochyta_rabiei-Dothideomy	5454	6e-28	WP_043153838.1-1461752-Sphingobium_sp_An-Proteoba	1461752	3e-48	46.744849040440855	100.0	Yes
OG4299	Candida_versatilis@Seq_5172	KIP11318.1-745531-Phlebiopsis_gigan-Basidiomyc	745531	4e-93	WP_059023897.1-431306-Acetobacter_ghane-Proteobac	431306	3e-162	159.16605348904093	97.6666666666667	Yes
OG6846	Candida_versatilis@Seq_5107	KZM27565.1-5454-Ascochyta_rabiei-Dothideomy	5454	3e-63	WP_064122924.1-376489-Halotalea_alkalil-Proteobac	376489	3e-94	71.38013788281543	100.0	Yes
OG13322	Candida_versatilis@Seq_4183	EIE84433.1-246409-Rhizopus_delemar_-other_Fung	246409	4e-32	SFD15364.1-441112-Tropicimonas_isoa-Proteobact	441112	2e-68	83.58621052834559	100.0	Yes
OG111709	Candida_versatilis@Seq_3792	XP_002650763.1-481877-Enterocytozoon_bi-Microspor	481877	5e-48	WP_026398014.1-285268-Acetobacter_nitro-Proteobac	285268	2e-90	97.62486463762407	100.0	Yes
OG11323	Candida_versatilis@Seq_4754	KXN68848.1-796925-Conidiobolus_coro-other_Fung	796925	8e-51	WP_071507963.1-305-Ralstonia_solanac-Proteobact	305	2e-161	254.6706545904649	99.3333333333333	Yes
OG16459	Candida_versatilis@Seq_3154	KXS09069.1-1344416-Gonapodya_prolife-other_Fung	1344416	1e-25	WP_008485285.1-1207039-Gallaecimonas_xia-Proteoba	1207039	1e-56	71.38013788281542	100.0	Yes
OG59672	Candida_versatilis@Seq_1611	na	na	1	WP_051292011.1-285268-Acetobacter_nitro-Proteobac	285268	4e-28	63.08608824271339	99.1869918699187	Yes
OG4920	Candida_versatilis@Seq_5315	XP_014181518.1-1186058-Trichosporon_asah-Basidiom	1186058	2e-41	WP_009377650.1-33889-Brevibacterium_ca-Actinobact	33889	4e-68	61.476650330279284	98.0	Yes
OG5505	Candida_versatilis@Seq_2679	KGQ12974.1-1245745-Beauveria_bassian-Sordariomy	1245745	1e-48	WP_069733753.1-547-Enterobacter-Proteobact	547	9e-77	64.57774311949112	99.0	Yes
OG19220	Candida_versatilis@Seq_4423	CEG03286.1-1318459-Fusarium_pseudogr-Sordariomy	1318459	3e-65	SCA26938.1-573-Klebsiella_pneumo-Proteobact	573	0.0	311.9475998428643	98.6666666666667	Yes
OG12113	Candida_versatilis@Seq_4357	AIW52375.1-27338-Sordaria_fimicola-Sordariomy	27338	2e-161	WP_048763031.1-469-Acinetobacter-Proteobact	469	0.0	90.49396580732775	100.0	Yes
OG5631	Candida_versatilis@Seq_1953	KXS16442.1-1344416-Gonapodya_prolife-other_Fung	1344416	1e-66	WP_045543700.1-104102-Acetobacter_tropi-Proteobac	104102	2e-105	89.10767144620783	99.6666666666667	Yes
OG5566	Candida_versatilis@Seq_3197	XP_013285417.1-1442368-Fonsecaea_pedroso-Eurotiom	1442368	4e-61	WP_043553492.1-178901-Acetobacter_malor-Proteobac	178901	3e-137	175.28414913999924	98.0	Yes
OG4299	Candida_versatilis@Seq_5405	XP_007870153.1-670483-Gloeophyllum_trab-Basidiomy	670483	3e-89	WP_062507866.1-586239-Gluconobacter_ros-Proteobac	586239	7e-154	148.8207331842258	97.6666666666667	Yes
OG19614	Candida_versatilis@Seq_3974	CAB76572.1-73868-Piromyces_sp_E2-other_Fung	73868	3e-67	SEB41385.1-640635-Microbacterium_hu-Actinobact	640635	0.0	307.3424296568762	98.3333333333333	Yes
OG11325	Candida_versatilis@Seq_3424	XP_682228.1-227321-Aspergillus_nidul-Eurotiomyc	227321	9e-23	WP_073014558.1-735517-Labrenzia_suaedae-Proteobac	735517	5e-43	46.63948852478303	100.0	Yes
OG13879	Candida_versatilis@Seq_726	XP_007785529.1-1263415-Endocarpon_pusill-Eurotiom	1263415	7e-33	WP_042063101.1-437-Acidomonas_methan-Proteobact	437	2e-56	54.21222010735842	99.6666666666667	Yes
OG27392	Candida_versatilis@Seq_757	XP_002651217.1-481877-Enterocytozoon_bi-Microspor	481877	3e-19	WP_068085128.1-76978-Novosphingobium_r-Proteobact	76978	8e-97	178.62080800052385	99.0	Yes
OG215767	Candida_versatilis@Seq_1492	na	na	1	WP_059023878.1-431306-Acetobacter_ghane-Proteobac	431306	0.0	460.51701859880916	100.0	Yes
OG68459	Candida_versatilis@Seq_2109	XP_014571850.1-1276143-Metarhizium_majus-Sordario	1276143	3e-14	SED72962.1-648782-Haloactinobacteri-Actinobact	648782	8e-144	298.3552328362142	100.0	Yes
