complex type	sequence id	index	ortholog
anaphase-promoting complex	Yarrowia_lipolytica@Seq_492	144_491	OG4473
anaphase-promoting complex	Yarrowia_lipolytica@Seq_6366	144_6365	OG1064
anaphase-promoting complex	Yarrowia_lipolytica@Seq_955	144_954	OG4073
box C/D snoRNP complex	Yarrowia_lipolytica@Seq_1961	144_1960	OG1626
box C/D snoRNP complex	Yarrowia_lipolytica@Seq_2766	144_2765	OG1459
box C/D snoRNP complex	Yarrowia_lipolytica@Seq_4345	144_4344	OG4884
box C/D snoRNP complex	Yarrowia_lipolytica@Seq_4620	144_4619	OG1882
box C/D snoRNP complex	Yarrowia_lipolytica@Seq_5059	144_5058	OG16985
box C/D snoRNP complex	Yarrowia_lipolytica@Seq_5696	144_5695	OG1978
box H/ACA snoRNP complex	Yarrowia_lipolytica@Seq_1035	144_1034	OG2094
box H/ACA snoRNP complex	Yarrowia_lipolytica@Seq_5337	144_5336	OG2377
box H/ACA snoRNP complex	Yarrowia_lipolytica@Seq_5597	144_5596	OG2468
box H/ACA snoRNP complex	Yarrowia_lipolytica@Seq_683	144_682	OG4325
box H/ACA telomerase RNP complex	Yarrowia_lipolytica@Seq_683	144_682	OG4325
bub1-bub3 complex	Yarrowia_lipolytica@Seq_595	144_594	OG4168
calcineurin complex	Yarrowia_lipolytica@Seq_36	144_35	OG1368
carbamoyl-phosphate synthase complex	Yarrowia_lipolytica@Seq_1754	144_1753	OG2721
catalytic step 2 spliceosome	Yarrowia_lipolytica@Seq_146	144_145	OG4830
catalytic step 2 spliceosome	Yarrowia_lipolytica@Seq_1507	144_1506	OG2388
catalytic step 2 spliceosome	Yarrowia_lipolytica@Seq_1536	144_1535	OG4089
catalytic step 2 spliceosome	Yarrowia_lipolytica@Seq_1999	144_1998	OG4028
catalytic step 2 spliceosome	Yarrowia_lipolytica@Seq_2021	144_2020	OG5197
catalytic step 2 spliceosome	Yarrowia_lipolytica@Seq_226	144_225	OG1538
catalytic step 2 spliceosome	Yarrowia_lipolytica@Seq_256	144_255	OG2650
catalytic step 2 spliceosome	Yarrowia_lipolytica@Seq_2591	144_2590	OG1006
catalytic step 2 spliceosome	Yarrowia_lipolytica@Seq_2669	144_2668	OG3632
catalytic step 2 spliceosome	Yarrowia_lipolytica@Seq_2793	144_2792	OG2733
catalytic step 2 spliceosome	Yarrowia_lipolytica@Seq_2820	144_2819	OG3229
catalytic step 2 spliceosome	Yarrowia_lipolytica@Seq_318	144_317	OG3223
catalytic step 2 spliceosome	Yarrowia_lipolytica@Seq_3235	144_3234	OG2975
catalytic step 2 spliceosome	Yarrowia_lipolytica@Seq_3246	144_3245	OG33448
catalytic step 2 spliceosome	Yarrowia_lipolytica@Seq_382	144_381	OG1592
catalytic step 2 spliceosome	Yarrowia_lipolytica@Seq_4023	144_4022	OG4987
catalytic step 2 spliceosome	Yarrowia_lipolytica@Seq_4160	144_4159	OG4593
catalytic step 2 spliceosome	Yarrowia_lipolytica@Seq_462	144_461	OG1009
catalytic step 2 spliceosome	Yarrowia_lipolytica@Seq_464	144_463	OG1004
catalytic step 2 spliceosome	Yarrowia_lipolytica@Seq_4694	144_4693	OG7213
catalytic step 2 spliceosome	Yarrowia_lipolytica@Seq_4986	144_4985	OG1790
catalytic step 2 spliceosome	Yarrowia_lipolytica@Seq_5066	144_5065	OG3454
catalytic step 2 spliceosome	Yarrowia_lipolytica@Seq_5079	144_5078	OG2660
catalytic step 2 spliceosome	Yarrowia_lipolytica@Seq_5095	144_5094	OG5082
catalytic step 2 spliceosome	Yarrowia_lipolytica@Seq_5457	144_5456	OG2153
catalytic step 2 spliceosome	Yarrowia_lipolytica@Seq_5927	144_5926	OG2726
catalytic step 2 spliceosome	Yarrowia_lipolytica@Seq_6097	144_6096	OG3781
catalytic step 2 spliceosome	Yarrowia_lipolytica@Seq_6098	144_6097	OG3916
catalytic step 2 spliceosome	Yarrowia_lipolytica@Seq_6182	144_6181	OG2905
catalytic step 2 spliceosome	Yarrowia_lipolytica@Seq_6207	144_6206	OG4600
catalytic step 2 spliceosome	Yarrowia_lipolytica@Seq_6210	144_6209	OG4990
catalytic step 2 spliceosome	Yarrowia_lipolytica@Seq_967	144_966	OG4627
chaperonin-containing T-complex	Yarrowia_lipolytica@Seq_3156	144_3155	OG1922
chaperonin-containing T-complex	Yarrowia_lipolytica@Seq_3552	144_3551	OG2021
chaperonin-containing T-complex	Yarrowia_lipolytica@Seq_4081	144_4080	OG2111
chaperonin-containing T-complex	Yarrowia_lipolytica@Seq_43	144_42	OG2405
chaperonin-containing T-complex	Yarrowia_lipolytica@Seq_4815	144_4814	OG1480
chaperonin-containing T-complex	Yarrowia_lipolytica@Seq_5162	144_5161	OG2050
chaperonin-containing T-complex	Yarrowia_lipolytica@Seq_5872	144_5871	OG1998
chaperonin-containing T-complex	Yarrowia_lipolytica@Seq_6225	144_6224	OG2039
checkpoint clamp complex	Yarrowia_lipolytica@Seq_2156	144_2155	OG9885
checkpoint clamp complex	Yarrowia_lipolytica@Seq_2913	144_2912	OG7064
checkpoint clamp complex	Yarrowia_lipolytica@Seq_903	144_902	OG20275
chromatin silencing complex	Yarrowia_lipolytica@Seq_1484	144_1483	OG1414
chromosome passenger complex	Yarrowia_lipolytica@Seq_3762	144_3761	OG2838
clathrin complex	Yarrowia_lipolytica@Seq_991	144_990	OG1545
clathrin vesicle coat	Yarrowia_lipolytica@Seq_1932	144_1931	OG7416
clathrin vesicle coat	Yarrowia_lipolytica@Seq_5519	144_5518	OG3257
cohesin complex	Yarrowia_lipolytica@Seq_2889	144_2888	OG4404
commitment complex	Yarrowia_lipolytica@Seq_1654	144_1653	OG2378
commitment complex	Yarrowia_lipolytica@Seq_5066	144_5065	OG3454
commitment complex	Yarrowia_lipolytica@Seq_5117	144_5116	OG4179
commitment complex	Yarrowia_lipolytica@Seq_6182	144_6181	OG2905
commitment complex	Yarrowia_lipolytica@Seq_91	144_90	OG3385
condensed nuclear chromosome inner kinetochore	Yarrowia_lipolytica@Seq_3460	144_3459	OG16214
condensed nuclear chromosome inner kinetochore	Yarrowia_lipolytica@Seq_4277	144_4276	OG4495
core mediator complex	Yarrowia_lipolytica@Seq_2667	144_2666	OG2663
core mediator complex	Yarrowia_lipolytica@Seq_3183	144_3182	OG2898
core mediator complex	Yarrowia_lipolytica@Seq_4225	144_4224	OG3755
core mediator complex	Yarrowia_lipolytica@Seq_4366	144_4365	OG4190
core mediator complex	Yarrowia_lipolytica@Seq_4962	144_4961	OG3199
core mediator complex	Yarrowia_lipolytica@Seq_5247	144_5246	OG3830
core mediator complex	Yarrowia_lipolytica@Seq_5626	144_5625	OG3163
core mediator complex	Yarrowia_lipolytica@Seq_6134	144_6133	OG4058
core mediator complex	Yarrowia_lipolytica@Seq_6282	144_6281	OG3926
cullin-RING ubiquitin ligase complex	Yarrowia_lipolytica@Seq_1261	144_1260	OG2623
cullin-RING ubiquitin ligase complex	Yarrowia_lipolytica@Seq_3280	144_3279	OG4432
cullin-RING ubiquitin ligase complex	Yarrowia_lipolytica@Seq_4706	144_4705	OG3051
cullin-RING ubiquitin ligase complex	Yarrowia_lipolytica@Seq_4818	144_4817	OG2479
cullin-RING ubiquitin ligase complex	Yarrowia_lipolytica@Seq_5562	144_5561	OG7754
cullin-RING ubiquitin ligase complex	Yarrowia_lipolytica@Seq_6096	144_6095	OG20262
cyclin-dependent protein kinase holoenzyme complex	Yarrowia_lipolytica@Seq_1571	144_1570	OG3949
cyclin-dependent protein kinase holoenzyme complex	Yarrowia_lipolytica@Seq_1767	144_1766	OG3334
cyclin-dependent protein kinase holoenzyme complex	Yarrowia_lipolytica@Seq_2556	144_2555	OG18916
cyclin-dependent protein kinase holoenzyme complex	Yarrowia_lipolytica@Seq_3981	144_3980	OG3277
cyclin-dependent protein kinase holoenzyme complex	Yarrowia_lipolytica@Seq_4162	144_4161	OG3468
cyclin-dependent protein kinase holoenzyme complex	Yarrowia_lipolytica@Seq_5382	144_5381	OG4336
cyclin-dependent protein kinase holoenzyme complex	Yarrowia_lipolytica@Seq_5707	144_5706	OG1349
cyclin-dependent protein kinase holoenzyme complex	Yarrowia_lipolytica@Seq_5807	144_5806	OG1253
cyclin-dependent protein kinase holoenzyme complex	Yarrowia_lipolytica@Seq_6299	144_6298	OG4490
cyclin/CDK positive transcription elongation factor complex	Yarrowia_lipolytica@Seq_3981	144_3980	OG3277
cyclin/CDK positive transcription elongation factor complex	Yarrowia_lipolytica@Seq_4162	144_4161	OG3468
cyclin/CDK positive transcription elongation factor complex	Yarrowia_lipolytica@Seq_5399	144_5398	OG4846
cyclin/CDK positive transcription elongation factor complex	Yarrowia_lipolytica@Seq_6065	144_6064	OG3501
cytoplasmic dynein complex	Yarrowia_lipolytica@Seq_1861	144_1860	OG2473
cytoplasmic dynein complex	Yarrowia_lipolytica@Seq_1913	144_1912	OG3876
cytoplasmic dynein complex	Yarrowia_lipolytica@Seq_3802	144_3801	OG5269
cytoplasmic dynein complex	Yarrowia_lipolytica@Seq_6313	144_6312	OG6839
cytoplasmic exosome (RNase complex)	Yarrowia_lipolytica@Seq_1134	144_1133	OG2484
cytoplasmic exosome (RNase complex)	Yarrowia_lipolytica@Seq_1449	144_1448	OG2886
cytoplasmic exosome (RNase complex)	Yarrowia_lipolytica@Seq_1847	144_1846	OG2826
cytoplasmic exosome (RNase complex)	Yarrowia_lipolytica@Seq_2742	144_2741	OG3312
cytoplasmic exosome (RNase complex)	Yarrowia_lipolytica@Seq_3531	144_3530	OG3549
cytoplasmic exosome (RNase complex)	Yarrowia_lipolytica@Seq_4756	144_4755	OG2144
cytoplasmic exosome (RNase complex)	Yarrowia_lipolytica@Seq_4862	144_4861	OG20421
cytoplasmic exosome (RNase complex)	Yarrowia_lipolytica@Seq_5699	144_5698	OG1817
cytoplasmic exosome (RNase complex)	Yarrowia_lipolytica@Seq_5783	144_5782	OG3117
cytoplasmic exosome (RNase complex)	Yarrowia_lipolytica@Seq_6371	144_6370	OG2066
cytoplasmic ubiquitin ligase complex	Yarrowia_lipolytica@Seq_470	144_469	OG3651
cytosolic large ribosomal subunit	Yarrowia_lipolytica@Seq_1361	144_1360	OG1161
cytosolic large ribosomal subunit	Yarrowia_lipolytica@Seq_1437	144_1436	OG1976
cytosolic large ribosomal subunit	Yarrowia_lipolytica@Seq_1441	144_1440	OG3403
cytosolic large ribosomal subunit	Yarrowia_lipolytica@Seq_1496	144_1495	OG1133
cytosolic large ribosomal subunit	Yarrowia_lipolytica@Seq_1497	144_1496	OG4650
cytosolic large ribosomal subunit	Yarrowia_lipolytica@Seq_2126	144_2125	OG1120
cytosolic large ribosomal subunit	Yarrowia_lipolytica@Seq_2611	144_2610	OG1140
cytosolic large ribosomal subunit	Yarrowia_lipolytica@Seq_2751	144_2750	OG1320
cytosolic large ribosomal subunit	Yarrowia_lipolytica@Seq_3091	144_3090	OG2372
cytosolic large ribosomal subunit	Yarrowia_lipolytica@Seq_3146	144_3145	OG5767
cytosolic large ribosomal subunit	Yarrowia_lipolytica@Seq_3154	144_3153	OG1385
cytosolic large ribosomal subunit	Yarrowia_lipolytica@Seq_3213	144_3212	OG1692
cytosolic large ribosomal subunit	Yarrowia_lipolytica@Seq_339	144_338	OG4504
cytosolic large ribosomal subunit	Yarrowia_lipolytica@Seq_3392	144_3391	OG4787
cytosolic large ribosomal subunit	Yarrowia_lipolytica@Seq_3442	144_3441	OG2022
cytosolic large ribosomal subunit	Yarrowia_lipolytica@Seq_3535	144_3534	OG1506
cytosolic large ribosomal subunit	Yarrowia_lipolytica@Seq_3602	144_3601	OG3857
cytosolic large ribosomal subunit	Yarrowia_lipolytica@Seq_3629	144_3628	OG4585
cytosolic large ribosomal subunit	Yarrowia_lipolytica@Seq_4245	144_4244	OG3863
cytosolic large ribosomal subunit	Yarrowia_lipolytica@Seq_4362	144_4361	OG1222
cytosolic large ribosomal subunit	Yarrowia_lipolytica@Seq_4525	144_4524	OG1478
cytosolic large ribosomal subunit	Yarrowia_lipolytica@Seq_4562	144_4561	OG1995
cytosolic large ribosomal subunit	Yarrowia_lipolytica@Seq_5032	144_5031	OG1670
cytosolic large ribosomal subunit	Yarrowia_lipolytica@Seq_5187	144_5186	OG2106
cytosolic large ribosomal subunit	Yarrowia_lipolytica@Seq_5231	144_5230	OG2437
cytosolic large ribosomal subunit	Yarrowia_lipolytica@Seq_5528	144_5527	OG1405
cytosolic large ribosomal subunit	Yarrowia_lipolytica@Seq_57	144_56	OG1633
cytosolic large ribosomal subunit	Yarrowia_lipolytica@Seq_570	144_569	OG3402
cytosolic large ribosomal subunit	Yarrowia_lipolytica@Seq_5727	144_5726	OG1423
cytosolic large ribosomal subunit	Yarrowia_lipolytica@Seq_5779	144_5778	OG1594
cytosolic large ribosomal subunit	Yarrowia_lipolytica@Seq_5788	144_5787	OG1873
cytosolic large ribosomal subunit	Yarrowia_lipolytica@Seq_5851	144_5850	OG1159
cytosolic large ribosomal subunit	Yarrowia_lipolytica@Seq_606	144_605	OG3219
cytosolic large ribosomal subunit	Yarrowia_lipolytica@Seq_61	144_60	OG1728
cytosolic large ribosomal subunit	Yarrowia_lipolytica@Seq_6200	144_6199	OG1419
cytosolic large ribosomal subunit	Yarrowia_lipolytica@Seq_6215	144_6214	OG1290
cytosolic large ribosomal subunit	Yarrowia_lipolytica@Seq_6256	144_6255	OG1378
cytosolic large ribosomal subunit	Yarrowia_lipolytica@Seq_6307	144_6306	OG2543
cytosolic large ribosomal subunit	Yarrowia_lipolytica@Seq_64	144_63	OG1481
cytosolic large ribosomal subunit	Yarrowia_lipolytica@Seq_665	144_664	OG2496
cytosolic large ribosomal subunit	Yarrowia_lipolytica@Seq_749	144_748	OG2279
cytosolic large ribosomal subunit	Yarrowia_lipolytica@Seq_910	144_909	OG1661
cytosolic large ribosomal subunit	Yarrowia_lipolytica@Seq_947	144_946	OG3099
cytosolic large ribosomal subunit	Yarrowia_lipolytica@Seq_982	144_981	OG1243
cytosolic large ribosomal subunit	Yarrowia_lipolytica@Seq_989	144_988	OG1705
cytosolic proteasome complex	Yarrowia_lipolytica@Seq_5354	144_5353	OG1984
cytosolic proteasome complex	Yarrowia_lipolytica@Seq_5726	144_5725	OG2069
cytosolic proteasome complex	Yarrowia_lipolytica@Seq_6140	144_6139	OG2419
cytosolic small ribosomal subunit	Yarrowia_lipolytica@Seq_1064	144_1063	OG1366
cytosolic small ribosomal subunit	Yarrowia_lipolytica@Seq_1083	144_1082	OG1963
cytosolic small ribosomal subunit	Yarrowia_lipolytica@Seq_1092	144_1091	OG1323
cytosolic small ribosomal subunit	Yarrowia_lipolytica@Seq_1859	144_1858	OG1531
cytosolic small ribosomal subunit	Yarrowia_lipolytica@Seq_1896	144_1895	OG2198
cytosolic small ribosomal subunit	Yarrowia_lipolytica@Seq_2145	144_2144	OG1106
cytosolic small ribosomal subunit	Yarrowia_lipolytica@Seq_2321	144_2320	OG1361
cytosolic small ribosomal subunit	Yarrowia_lipolytica@Seq_2415	144_2414	OG5106
cytosolic small ribosomal subunit	Yarrowia_lipolytica@Seq_2666	144_2665	OG2064
cytosolic small ribosomal subunit	Yarrowia_lipolytica@Seq_282	144_281	OG1454
cytosolic small ribosomal subunit	Yarrowia_lipolytica@Seq_3076	144_3075	OG3533
cytosolic small ribosomal subunit	Yarrowia_lipolytica@Seq_3528	144_3527	OG1284
cytosolic small ribosomal subunit	Yarrowia_lipolytica@Seq_3585	144_3584	OG1514
cytosolic small ribosomal subunit	Yarrowia_lipolytica@Seq_3625	144_3624	OG1421
cytosolic small ribosomal subunit	Yarrowia_lipolytica@Seq_3626	144_3625	OG1402
cytosolic small ribosomal subunit	Yarrowia_lipolytica@Seq_3627	144_3626	OG1404
cytosolic small ribosomal subunit	Yarrowia_lipolytica@Seq_3731	144_3730	OG1188
cytosolic small ribosomal subunit	Yarrowia_lipolytica@Seq_3869	144_3868	OG1263
cytosolic small ribosomal subunit	Yarrowia_lipolytica@Seq_3945	144_3944	OG1250
cytosolic small ribosomal subunit	Yarrowia_lipolytica@Seq_5172	144_5171	OG1106
cytosolic small ribosomal subunit	Yarrowia_lipolytica@Seq_5196	144_5195	OG2707
cytosolic small ribosomal subunit	Yarrowia_lipolytica@Seq_5291	144_5290	OG1412
cytosolic small ribosomal subunit	Yarrowia_lipolytica@Seq_5387	144_5386	OG5635
cytosolic small ribosomal subunit	Yarrowia_lipolytica@Seq_5517	144_5516	OG1658
cytosolic small ribosomal subunit	Yarrowia_lipolytica@Seq_5987	144_5986	OG2580
cytosolic small ribosomal subunit	Yarrowia_lipolytica@Seq_6015	144_6014	OG1981
cytosolic small ribosomal subunit	Yarrowia_lipolytica@Seq_6117	144_6116	OG2441
cytosolic small ribosomal subunit	Yarrowia_lipolytica@Seq_6197	144_6196	OG2636
cytosolic small ribosomal subunit	Yarrowia_lipolytica@Seq_6213	144_6212	OG2550
cytosolic small ribosomal subunit	Yarrowia_lipolytica@Seq_6214	144_6213	OG1140
cytosolic small ribosomal subunit	Yarrowia_lipolytica@Seq_6215	144_6214	OG1290
cytosolic small ribosomal subunit	Yarrowia_lipolytica@Seq_6331	144_6330	OG3558
cytosolic small ribosomal subunit	Yarrowia_lipolytica@Seq_870	144_869	OG2434
cytosolic tRNA wobble base thiouridylase complex	Yarrowia_lipolytica@Seq_3180	144_3179	OG1930
dehydrodolichyl diphosphate synthase complex	Yarrowia_lipolytica@Seq_2757	144_2756	OG2869
dehydrodolichyl diphosphate synthase complex	Yarrowia_lipolytica@Seq_4774	144_4773	OG3858
delta DNA polymerase complex	Yarrowia_lipolytica@Seq_1839	144_1838	OG3603
delta DNA polymerase complex	Yarrowia_lipolytica@Seq_1866	144_1865	OG1987
delta DNA polymerase complex	Yarrowia_lipolytica@Seq_3499	144_3498	OG20148
delta DNA polymerase complex	Yarrowia_lipolytica@Seq_3937	144_3936	OG7117
dolichol-phosphate-mannose synthase complex	Yarrowia_lipolytica@Seq_5804	144_5803	OG5498
dolichol-phosphate-mannose synthase complex	Yarrowia_lipolytica@Seq_812	144_811	OG4693
dolichyl-phosphate-mannose-protein mannosyltransferase Pmt1p-Pmt2p dimer complex	Yarrowia_lipolytica@Seq_2806	144_2805	OG1053
dolichyl-phosphate-mannose-protein mannosyltransferase Pmt1p-Pmt2p dimer complex	Yarrowia_lipolytica@Seq_4449	144_4448	OG10340
dolichyl-phosphate-mannose-protein mannosyltransferase Pmt1p-Pmt2p dimer complex	Yarrowia_lipolytica@Seq_5712	144_5711	OG1166
dynactin complex	Yarrowia_lipolytica@Seq_3308	144_3307	OG21698
dynactin complex	Yarrowia_lipolytica@Seq_544	144_543	OG4288
dynein complex	Yarrowia_lipolytica@Seq_1861	144_1860	OG2473
dynein complex	Yarrowia_lipolytica@Seq_1913	144_1912	OG3876
eRF1 methyltransferase complex	Yarrowia_lipolytica@Seq_3713	144_3712	OG3519
eisosome filament	Yarrowia_lipolytica@Seq_3135	144_3134	OG1591
elongin complex	Yarrowia_lipolytica@Seq_1964	144_1963	OG3237
endopeptidase Clp complex	Yarrowia_lipolytica@Seq_2725	144_2724	OG6963
endoplasmic reticulum Sec complex	Yarrowia_lipolytica@Seq_5691	144_5690	OG2011
endoplasmic reticulum chaperone complex	Yarrowia_lipolytica@Seq_3233	144_3232	OG1002
endoplasmic reticulum chaperone complex	Yarrowia_lipolytica@Seq_5983	144_5982	OG1571
epsilon DNA polymerase complex	Yarrowia_lipolytica@Seq_1396	144_1395	OG2814
epsilon DNA polymerase complex	Yarrowia_lipolytica@Seq_4453	144_4452	OG1737
epsilon DNA polymerase complex	Yarrowia_lipolytica@Seq_6127	144_6126	OG1863
eukaryotic 43S preinitiation complex	Yarrowia_lipolytica@Seq_3408	144_3407	OG4538
eukaryotic 43S preinitiation complex	Yarrowia_lipolytica@Seq_5722	144_5721	OG1460
eukaryotic 48S preinitiation complex	Yarrowia_lipolytica@Seq_1771	144_1770	OG2461
eukaryotic translation initiation factor 2 complex	Yarrowia_lipolytica@Seq_1176	144_1175	OG1834
eukaryotic translation initiation factor 2 complex	Yarrowia_lipolytica@Seq_1771	144_1770	OG2461
eukaryotic translation initiation factor 2 complex	Yarrowia_lipolytica@Seq_3996	144_3995	OG1776
eukaryotic translation initiation factor 2B complex	Yarrowia_lipolytica@Seq_1771	144_1770	OG2461
eukaryotic translation initiation factor 2B complex	Yarrowia_lipolytica@Seq_1923	144_1922	OG2242
eukaryotic translation initiation factor 2B complex	Yarrowia_lipolytica@Seq_2313	144_2312	OG1623
eukaryotic translation initiation factor 2B complex	Yarrowia_lipolytica@Seq_5438	144_5437	OG2184
eukaryotic translation initiation factor 2B complex	Yarrowia_lipolytica@Seq_705	144_704	OG2964
eukaryotic translation initiation factor 3 complex	Yarrowia_lipolytica@Seq_1070	144_1069	OG5658
eukaryotic translation initiation factor 3 complex	Yarrowia_lipolytica@Seq_1085	144_1084	OG2024
eukaryotic translation initiation factor 3 complex	Yarrowia_lipolytica@Seq_1860	144_1859	OG6025
eukaryotic translation initiation factor 3 complex	Yarrowia_lipolytica@Seq_2452	144_2451	OG2160
eukaryotic translation initiation factor 3 complex	Yarrowia_lipolytica@Seq_2462	144_2461	OG5125
eukaryotic translation initiation factor 3 complex	Yarrowia_lipolytica@Seq_3408	144_3407	OG4538
eukaryotic translation initiation factor 3 complex	Yarrowia_lipolytica@Seq_4197	144_4196	OG5101
eukaryotic translation initiation factor 3 complex	Yarrowia_lipolytica@Seq_5333	144_5332	OG3260
eukaryotic translation initiation factor 3 complex	Yarrowia_lipolytica@Seq_5458	144_5457	OG4370
eukaryotic translation initiation factor 3 complex	Yarrowia_lipolytica@Seq_6058	144_6057	OG2059
eukaryotic translation initiation factor 3 complex, eIF3e	Yarrowia_lipolytica@Seq_404	144_403	OG2491
eukaryotic translation initiation factor 3 complex, eIF3e	Yarrowia_lipolytica@Seq_5921	144_5920	OG33460
eukaryotic translation initiation factor 3 complex, eIF3m	Yarrowia_lipolytica@Seq_3541	144_3540	OG4345
eukaryotic translation initiation factor 3 complex, eIF3m	Yarrowia_lipolytica@Seq_404	144_403	OG2491
eukaryotic translation initiation factor 3 complex, eIF3m	Yarrowia_lipolytica@Seq_5921	144_5920	OG33460
eukaryotic translation initiation factor 4F complex	Yarrowia_lipolytica@Seq_1944	144_1943	OG1669
eukaryotic translation initiation factor 4F complex	Yarrowia_lipolytica@Seq_3467	144_3466	OG1289
eukaryotic translation initiation factor 4F complex	Yarrowia_lipolytica@Seq_800	144_799	OG7310
exocyst	Yarrowia_lipolytica@Seq_1055	144_1054	OG2944
exocyst	Yarrowia_lipolytica@Seq_1933	144_1932	OG3815
exocyst	Yarrowia_lipolytica@Seq_2685	144_2684	OG2239
exocyst	Yarrowia_lipolytica@Seq_2992	144_2991	OG2630
exocyst	Yarrowia_lipolytica@Seq_3858	144_3857	OG3724
exocyst	Yarrowia_lipolytica@Seq_388	144_387	OG3485
exocyst	Yarrowia_lipolytica@Seq_3938	144_3937	OG2638
exocyst	Yarrowia_lipolytica@Seq_5942	144_5941	OG2314
exocyst	Yarrowia_lipolytica@Seq_5955	144_5954	OG3055
exomer complex	Yarrowia_lipolytica@Seq_4574	144_4573	OG1542
exomer complex	Yarrowia_lipolytica@Seq_4776	144_4775	OG2544
exon-exon junction complex	Yarrowia_lipolytica@Seq_2845	144_2844	OG5690
exon-exon junction complex	Yarrowia_lipolytica@Seq_4681	144_4680	OG2306
exosome (RNase complex)	Yarrowia_lipolytica@Seq_1134	144_1133	OG2484
exosome (RNase complex)	Yarrowia_lipolytica@Seq_1702	144_1701	OG3992
exosome (RNase complex)	Yarrowia_lipolytica@Seq_2742	144_2741	OG3312
exosome (RNase complex)	Yarrowia_lipolytica@Seq_3106	144_3105	OG1132
exosome (RNase complex)	Yarrowia_lipolytica@Seq_4862	144_4861	OG20421
exosome (RNase complex)	Yarrowia_lipolytica@Seq_5699	144_5698	OG1817
fatty acid synthase complex	Yarrowia_lipolytica@Seq_2042	144_2041	OG1316
gamma-tubulin complex	Yarrowia_lipolytica@Seq_3580	144_3579	OG23487
gamma-tubulin complex	Yarrowia_lipolytica@Seq_4014	144_4013	OG3303
gamma-tubulin complex	Yarrowia_lipolytica@Seq_4198	144_4197	OG7825
gamma-tubulin complex	Yarrowia_lipolytica@Seq_4824	144_4823	OG3960
gamma-tubulin complex	Yarrowia_lipolytica@Seq_5513	144_5512	OG3014
gamma-tubulin small complex	Yarrowia_lipolytica@Seq_4824	144_4823	OG3960
gamma-tubulin small complex	Yarrowia_lipolytica@Seq_5513	144_5512	OG3014
glutamate-cysteine ligase complex	Yarrowia_lipolytica@Seq_5531	144_5530	OG7228
glutaminase complex	Yarrowia_lipolytica@Seq_5150	144_5149	OG4664
glutamyl-tRNA(Gln) amidotransferase complex	Yarrowia_lipolytica@Seq_5649	144_5648	OG2448
glutathione hydrolase complex	Yarrowia_lipolytica@Seq_4132	144_4131	OG3441
glycine cleavage complex	Yarrowia_lipolytica@Seq_4455	144_4454	OG2227
glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex	Yarrowia_lipolytica@Seq_3282	144_3281	OG5422
glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex	Yarrowia_lipolytica@Seq_4729	144_4728	OG3738
glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex	Yarrowia_lipolytica@Seq_5316	144_5315	OG2136
glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex	Yarrowia_lipolytica@Seq_5351	144_5350	OG2420
glycosylphosphatidylinositol-mannosyltransferase I complex	Yarrowia_lipolytica@Seq_3990	144_3989	OG4057
glycosylphosphatidylinositol-mannosyltransferase I complex	Yarrowia_lipolytica@Seq_5047	144_5046	OG3522
guanyl-nucleotide exchange factor complex	Yarrowia_lipolytica@Seq_705	144_704	OG2964
heterotrimeric G-protein complex	Yarrowia_lipolytica@Seq_1201	144_1200	OG2226
heterotrimeric G-protein complex	Yarrowia_lipolytica@Seq_3577	144_3576	OG3408
heterotrimeric G-protein complex	Yarrowia_lipolytica@Seq_840	144_839	OG18821
high-affinity iron permease complex	Yarrowia_lipolytica@Seq_2209	144_2208	OG19075
high-affinity iron permease complex	Yarrowia_lipolytica@Seq_2622	144_2621	OG1059
high-affinity iron permease complex	Yarrowia_lipolytica@Seq_4087	144_4086	OG1224
high-affinity iron permease complex	Yarrowia_lipolytica@Seq_4636	144_4635	OG1059
high-affinity iron permease complex	Yarrowia_lipolytica@Seq_4834	144_4833	OG1176
histone acetyltransferase complex	Yarrowia_lipolytica@Seq_3082	144_3081	OG2141
histone acetyltransferase complex	Yarrowia_lipolytica@Seq_3574	144_3573	OG2855
histone acetyltransferase complex	Yarrowia_lipolytica@Seq_396	144_395	OG3397
histone acetyltransferase complex	Yarrowia_lipolytica@Seq_4404	144_4403	OG3504
histone deacetylase complex	Yarrowia_lipolytica@Seq_177	144_176	OG18811
histone deacetylase complex	Yarrowia_lipolytica@Seq_434	144_433	OG3482
histone deacetylase complex	Yarrowia_lipolytica@Seq_456	144_455	OG2000
histone deacetylase complex	Yarrowia_lipolytica@Seq_4664	144_4663	OG27583
histone deacetylase complex	Yarrowia_lipolytica@Seq_5971	144_5970	OG4249
histone deacetylase complex	Yarrowia_lipolytica@Seq_658	144_657	OG1453
histone deacetylase complex	Yarrowia_lipolytica@Seq_966	144_965	OG1363
histone methyltransferase complex	Yarrowia_lipolytica@Seq_4034	144_4033	OG4080
histone methyltransferase complex	Yarrowia_lipolytica@Seq_4783	144_4782	OG4049
histone methyltransferase complex	Yarrowia_lipolytica@Seq_5163	144_5162	OG3383
i-AAA complex	Yarrowia_lipolytica@Seq_2192	144_2191	OG2817
