complex type	sequence id	index	ortholog
dehydrodolichyl diphosphate synthase complex	Candida_parapsilosis@Seq_2458	24_2457	OG3837
delta DNA polymerase complex	Candida_parapsilosis@Seq_1524	24_1523	OG5752
delta DNA polymerase complex	Candida_parapsilosis@Seq_4069	24_4068	OG1987
delta DNA polymerase complex	Candida_parapsilosis@Seq_865	24_864	OG2592
dolichyl-phosphate-mannose-protein mannosyltransferase Pmt1p-Pmt2p dimer complex	Candida_parapsilosis@Seq_224	24_223	OG1166
dolichyl-phosphate-mannose-protein mannosyltransferase Pmt1p-Pmt2p dimer complex	Candida_parapsilosis@Seq_4623	24_4622	OG1053
dolichyl-phosphate-mannose-protein mannosyltransferase Pmt1p-Pmt3p dimer complex	Candida_parapsilosis@Seq_224	24_223	OG1166
dolichyl-phosphate-mannose-protein mannosyltransferase Pmt4p homodimer complex	Candida_parapsilosis@Seq_1614	24_1613	OG1479
dolichyl-phosphate-mannose-protein mannosyltransferase Pmt5p-Pmt2p dimer complex	Candida_parapsilosis@Seq_4623	24_4622	OG1053
dynactin complex	Candida_parapsilosis@Seq_1610	24_1609	OG5040
dynactin complex	Candida_parapsilosis@Seq_2600	24_2599	OG5817
dynactin complex	Candida_parapsilosis@Seq_3258	24_3257	OG4804
dynactin complex	Candida_parapsilosis@Seq_3511	24_3510	OG4288
eRF1 methyltransferase complex	Candida_parapsilosis@Seq_3568	24_3567	OG3519
eRF1 methyltransferase complex	Candida_parapsilosis@Seq_670	24_669	OG3486
eisosome filament	Candida_parapsilosis@Seq_94	24_93	OG1591
elongin complex	Candida_parapsilosis@Seq_3078	24_3077	OG3237
elongin complex	Candida_parapsilosis@Seq_3444	24_3443	OG4956
endoplasmic reticulum palmitoyltransferase complex	Candida_parapsilosis@Seq_2903	24_2902	OG4712
endoplasmic reticulum palmitoyltransferase complex	Candida_parapsilosis@Seq_4103	24_4102	OG2812
epsilon DNA polymerase complex	Candida_parapsilosis@Seq_1580	24_1579	OG1863
epsilon DNA polymerase complex	Candida_parapsilosis@Seq_2880	24_2879	OG2814
epsilon DNA polymerase complex	Candida_parapsilosis@Seq_483	24_482	OG1737
epsilon DNA polymerase complex	Candida_parapsilosis@Seq_937	24_936	OG3176
eukaryotic 43S preinitiation complex	Candida_parapsilosis@Seq_1581	24_1580	OG2927
eukaryotic 43S preinitiation complex	Candida_parapsilosis@Seq_1855	24_1854	OG2160
eukaryotic 43S preinitiation complex	Candida_parapsilosis@Seq_1888	24_1887	OG3770
eukaryotic 43S preinitiation complex	Candida_parapsilosis@Seq_2168	24_2167	OG1460
eukaryotic 43S preinitiation complex	Candida_parapsilosis@Seq_3490	24_3489	OG4345
eukaryotic 43S preinitiation complex	Candida_parapsilosis@Seq_3649	24_3648	OG1834
eukaryotic 43S preinitiation complex	Candida_parapsilosis@Seq_376	24_375	OG2491
eukaryotic 43S preinitiation complex	Candida_parapsilosis@Seq_4166	24_4165	OG2024
eukaryotic 43S preinitiation complex	Candida_parapsilosis@Seq_5042	24_5041	OG1776
eukaryotic 43S preinitiation complex	Candida_parapsilosis@Seq_979	24_978	OG2109
eukaryotic 43S preinitiation complex	Candida_parapsilosis@Seq_986	24_985	OG2951
eukaryotic 48S preinitiation complex	Candida_parapsilosis@Seq_1581	24_1580	OG2927
eukaryotic 48S preinitiation complex	Candida_parapsilosis@Seq_1855	24_1854	OG2160
eukaryotic 48S preinitiation complex	Candida_parapsilosis@Seq_4370	24_4369	OG1770
eukaryotic 48S preinitiation complex	Candida_parapsilosis@Seq_4596	24_4595	OG1985
eukaryotic 48S preinitiation complex	Candida_parapsilosis@Seq_4763	24_4762	OG2461
eukaryotic 48S preinitiation complex	Candida_parapsilosis@Seq_5042	24_5041	OG1776
eukaryotic translation elongation factor 1 complex	Candida_parapsilosis@Seq_316	24_315	OG2124
eukaryotic translation elongation factor 1 complex	Candida_parapsilosis@Seq_3522	24_3521	OG2085
eukaryotic translation elongation factor 1 complex	Candida_parapsilosis@Seq_5179	24_5178	OG1213
eukaryotic translation initiation factor 2 complex	Candida_parapsilosis@Seq_3649	24_3648	OG1834
eukaryotic translation initiation factor 2 complex	Candida_parapsilosis@Seq_4763	24_4762	OG2461
eukaryotic translation initiation factor 2 complex	Candida_parapsilosis@Seq_5042	24_5041	OG1776
eukaryotic translation initiation factor 2B complex	Candida_parapsilosis@Seq_2111	24_2110	OG1623
eukaryotic translation initiation factor 2B complex	Candida_parapsilosis@Seq_2377	24_2376	OG2964
eukaryotic translation initiation factor 2B complex	Candida_parapsilosis@Seq_4690	24_4689	OG2184
eukaryotic translation initiation factor 2B complex	Candida_parapsilosis@Seq_4783	24_4782	OG2242
eukaryotic translation initiation factor 2B complex	Candida_parapsilosis@Seq_500	24_499	OG3783
eukaryotic translation initiation factor 3 complex	Candida_parapsilosis@Seq_1336	24_1335	OG3260
eukaryotic translation initiation factor 3 complex	Candida_parapsilosis@Seq_1855	24_1854	OG2160
eukaryotic translation initiation factor 3 complex	Candida_parapsilosis@Seq_1888	24_1887	OG3770
eukaryotic translation initiation factor 3 complex	Candida_parapsilosis@Seq_3490	24_3489	OG4345
eukaryotic translation initiation factor 3 complex	Candida_parapsilosis@Seq_376	24_375	OG2491
eukaryotic translation initiation factor 3 complex	Candida_parapsilosis@Seq_4166	24_4165	OG2024
eukaryotic translation initiation factor 3 complex	Candida_parapsilosis@Seq_746	24_745	OG2059
eukaryotic translation initiation factor 3 complex	Candida_parapsilosis@Seq_979	24_978	OG2109
eukaryotic translation initiation factor 3 complex	Candida_parapsilosis@Seq_986	24_985	OG2951
eukaryotic translation initiation factor 3 complex, eIF3e	Candida_parapsilosis@Seq_1855	24_1854	OG2160
eukaryotic translation initiation factor 3 complex, eIF3e	Candida_parapsilosis@Seq_3490	24_3489	OG4345
eukaryotic translation initiation factor 3 complex, eIF3e	Candida_parapsilosis@Seq_376	24_375	OG2491
eukaryotic translation initiation factor 3 complex, eIF3e	Candida_parapsilosis@Seq_4166	24_4165	OG2024
eukaryotic translation initiation factor 3 complex, eIF3e	Candida_parapsilosis@Seq_979	24_978	OG2109
eukaryotic translation initiation factor 3 complex, eIF3e	Candida_parapsilosis@Seq_986	24_985	OG2951
eukaryotic translation initiation factor 3 complex, eIF3m	Candida_parapsilosis@Seq_1855	24_1854	OG2160
eukaryotic translation initiation factor 3 complex, eIF3m	Candida_parapsilosis@Seq_3490	24_3489	OG4345
eukaryotic translation initiation factor 3 complex, eIF3m	Candida_parapsilosis@Seq_376	24_375	OG2491
eukaryotic translation initiation factor 3 complex, eIF3m	Candida_parapsilosis@Seq_4166	24_4165	OG2024
eukaryotic translation initiation factor 3 complex, eIF3m	Candida_parapsilosis@Seq_979	24_978	OG2109
eukaryotic translation initiation factor 3 complex, eIF3m	Candida_parapsilosis@Seq_986	24_985	OG2951
eukaryotic translation initiation factor 4F complex	Candida_parapsilosis@Seq_1209	24_1208	OG1289
eukaryotic translation initiation factor 4F complex	Candida_parapsilosis@Seq_3229	24_3228	OG1669
eukaryotic translation initiation factor 4F complex	Candida_parapsilosis@Seq_3551	24_3550	OG1009
exocyst	Candida_parapsilosis@Seq_1468	24_1467	OG2630
exocyst	Candida_parapsilosis@Seq_1768	24_1767	OG3815
exocyst	Candida_parapsilosis@Seq_2141	24_2140	OG3055
exocyst	Candida_parapsilosis@Seq_2223	24_2222	OG2314
exocyst	Candida_parapsilosis@Seq_3341	24_3340	OG2944
exocyst	Candida_parapsilosis@Seq_3369	24_3368	OG2239
exocyst	Candida_parapsilosis@Seq_464	24_463	OG3724
exocyst	Candida_parapsilosis@Seq_4896	24_4895	OG3485
exomer complex	Candida_parapsilosis@Seq_4409	24_4408	OG1542
exomer complex	Candida_parapsilosis@Seq_4810	24_4809	OG2544
exosome (RNase complex)	Candida_parapsilosis@Seq_1057	24_1056	OG2144
exosome (RNase complex)	Candida_parapsilosis@Seq_1378	24_1377	OG3522
exosome (RNase complex)	Candida_parapsilosis@Seq_1932	24_1931	OG1817
exosome (RNase complex)	Candida_parapsilosis@Seq_3351	24_3350	OG1886
exosome (RNase complex)	Candida_parapsilosis@Seq_3426	24_3425	OG3117
exosome (RNase complex)	Candida_parapsilosis@Seq_3988	24_3987	OG2066
exosome (RNase complex)	Candida_parapsilosis@Seq_5093	24_5092	OG3312
exosome (RNase complex)	Candida_parapsilosis@Seq_5200	24_5199	OG2484
exosome (RNase complex)	Candida_parapsilosis@Seq_5208	24_5207	OG2886
fatty acid synthase complex	Candida_parapsilosis@Seq_2240	24_2239	OG1522
fatty acid synthase complex	Candida_parapsilosis@Seq_3767	24_3766	OG1463
filamentous actin	Candida_parapsilosis@Seq_681	24_680	OG1238
gamma DNA polymerase complex	Candida_parapsilosis@Seq_2723	24_2722	OG1982
gamma-tubulin complex	Candida_parapsilosis@Seq_1975	24_1974	OG3303
gamma-tubulin complex	Candida_parapsilosis@Seq_5036	24_5035	OG3014
gamma-tubulin small complex, spindle pole body	Candida_parapsilosis@Seq_1975	24_1974	OG3303
gamma-tubulin small complex, spindle pole body	Candida_parapsilosis@Seq_202	24_201	OG1899
gamma-tubulin small complex, spindle pole body	Candida_parapsilosis@Seq_5036	24_5035	OG3014
glucosidase II complex	Candida_parapsilosis@Seq_2843	24_2842	OG2467
glucosidase II complex	Candida_parapsilosis@Seq_559	24_558	OG1624
glutaminase complex	Candida_parapsilosis@Seq_4734	24_4733	OG1504
glutaminase complex	Candida_parapsilosis@Seq_4825	24_4824	OG4112
glutamyl-tRNA(Gln) amidotransferase complex	Candida_parapsilosis@Seq_2063	24_2062	OG2448
glutamyl-tRNA(Gln) amidotransferase complex	Candida_parapsilosis@Seq_2310	24_2309	OG2104
glutathione hydrolase complex	Candida_parapsilosis@Seq_1827	24_1826	OG3441
glutathione hydrolase complex	Candida_parapsilosis@Seq_4134	24_4133	OG1784
glutathione synthase complex	Candida_parapsilosis@Seq_2724	24_2723	OG2031
glycerol-3-phosphate dehydrogenase complex	Candida_parapsilosis@Seq_1011	24_1010	OG1137
glycerol-3-phosphate dehydrogenase complex	Candida_parapsilosis@Seq_4243	24_4242	OG3100
glycerol-3-phosphate dehydrogenase complex	Candida_parapsilosis@Seq_4420	24_4419	OG1137
glycine cleavage complex	Candida_parapsilosis@Seq_2449	24_2448	OG1629
glycine cleavage complex	Candida_parapsilosis@Seq_4481	24_4480	OG3429
glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex	Candida_parapsilosis@Seq_2552	24_2551	OG3738
glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex	Candida_parapsilosis@Seq_2710	24_2709	OG2420
glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex	Candida_parapsilosis@Seq_4836	24_4835	OG3851
glycosylphosphatidylinositol-mannosyltransferase I complex	Candida_parapsilosis@Seq_1378	24_1377	OG3522
glycosylphosphatidylinositol-mannosyltransferase I complex	Candida_parapsilosis@Seq_2641	24_2640	OG4057
guanyl-nucleotide exchange factor complex	Candida_parapsilosis@Seq_1978	24_1977	OG6212
guanyl-nucleotide exchange factor complex	Candida_parapsilosis@Seq_2111	24_2110	OG1623
guanyl-nucleotide exchange factor complex	Candida_parapsilosis@Seq_2377	24_2376	OG2964
guanyl-nucleotide exchange factor complex	Candida_parapsilosis@Seq_4690	24_4689	OG2184
guanyl-nucleotide exchange factor complex	Candida_parapsilosis@Seq_4783	24_4782	OG2242
guanyl-nucleotide exchange factor complex	Candida_parapsilosis@Seq_500	24_499	OG3783
guanyl-nucleotide exchange factor complex	Candida_parapsilosis@Seq_810	24_809	OG5902
heterotrimeric G-protein complex	Candida_parapsilosis@Seq_1044	24_1043	OG2226
heterotrimeric G-protein complex	Candida_parapsilosis@Seq_1733	24_1732	OG2995
heterotrimeric G-protein complex	Candida_parapsilosis@Seq_2100	24_2099	OG3408
heterotrimeric G-protein complex	Candida_parapsilosis@Seq_2502	24_2501	OG2926
high-affinity iron permease complex	Candida_parapsilosis@Seq_1354	24_1353	OG1059
high-affinity iron permease complex	Candida_parapsilosis@Seq_2482	24_2481	OG1176
high-affinity iron permease complex	Candida_parapsilosis@Seq_3473	24_3472	OG1224
high-affinity iron permease complex	Candida_parapsilosis@Seq_4606	24_4605	OG1176
high-affinity iron permease complex	Candida_parapsilosis@Seq_5240	24_5239	OG1224
histone acetyltransferase complex	Candida_parapsilosis@Seq_2930	24_2929	OG3397
histone acetyltransferase complex	Candida_parapsilosis@Seq_3364	24_3363	OG1168
histone acetyltransferase complex	Candida_parapsilosis@Seq_5094	24_5093	OG2300
histone deacetylase complex	Candida_parapsilosis@Seq_1071	24_1070	OG1363
histone deacetylase complex	Candida_parapsilosis@Seq_187	24_186	OG2524
histone deacetylase complex	Candida_parapsilosis@Seq_2252	24_2251	OG4049
histone deacetylase complex	Candida_parapsilosis@Seq_232	24_231	OG3697
histone deacetylase complex	Candida_parapsilosis@Seq_2605	24_2604	OG2728
hyphal tip polarisome	Candida_parapsilosis@Seq_1458	24_1457	OG3622
hyphal tip polarisome	Candida_parapsilosis@Seq_2842	24_2841	OG1409
hyphal tip polarisome	Candida_parapsilosis@Seq_844	24_843	OG4313
i-AAA complex	Candida_parapsilosis@Seq_1984	24_1983	OG5239
i-AAA complex	Candida_parapsilosis@Seq_3739	24_3738	OG1618
i-AAA complex	Candida_parapsilosis@Seq_4892	24_4891	OG2817
inositol phosphoceramide synthase complex	Candida_parapsilosis@Seq_3471	24_3470	OG4259
inositol phosphoceramide synthase complex	Candida_parapsilosis@Seq_5104	24_5103	OG1242
kinesin complex	Candida_parapsilosis@Seq_4538	24_4537	OG1583
large ribosomal subunit	Candida_parapsilosis@Seq_2518	24_2517	OG4638
large ribosomal subunit	Candida_parapsilosis@Seq_3041	24_3040	OG2452
large ribosomal subunit	Candida_parapsilosis@Seq_4406	24_4405	OG3022
luminal surveillance complex	Candida_parapsilosis@Seq_1478	24_1477	OG5840
luminal surveillance complex	Candida_parapsilosis@Seq_5190	24_5189	OG2998
luminal surveillance complex	Candida_parapsilosis@Seq_839	24_838	OG1002
m-AAA complex	Candida_parapsilosis@Seq_1857	24_1856	OG1047
m-AAA complex	Candida_parapsilosis@Seq_237	24_236	OG1047
mRNA cap binding complex	Candida_parapsilosis@Seq_3680	24_3679	OG3584
mRNA cap methyltransferase complex	Candida_parapsilosis@Seq_1013	24_1012	OG3247
mRNA cap methyltransferase complex	Candida_parapsilosis@Seq_4652	24_4651	OG3000
mRNA cleavage and polyadenylation specificity factor complex	Candida_parapsilosis@Seq_1182	24_1181	OG1066
mRNA cleavage and polyadenylation specificity factor complex	Candida_parapsilosis@Seq_1450	24_1449	OG5129
mRNA cleavage and polyadenylation specificity factor complex	Candida_parapsilosis@Seq_2068	24_2067	OG2081
mRNA cleavage and polyadenylation specificity factor complex	Candida_parapsilosis@Seq_226	24_225	OG3590
mRNA cleavage and polyadenylation specificity factor complex	Candida_parapsilosis@Seq_2654	24_2653	OG2154
mRNA cleavage and polyadenylation specificity factor complex	Candida_parapsilosis@Seq_2836	24_2835	OG3326
mRNA cleavage and polyadenylation specificity factor complex	Candida_parapsilosis@Seq_3454	24_3453	OG2407
mRNA cleavage and polyadenylation specificity factor complex	Candida_parapsilosis@Seq_3485	24_3484	OG2027
mRNA cleavage and polyadenylation specificity factor complex	Candida_parapsilosis@Seq_402	24_401	OG3795
mRNA cleavage and polyadenylation specificity factor complex	Candida_parapsilosis@Seq_4298	24_4297	OG2073
mRNA cleavage and polyadenylation specificity factor complex	Candida_parapsilosis@Seq_619	24_618	OG1609
mRNA cleavage and polyadenylation specificity factor complex	Candida_parapsilosis@Seq_774	24_773	OG1452
mRNA cleavage and polyadenylation specificity factor complex	Candida_parapsilosis@Seq_954	24_953	OG2143
mRNA cleavage factor complex	Candida_parapsilosis@Seq_1303	24_1302	OG2490
mRNA cleavage factor complex	Candida_parapsilosis@Seq_3304	24_3303	OG2827
mRNA cleavage factor complex	Candida_parapsilosis@Seq_4371	24_4370	OG2298
mRNA cleavage factor complex	Candida_parapsilosis@Seq_5121	24_5120	OG2033
mRNA cleavage factor complex	Candida_parapsilosis@Seq_853	24_852	OG1853
mannosyltransferase complex	Candida_parapsilosis@Seq_3565	24_3564	OG5046
mediator complex	Candida_parapsilosis@Seq_1048	24_1047	OG2663
mediator complex	Candida_parapsilosis@Seq_1144	24_1143	OG4190
mediator complex	Candida_parapsilosis@Seq_1675	24_1674	OG2898
mediator complex	Candida_parapsilosis@Seq_1753	24_1752	OG1464
mediator complex	Candida_parapsilosis@Seq_2561	24_2560	OG35606
mediator complex	Candida_parapsilosis@Seq_2640	24_2639	OG3199
mediator complex	Candida_parapsilosis@Seq_2692	24_2691	OG3344
mediator complex	Candida_parapsilosis@Seq_3040	24_3039	OG6117
mediator complex	Candida_parapsilosis@Seq_3083	24_3082	OG4058
mediator complex	Candida_parapsilosis@Seq_3411	24_3410	OG1084
mediator complex	Candida_parapsilosis@Seq_3525	24_3524	OG5896
mediator complex	Candida_parapsilosis@Seq_3956	24_3955	OG5396
mediator complex	Candida_parapsilosis@Seq_4251	24_4250	OG3439
mediator complex	Candida_parapsilosis@Seq_4331	24_4330	OG1796
mediator complex	Candida_parapsilosis@Seq_4659	24_4658	OG1202
mediator complex	Candida_parapsilosis@Seq_5221	24_5220	OG3163
mediator complex	Candida_parapsilosis@Seq_66	24_65	OG3321
mediator complex	Candida_parapsilosis@Seq_867	24_866	OG2706
mediator complex	Candida_parapsilosis@Seq_906	24_905	OG4683
mediator complex	Candida_parapsilosis@Seq_926	24_925	OG2138
mediator complex	Candida_parapsilosis@Seq_933	24_932	OG2342
mediator complex	Candida_parapsilosis@Seq_988	24_987	OG3698
meiotic septin complex	Candida_parapsilosis@Seq_5021	24_5020	OG2015
methionyl glutamyl tRNA synthetase complex	Candida_parapsilosis@Seq_102	24_101	OG1512
methionyl glutamyl tRNA synthetase complex	Candida_parapsilosis@Seq_2620	24_2619	OG1706
methionyl glutamyl tRNA synthetase complex	Candida_parapsilosis@Seq_2659	24_2658	OG1117
microtubule associated complex	Candida_parapsilosis@Seq_1208	24_1207	OG7243
microtubule associated complex	Candida_parapsilosis@Seq_2865	24_2864	OG3819
microtubule associated complex	Candida_parapsilosis@Seq_3232	24_3231	OG2729
microtubule associated complex	Candida_parapsilosis@Seq_4144	24_4143	OG1173
mitochondrial DNA-directed RNA polymerase complex	Candida_parapsilosis@Seq_1646	24_1645	OG3234
mitochondrial DNA-directed RNA polymerase complex	Candida_parapsilosis@Seq_4484	24_4483	OG2077
mitochondrial degradosome	Candida_parapsilosis@Seq_3275	24_3274	OG3752
mitochondrial degradosome	Candida_parapsilosis@Seq_3566	24_3565	OG3992
mitochondrial inner membrane peptidase complex	Candida_parapsilosis@Seq_131	24_130	OG2840
mitochondrial inner membrane peptidase complex	Candida_parapsilosis@Seq_2613	24_2612	OG1519
mitochondrial inner membrane peptidase complex	Candida_parapsilosis@Seq_5027	24_5026	OG3201
mitochondrial intermembrane space protein transporter complex	Candida_parapsilosis@Seq_1367	24_1366	OG4142
mitochondrial intermembrane space protein transporter complex	Candida_parapsilosis@Seq_1664	24_1663	OG4157
mitochondrial intermembrane space protein transporter complex	Candida_parapsilosis@Seq_2323	24_2322	OG4297
mitochondrial intermembrane space protein transporter complex	Candida_parapsilosis@Seq_5144	24_5143	OG1382
mitochondrial iron-sulfur cluster assembly complex	Candida_parapsilosis@Seq_3949	24_3948	OG1136
mitochondrial isocitrate dehydrogenase complex (NAD+)	Candida_parapsilosis@Seq_3335	24_3334	OG2677
mitochondrial isocitrate dehydrogenase complex (NAD+)	Candida_parapsilosis@Seq_547	24_546	OG1786
mitochondrial large ribosomal subunit	Candida_parapsilosis@Seq_1042	24_1041	OG3782
mitochondrial large ribosomal subunit	Candida_parapsilosis@Seq_1099	24_1098	OG3912
mitochondrial large ribosomal subunit	Candida_parapsilosis@Seq_1112	24_1111	OG3608
mitochondrial large ribosomal subunit	Candida_parapsilosis@Seq_118	24_117	OG3841
mitochondrial large ribosomal subunit	Candida_parapsilosis@Seq_1277	24_1276	OG2890
mitochondrial large ribosomal subunit	Candida_parapsilosis@Seq_1295	24_1294	OG3943
mitochondrial large ribosomal subunit	Candida_parapsilosis@Seq_1432	24_1431	OG7105
mitochondrial large ribosomal subunit	Candida_parapsilosis@Seq_1553	24_1552	OG1386
mitochondrial large ribosomal subunit	Candida_parapsilosis@Seq_1876	24_1875	OG2662
mitochondrial large ribosomal subunit	Candida_parapsilosis@Seq_2032	24_2031	OG3927
mitochondrial large ribosomal subunit	Candida_parapsilosis@Seq_2066	24_2065	OG3392
mitochondrial large ribosomal subunit	Candida_parapsilosis@Seq_2191	24_2190	OG3015
mitochondrial large ribosomal subunit	Candida_parapsilosis@Seq_2214	24_2213	OG2131
mitochondrial large ribosomal subunit	Candida_parapsilosis@Seq_2238	24_2237	OG3720
mitochondrial large ribosomal subunit	Candida_parapsilosis@Seq_2391	24_2390	OG3222
mitochondrial large ribosomal subunit	Candida_parapsilosis@Seq_2419	24_2418	OG2447
mitochondrial large ribosomal subunit	Candida_parapsilosis@Seq_2488	24_2487	OG2399
mitochondrial large ribosomal subunit	Candida_parapsilosis@Seq_2853	24_2852	OG2408
mitochondrial large ribosomal subunit	Candida_parapsilosis@Seq_2908	24_2907	OG3496
mitochondrial large ribosomal subunit	Candida_parapsilosis@Seq_3228	24_3227	OG2383
mitochondrial large ribosomal subunit	Candida_parapsilosis@Seq_3241	24_3240	OG2496
mitochondrial large ribosomal subunit	Candida_parapsilosis@Seq_3261	24_3260	OG5381
mitochondrial large ribosomal subunit	Candida_parapsilosis@Seq_3435	24_3434	OG1956
mitochondrial large ribosomal subunit	Candida_parapsilosis@Seq_3515	24_3514	OG3579
mitochondrial large ribosomal subunit	Candida_parapsilosis@Seq_3516	24_3515	OG6797
mitochondrial large ribosomal subunit	Candida_parapsilosis@Seq_3543	24_3542	OG2773
mitochondrial large ribosomal subunit	Candida_parapsilosis@Seq_3712	24_3711	OG4029
mitochondrial large ribosomal subunit	Candida_parapsilosis@Seq_411	24_410	OG3612
mitochondrial large ribosomal subunit	Candida_parapsilosis@Seq_4117	24_4116	OG5418
mitochondrial large ribosomal subunit	Candida_parapsilosis@Seq_4216	24_4215	OG1895
mitochondrial large ribosomal subunit	Candida_parapsilosis@Seq_4304	24_4303	OG3184
mitochondrial large ribosomal subunit	Candida_parapsilosis@Seq_4396	24_4395	OG3085
mitochondrial large ribosomal subunit	Candida_parapsilosis@Seq_4403	24_4402	OG3335
mitochondrial large ribosomal subunit	Candida_parapsilosis@Seq_4645	24_4644	OG2764
mitochondrial large ribosomal subunit	Candida_parapsilosis@Seq_4699	24_4698	OG3726
mitochondrial large ribosomal subunit	Candida_parapsilosis@Seq_4777	24_4776	OG3111
mitochondrial large ribosomal subunit	Candida_parapsilosis@Seq_4845	24_4844	OG4363
mitochondrial large ribosomal subunit	Candida_parapsilosis@Seq_4970	24_4969	OG1161
mitochondrial large ribosomal subunit	Candida_parapsilosis@Seq_5	24_4	OG2606
mitochondrial large ribosomal subunit	Candida_parapsilosis@Seq_502	24_501	OG4052
mitochondrial large ribosomal subunit	Candida_parapsilosis@Seq_5151	24_5150	OG3140
mitochondrial large ribosomal subunit	Candida_parapsilosis@Seq_7	24_6	OG3339
mitochondrial large ribosomal subunit	Candida_parapsilosis@Seq_834	24_833	OG3364
mitochondrial large ribosomal subunit	Candida_parapsilosis@Seq_937	24_936	OG3176
mitochondrial outer membrane translocase complex	Candida_parapsilosis@Seq_1548	24_1547	OG1441
mitochondrial outer membrane translocase complex	Candida_parapsilosis@Seq_1833	24_1832	OG3798
mitochondrial outer membrane translocase complex	Candida_parapsilosis@Seq_2750	24_2749	OG5058
mitochondrial outer membrane translocase complex	Candida_parapsilosis@Seq_4181	24_4180	OG2206
mitochondrial oxoglutarate dehydrogenase complex	Candida_parapsilosis@Seq_2449	24_2448	OG1629
mitochondrial oxoglutarate dehydrogenase complex	Candida_parapsilosis@Seq_3021	24_3020	OG1924
mitochondrial oxoglutarate dehydrogenase complex	Candida_parapsilosis@Seq_3112	24_3111	OG5223
mitochondrial oxoglutarate dehydrogenase complex	Candida_parapsilosis@Seq_503	24_502	OG1585
mitochondrial processing peptidase complex	Candida_parapsilosis@Seq_290	24_289	OG2540
mitochondrial processing peptidase complex	Candida_parapsilosis@Seq_4231	24_4230	OG1608
mitochondrial proton-transporting ATP synthase complex	Candida_parapsilosis@Seq_1395	24_1394	OG4198
mitochondrial proton-transporting ATP synthase complex, catalytic core F(1)	Candida_parapsilosis@Seq_3306	24_3305	OG2267
mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)	Candida_parapsilosis@Seq_1043	24_1042	OG3794
mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)	Candida_parapsilosis@Seq_1395	24_1394	OG4198
mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)	Candida_parapsilosis@Seq_1997	24_1996	OG3378
mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)	Candida_parapsilosis@Seq_3329	24_3328	OG2671
mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)	Candida_parapsilosis@Seq_3557	24_3556	OG4243
mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)	Candida_parapsilosis@Seq_964	24_963	OG3958
mitochondrial proton-transporting ATP synthase, catalytic core	Candida_parapsilosis@Seq_4762	24_4761	OG1802
mitochondrial proton-transporting ATP synthase, catalytic core	Candida_parapsilosis@Seq_5165	24_5164	OG1533
mitochondrial proton-transporting ATP synthase, central stalk	Candida_parapsilosis@Seq_2531	24_2530	OG2644
mitochondrial proton-transporting ATP synthase, central stalk	Candida_parapsilosis@Seq_4428	24_4427	OG2402
mitochondrial proton-transporting ATP synthase, stator stalk	Candida_parapsilosis@Seq_1529	24_1528	OG3747
mitochondrial proton-transporting ATP synthase, stator stalk	Candida_parapsilosis@Seq_1648	24_1647	OG2132
mitochondrial proton-transporting ATP synthase, stator stalk	Candida_parapsilosis@Seq_3019	24_3018	OG2701
mitochondrial pyruvate dehydrogenase complex	Candida_parapsilosis@Seq_1547	24_1546	OG1959
mitochondrial pyruvate dehydrogenase complex	Candida_parapsilosis@Seq_2294	24_2293	OG3294
mitochondrial pyruvate dehydrogenase complex	Candida_parapsilosis@Seq_2449	24_2448	OG1629
mitochondrial pyruvate dehydrogenase complex	Candida_parapsilosis@Seq_3893	24_3892	OG2071
mitochondrial pyruvate dehydrogenase complex	Candida_parapsilosis@Seq_923	24_922	OG2807
mitochondrial respiratory chain complex I	Candida_parapsilosis@Seq_3560	24_3559	OG4785
mitochondrial respiratory chain complex I	Candida_parapsilosis@Seq_3777	24_3776	OG4487
mitochondrial respiratory chain complex I	Candida_parapsilosis@Seq_385	24_384	OG5131
mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)	Candida_parapsilosis@Seq_1282	24_1281	OG1275
mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)	Candida_parapsilosis@Seq_4436	24_4435	OG2704
mitochondrial respiratory chain complex III	Candida_parapsilosis@Seq_1677	24_1676	OG4744
mitochondrial respiratory chain complex III	Candida_parapsilosis@Seq_3008	24_3007	OG1601
mitochondrial respiratory chain complex III	Candida_parapsilosis@Seq_355	24_354	OG2610
mitochondrial respiratory chain complex III	Candida_parapsilosis@Seq_3700	24_3699	OG4552
mitochondrial respiratory chain complex III	Candida_parapsilosis@Seq_4808	24_4807	OG4352
mitochondrial respiratory chain complex III	Candida_parapsilosis@Seq_823	24_822	OG2006
mitochondrial respiratory chain complex III	Candida_parapsilosis@Seq_865	24_864	OG2592
mitochondrial respiratory chain complex III	Candida_parapsilosis@Seq_881	24_880	OG2248
