ID	NAME	EQUATION	EC-NUMBER	GENE ASSOCIATION	LOWER BOUND	UPPER BOUND	OBJECTIVE	COMPARTMENT	MIRIAM	SUBSYSTEM
R02565	p-cumic alcohol:NAD+ oxidoreductase	H2O[s] + NAD+[s] + Betaine aldehyde[s] <=> NADH[s] + 2 H+[s] + Betaine[s]	ec-code/1.2.1.8	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-10.9-mRNA-1_1 or augustus_masked-NODE_18_length_280325_cov_26.708_ID_35-processed-gene-1.68-mRNA-1_1 or augustus_masked-NODE_8_length_386848_cov_31.3559_ID_15-processed-gene-2.33-mRNA-1_1 or augustus_masked-NODE_8_length_386848_cov_31.3559_ID_15-processed-gene-1.6-mRNA-1_1 or augustus_masked-NODE_8_length_386848_cov_31.3559_ID_15-processed-gene-1.36-mRNA-1_1 or augustus_masked-NODE_38_length_115891_cov_36.554_ID_75-processed-gene-0.7-mRNA-1_1 or augustus_masked-NODE_28_length_204468_cov_32.9351_ID_55-processed-gene-0.108-mRNA-1_1 or augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-2.54-mRNA-1_1 or augustus_masked-NODE_4_length_497818_cov_28.3057_ID_7-processed-gene-1.9-mRNA-1_1 or augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-4.22-mRNA-1_1	-1000	1000			kegg.reaction/R02565;kegg.pathway/rn00260;kegg.module/M00555;kegg.orthology/K00130;rhea/15308	Glycine, serine and threonine metabolism
R02566	p-Cumic alcohol:NADP+ oxidoreductase	H2O[s] + NADP+[s] + Betaine aldehyde[s] <=> NADPH[s] + 2 H+[s] + Betaine[s]	ec-code/1.2.1.8	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-10.9-mRNA-1_1 or augustus_masked-NODE_18_length_280325_cov_26.708_ID_35-processed-gene-1.68-mRNA-1_1 or augustus_masked-NODE_8_length_386848_cov_31.3559_ID_15-processed-gene-2.33-mRNA-1_1 or augustus_masked-NODE_8_length_386848_cov_31.3559_ID_15-processed-gene-1.6-mRNA-1_1 or augustus_masked-NODE_8_length_386848_cov_31.3559_ID_15-processed-gene-1.36-mRNA-1_1 or augustus_masked-NODE_38_length_115891_cov_36.554_ID_75-processed-gene-0.7-mRNA-1_1 or augustus_masked-NODE_28_length_204468_cov_32.9351_ID_55-processed-gene-0.108-mRNA-1_1 or augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-2.54-mRNA-1_1 or augustus_masked-NODE_4_length_497818_cov_28.3057_ID_7-processed-gene-1.9-mRNA-1_1 or augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-4.22-mRNA-1_1	-1000	1000			kegg.reaction/R02566;kegg.pathway/rn00260;kegg.module/M00555;kegg.orthology/K00130;rhea/30070	Glycine, serine and threonine metabolism
R02568	D-fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase	D-Fructose 1-phosphate[s] <=> Glycerone phosphate[s] + D-Glyceraldehyde[s]	ec-code/4.1.2.13	augustus_masked-NODE_12_length_347462_cov_28.1594_ID_23-processed-gene-1.52-mRNA-1_1 or maker-NODE_11_length_349578_cov_28.2102_ID_21-augustus-gene-0.119-mRNA-1_1	-1000	1000			kegg.reaction/R02568;kegg.pathway/rn00051;kegg.orthology/K01624;rhea/30854	Fructose and mannose metabolism
R02569	acetyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-acetyltransferase	Acetyl-CoA[s] + Enzyme N6-(dihydrolipoyl)lysine[s] <=> CoA[s] + [Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine[s]	ec-code/2.3.1.12	maker-NODE_1_length_1866239_cov_27.8708_ID_1-augustus-gene-1.52-mRNA-1_1	-1000	1000			kegg.reaction/R02569;kegg.pathway/rn00010;kegg.pathway/rn00020;kegg.pathway/rn00620;kegg.orthology/K00627;rhea/17020	Glycolysis / Gluconeogenesis;Citrate cycle (TCA cycle);Pyruvate metabolism
R02570	succinyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-succinyltransferase	Succinyl-CoA[s] + Enzyme N6-(dihydrolipoyl)lysine[s] <=> CoA[s] + [Dihydrolipoyllysine-residue succinyltransferase] S-succinyldihydrolipoyllysine[s]	ec-code/2.3.1.61	augustus_masked-NODE_30_length_172163_cov_26.6541_ID_59-processed-gene-0.60-mRNA-1_1	-1000	1000			kegg.reaction/R02570;kegg.pathway/rn00020;kegg.module/M00009;kegg.orthology/K00658;rhea/15216	Citrate cycle (TCA cycle)
R02571	Glutaryl-CoA:dihydrolipoamide S-succinyltransferase	Glutaryl-CoA[s] + Enzyme N6-(dihydrolipoyl)lysine[s] <=> CoA[s] + [Dihydrolipoyllysine-residue succinyltransferase] S-glutaryldihydrolipoyllysine[s]	ec-code/2.3.1.61	augustus_masked-NODE_30_length_172163_cov_26.6541_ID_59-processed-gene-0.60-mRNA-1_1	-1000	1000			kegg.reaction/R02571;kegg.pathway/rn00310;kegg.module/M00032;kegg.orthology/K00658	Lysine degradation
R02577	Propane-1,2-diol:NADP+ 1-oxidoreductase	NADP+[s] + Propane-1,2-diol[s] <=> NADPH[s] + H+[s] + Lactaldehyde[s]	ec-code/1.1.1.21	maker-NODE_40_length_112643_cov_36.2668_ID_79-snap-gene-0.85-mRNA-1_1 or augustus_masked-NODE_22_length_248937_cov_28.0058_ID_43-processed-gene-1.195-mRNA-1_1 or augustus_masked-NODE_32_length_166735_cov_34.256_ID_63-processed-gene-0.13-mRNA-1_1	-1000	1000			kegg.reaction/R02577;kegg.orthology/K00011	
R02590	CTP:choline-phosphate cytidylyltransferase	CTP[s] + N-Trimethyl-2-aminoethylphosphonate[s] <=> Diphosphate[s] + CMP-N-trimethyl-2-aminoethylphosphonate[s]	ec-code/2.7.7.15	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-9.134-mRNA-1_1	-1000	1000			kegg.reaction/R02590;kegg.pathway/rn00440;kegg.orthology/K00968	Phosphonate and phosphinate metabolism
R02596	Donor:hydrogen-peroxide oxidoreductase	Coniferyl alcohol[s] <=> Guaiacyl lignin[s]	ec-code/1.11.1.7;ec-code/1.11.1.21	maker-NODE_27_length_218879_cov_27.44_ID_53-augustus-gene-0.77-mRNA-1_1 or augustus_masked-NODE_4_length_497818_cov_28.3057_ID_7-processed-gene-1.10-mRNA-1_1	-1000	1000			kegg.reaction/R02596;kegg.pathway/rn00940;kegg.orthology/K11188	Phenylpropanoid biosynthesis
R02613	Phenethylamine:oxygen oxidoreductase (deaminating)	H2O[s] + Oxygen[s] + Phenethylamine[s] <=> Ammonia[s] + Hydrogen peroxide[s] + Phenylacetaldehyde[s]	ec-code/1.4.3.4;ec-code/1.4.3.21	augustus_masked-NODE_13_length_316427_cov_31.537_ID_25-processed-gene-1.8-mRNA-1_1 or augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-1.139-mRNA-1_1	-1000	1000			kegg.reaction/R02613;kegg.pathway/rn00360;kegg.orthology/K00276;rhea/25268	Phenylalanine metabolism
R02619	3-sulfino-L-alanine:2-oxoglutarate aminotransferase	2-Oxoglutarate[s] + 3-Sulfino-L-alanine[s] <=> L-Glutamate[s] + 3-Sulfinylpyruvate[s]	ec-code/2.6.1.1	maker-NODE_24_length_234863_cov_28.0511_ID_47-augustus-gene-1.190-mRNA-1_1 or augustus_masked-NODE_9_length_374175_cov_27.2202_ID_17-processed-gene-2.27-mRNA-1_1	-1000	1000			kegg.reaction/R02619;kegg.pathway/rn00270;kegg.orthology/K00811;kegg.orthology/K14454;kegg.orthology/K14455	Cysteine and methionine metabolism
R02649	ATP:N-acetyl-L-glutamate 5-phosphotransferase	ATP[s] + N-Acetyl-L-glutamate[s] <=> ADP[s] + N-Acetyl-L-glutamate 5-phosphate[s]	ec-code/2.7.2.8	augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-1.142-mRNA-1_1	-1000	1000			kegg.reaction/R02649;kegg.pathway/rn00220;kegg.module/M00028;kegg.orthology/K12659;rhea/14632	Arginine biosynthesis
R02656	Gentisate:oxygen 1,2-oxidoreductase (decyclizing)	Oxygen[s] + 2,5-Dihydroxybenzoate[s] <=> Maleylpyruvate[s]	ec-code/1.13.11.4	augustus_masked-NODE_28_length_204468_cov_32.9351_ID_55-processed-gene-0.85-mRNA-1_1	-1000	1000			kegg.reaction/R02656;kegg.pathway/rn00350;kegg.orthology/K00450;rhea/18240	Tyrosine metabolism
R02657		Hydrogen peroxide[s] + 2,5-Dihydroxybenzoate[s] <=> H2O[s] + Oxygen[s] + Gentisate aldehyde[s]	ec-code/1.2.3.1	augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-3.112-mRNA-1_1	-1000	1000			kegg.reaction/R02657;kegg.pathway/rn00350;kegg.orthology/K00157	Tyrosine metabolism
R02661	2-methylpropanoyl-CoA:(acceptor) 2,3-oxidoreductase	Acceptor[s] + 2-Methylpropanoyl-CoA[s] <=> Reduced acceptor[s] + 2-Methylprop-2-enoyl-CoA[s]	ec-code/1.3.8.1;ec-code/1.3.8.7;ec-code/1.3.99.12;ec-code/1.3.99.-	augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-1.132-mRNA-1_1 or augustus_masked-NODE_26_length_226459_cov_28.0762_ID_51-processed-gene-1.38-mRNA-1_1 or augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-4.114-mRNA-1_1 or augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-0.36-mRNA-1_1	-1000	1000			kegg.reaction/R02661;kegg.pathway/rn00280;kegg.orthology/K00248;kegg.orthology/K00249;kegg.orthology/K09478;rhea/31098	Valine, leucine and isoleucine degradation
R02662	2-methylpropanoyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-(2-methylpropanoyl)transferase	2-Methylpropanoyl-CoA[s] + Enzyme N6-(dihydrolipoyl)lysine[s] <=> CoA[s] + [Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(2-methylpropanoyl)dihydrolipoyllysine[s]	ec-code/2.3.1.168	augustus_masked-NODE_27_length_218879_cov_27.44_ID_53-processed-gene-1.192-mRNA-1_1	-1000	1000			kegg.reaction/R02662;kegg.pathway/rn00280;kegg.orthology/K09699;rhea/18868	Valine, leucine and isoleucine degradation
R02665	3-Hydroxyanthranilate:oxygen 3,4-oxidoreductase (decyclizing)	Oxygen[s] + 3-Hydroxyanthranilate[s] <=> 2-Amino-3-carboxymuconate semialdehyde[s]	ec-code/1.13.11.6	maker-NODE_27_length_218879_cov_27.44_ID_53-augustus-gene-0.81-mRNA-1_1	-1000	1000			kegg.reaction/R02665;kegg.pathway/rn00380;kegg.module/M00038;kegg.orthology/K00452;rhea/17956	Tryptophan metabolism
R02668	3-Hydroxy-L-kynurenine hydrolase	H2O[s] + 3-Hydroxy-L-kynurenine[s] <=> L-Alanine[s] + 3-Hydroxyanthranilate[s]	ec-code/3.7.1.3	augustus_masked-NODE_30_length_172163_cov_26.6541_ID_59-processed-gene-0.52-mRNA-1_1	-1000	1000			kegg.reaction/R02668;kegg.pathway/rn00380;kegg.module/M00038;kegg.orthology/K01556;rhea/25146	Tryptophan metabolism
R02670		4 Oxygen[s] + 2 3-Hydroxyanthranilate[s] => 2 Hydrogen peroxide[s] + 2 H+[s] + 2 O2.-[s] + Cinnavalininate[s]	ec-code/1.11.1.6;ec-code/1.11.1.21	maker-NODE_3_length_533584_cov_27.3585_ID_5-snap-gene-4.56-mRNA-1_1 or augustus_masked-NODE_13_length_316427_cov_31.537_ID_25-processed-gene-1.29-mRNA-1_1 or augustus_masked-NODE_15_length_308614_cov_31.3159_ID_29-processed-gene-2.32-mRNA-1_1	0	1000			kegg.reaction/R02670;kegg.pathway/rn00380;kegg.orthology/K03781	Tryptophan metabolism
R02671		S-Adenosyl-L-methionine[s] + 3-Hydroxyanthranilate[s] => S-Adenosyl-L-homocysteine[s] + 3-Methoxyanthranilate[s]	ec-code/2.1.1.-	augustus_masked-NODE_17_length_297273_cov_27.7333_ID_33-processed-gene-1.193-mRNA-1_1	0	1000			kegg.reaction/R02671;kegg.pathway/rn00380;kegg.orthology/K00599	Tryptophan metabolism
R02676	4-hydroxymandelonitrile hydroxybenzaldehyde-lyase	(S)-4-Hydroxymandelonitrile[s] <=> 4-Hydroxybenzaldehyde[s] + Hydrogen cyanide[s]	ec-code/4.1.2.11	maker-NODE_5_length_492506_cov_27.4869_ID_9-snap-gene-3.289-mRNA-1_1	-1000	1000			kegg.reaction/R02676;kegg.pathway/rn00460;kegg.orthology/K08249;rhea/15980	Cyanoamino acid metabolism
R02677	ADPmannose sugarphosphohydrolase	H2O[s] + ADP-mannose[s] => AMP[s] + D-Mannose 1-phosphate[s]	ec-code/3.6.1.21	snap_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-7.80-mRNA-1_1	0	1000			kegg.reaction/R02677;kegg.pathway/rn00051;kegg.orthology/K18447	Fructose and mannose metabolism
R02678	Indole-3-acetaldehyde:NAD+ oxidoreductase	H2O[s] + NAD+[s] + Indole-3-acetaldehyde[s] <=> NADH[s] + H+[s] + Indole-3-acetate[s]	ec-code/1.2.1.3	augustus_masked-NODE_8_length_386848_cov_31.3559_ID_15-processed-gene-2.33-mRNA-1_1 or augustus_masked-NODE_8_length_386848_cov_31.3559_ID_15-processed-gene-1.36-mRNA-1_1 or augustus_masked-NODE_38_length_115891_cov_36.554_ID_75-processed-gene-0.7-mRNA-1_1 or augustus_masked-NODE_28_length_204468_cov_32.9351_ID_55-processed-gene-0.108-mRNA-1_1 or augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-2.54-mRNA-1_1 or augustus_masked-NODE_4_length_497818_cov_28.3057_ID_7-processed-gene-1.9-mRNA-1_1 or augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-4.22-mRNA-1_1	-1000	1000			kegg.reaction/R02678;kegg.pathway/rn00380;kegg.orthology/K00128;kegg.orthology/K00149;rhea/30870	Tryptophan metabolism
R02681	indole-3-acetaldehyde:oxygen oxidoreductase	H2O[s] + Oxygen[s] + Indole-3-acetaldehyde[s] => Hydrogen peroxide[s] + Indole-3-acetate[s]	ec-code/1.2.3.7	augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-3.112-mRNA-1_1	0	1000			kegg.reaction/R02681;kegg.pathway/rn00380;kegg.orthology/K11817;rhea/16280	Tryptophan metabolism
R02685	(3S)-3-hydroxyacyl-CoA hydro-lyase	(3S)-3-Hydroxyacyl-CoA[s] <=> H2O[s] + trans-2,3-Dehydroacyl-CoA[s]	ec-code/4.2.1.17;ec-code/4.2.1.74	genemark-NODE_12_length_347462_cov_28.1594_ID_23-processed-gene-2.93-mRNA-1_1	-1000	1000			kegg.reaction/R02685;kegg.pathway/rn00062;kegg.module/M00085;kegg.orthology/K07511;rhea/16108	Fatty acid elongation
R02687	1,2-diacyl-sn-glycerol acylhydrolase	H2O[s] + 1,2-Diacyl-sn-glycerol[s] <=> Fatty acid[s] + 1-Acylglycerol[s]	ec-code/3.1.1.3	augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-4.52-mRNA-1_1 or augustus_masked-NODE_6_length_431703_cov_27.3617_ID_11-processed-gene-2.33-mRNA-1_1 or augustus_masked-NODE_59_length_16377_cov_25.5487_ID_117-processed-gene-0.12-mRNA-1_1 or maker-NODE_1_length_1866239_cov_27.8708_ID_1-augustus-gene-8.109-mRNA-1_1 or augustus_masked-NODE_16_length_303609_cov_28.553_ID_31-processed-gene-1.132-mRNA-1_1	-1000	1000			kegg.reaction/R02687;kegg.pathway/rn00561;kegg.module/M00098;kegg.orthology/K01046;kegg.orthology/K14674;kegg.orthology/K14675;kegg.orthology/K17900	Glycerolipid metabolism
R02695	4-Hydroxyphenylacetaldehyde:NAD+ oxidoreductase	H2O[s] + NAD+[s] + 4-Hydroxyphenylacetaldehyde[s] <=> NADH[s] + H+[s] + 4-Hydroxyphenylacetate[s]	ec-code/1.2.1.5;ec-code/1.2.1.29;ec-code/1.2.1.53	augustus_masked-NODE_25_length_227728_cov_27.0207_ID_49-processed-gene-0.29-mRNA-1_1 or augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-2.54-mRNA-1_1 or augustus_masked-NODE_4_length_497818_cov_28.3057_ID_7-processed-gene-1.9-mRNA-1_1 or augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-4.22-mRNA-1_1	-1000	1000			kegg.reaction/R02695;kegg.pathway/rn00350;kegg.orthology/K00129;rhea/17276	Tyrosine metabolism
R02697	4-Hydroxyphenylacetaldehyde:NADP+ oxidoreductase	H2O[s] + NADP+[s] + 4-Hydroxyphenylacetaldehyde[s] <=> NADPH[s] + H+[s] + 4-Hydroxyphenylacetate[s]	ec-code/1.2.1.5	augustus_masked-NODE_25_length_227728_cov_27.0207_ID_49-processed-gene-0.29-mRNA-1_1 or augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-2.54-mRNA-1_1 or augustus_masked-NODE_4_length_497818_cov_28.3057_ID_7-processed-gene-1.9-mRNA-1_1 or augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-4.22-mRNA-1_1	-1000	1000			kegg.reaction/R02697;kegg.pathway/rn00350;kegg.orthology/K00129	Tyrosine metabolism
R02702	5-hydroxy-L-tryptophan:oxygen 2,3-dioxygenase (indole-decyclizing)	Oxygen[s] + 5-Hydroxy-L-tryptophan[s] => 5-Hydroxy-N-formylkynurenine[s]	ec-code/1.13.11.52	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-8.142-mRNA-1_1	0	1000			kegg.reaction/R02702;kegg.pathway/rn00380;kegg.orthology/K00463	Tryptophan metabolism
R02720	XTP pyrophosphohydrolase;	H2O[s] + XTP[s] => Diphosphate[s] + Xanthosine 5'-phosphate[s]	ec-code/3.6.1.66;ec-code/3.6.1.-	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-7.137-mRNA-1_1	0	1000			kegg.reaction/R02720;kegg.pathway/rn00230;kegg.orthology/K01519;rhea/28613	Purine metabolism
R02722	L-serine hydro-lyase [adding 1-C-(indol-3-yl)glycerol 3-phosphate; L-tryptophan and glyceraldehyde-3-phosphate-forming]	L-Serine[s] + Indoleglycerol phosphate[s] <=> H2O[s] + L-Tryptophan[s] + D-Glyceraldehyde 3-phosphate[s]	ec-code/4.2.1.20	augustus_masked-NODE_29_length_203005_cov_28.2568_ID_57-processed-gene-1.114-mRNA-1_1	-1000	1000			kegg.reaction/R02722;kegg.pathway/rn00260;kegg.pathway/rn00400;kegg.module/M00023;kegg.orthology/K01694;rhea/10535	Glycine, serine and threonine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis
R02731	D-Fructose-2,6-bisphosphate 2-phosphohydrolase	H2O[s] + beta-D-Fructose 2,6-bisphosphate[s] => Orthophosphate[s] + beta-D-Fructose 6-phosphate[s]	ec-code/3.1.3.46	snap_masked-NODE_54_length_40449_cov_27.0728_ID_107-processed-gene-0.18-mRNA-1_1 or augustus_masked-NODE_23_length_245976_cov_27.2225_ID_45-processed-gene-0.8-mRNA-1_1	0	1000			kegg.reaction/R02731;kegg.pathway/rn00051;kegg.orthology/K01103	Fructose and mannose metabolism
R02732	ATP:D-fructose-6-phosphate 2-phosphotransferase	ATP[s] + beta-D-Fructose 6-phosphate[s] => ADP[s] + beta-D-Fructose 2,6-bisphosphate[s]	ec-code/2.7.1.105	augustus_masked-NODE_10_length_350817_cov_26.8939_ID_19-processed-gene-2.25-mRNA-1_1	0	1000			kegg.reaction/R02732;kegg.pathway/rn00051;kegg.orthology/K00900;rhea/15656	Fructose and mannose metabolism
R02736	beta-D-glucose-6-phosphate:NADP+ 1-oxoreductase	NADP+[s] + beta-D-Glucose 6-phosphate[s] <=> NADPH[s] + H+[s] + D-Glucono-1,5-lactone 6-phosphate[s]	ec-code/1.1.1.49;ec-code/1.1.1.363	augustus_masked-NODE_13_length_316427_cov_31.537_ID_25-processed-gene-1.34-mRNA-1_1	-1000	1000			kegg.reaction/R02736;kegg.pathway/rn00030;kegg.pathway/rn00480;kegg.module/M00004;kegg.orthology/K00036	Pentose phosphate pathway;Glutathione metabolism
R02737	UDPglucose:D-glucose-6-phosphate 1-alpha-D-glucosyltransferase	UDP-glucose[s] + alpha-D-Glucose 6-phosphate[s] <=> UDP[s] + alpha,alpha'-Trehalose 6-phosphate[s]	ec-code/2.4.1.15	augustus_masked-NODE_8_length_386848_cov_31.3559_ID_15-processed-gene-1.27-mRNA-1_1 or augustus_masked-NODE_16_length_303609_cov_28.553_ID_31-processed-gene-0.9-mRNA-1_1 or augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-1.1-mRNA-1_1	-1000	1000			kegg.reaction/R02737;kegg.pathway/rn00500;kegg.orthology/K00697;kegg.orthology/K16055	Starch and sucrose metabolism
R02739	alpha-D-Glucose 6-phosphate ketol-isomerase	alpha-D-Glucose 6-phosphate[s] <=> beta-D-Glucose 6-phosphate[s]	ec-code/5.1.3.15;ec-code/5.3.1.9	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-17.204-mRNA-1_1 or augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-16.154-mRNA-1_1 or augustus_masked-NODE_27_length_218879_cov_27.44_ID_53-processed-gene-1.161-mRNA-1_1	-1000	1000			kegg.reaction/R02739;kegg.pathway/rn00010;kegg.pathway/rn00030;kegg.module/M00004;kegg.orthology/K01792;kegg.orthology/K01810;rhea/16252	Glycolysis / Gluconeogenesis;Pentose phosphate pathway
R02740	alpha-D-Glucose 6-phosphate ketol-isomerase	alpha-D-Glucose 6-phosphate[s] <=> beta-D-Fructose 6-phosphate[s]	ec-code/5.3.1.9	augustus_masked-NODE_27_length_218879_cov_27.44_ID_53-processed-gene-1.161-mRNA-1_1	-1000	1000			kegg.reaction/R02740;kegg.pathway/rn00010;kegg.pathway/rn00030;kegg.pathway/rn00520;kegg.module/M00001;kegg.orthology/K01810	Glycolysis / Gluconeogenesis;Pentose phosphate pathway;Amino sugar and nucleotide sugar metabolism
R02746	1-Acyl-sn-glycero-3-phosphocholine acylhydrolase	H2O[s] + 1-Acyl-sn-glycero-3-phosphocholine[s] => Fatty acid[s] + sn-Glycero-3-phosphocholine[s]	ec-code/3.1.1.5	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-12.22-mRNA-1_1 or maker-NODE_1_length_1866239_cov_27.8708_ID_1-augustus-gene-8.102-mRNA-1_1	0	1000			kegg.reaction/R02746;kegg.pathway/rn00564;kegg.orthology/K06128;kegg.orthology/K14676;rhea/15180	Glycerophospholipid metabolism
R02747	2-Acyl-sn-glycero-3-phosphocholine acylhydrolase	H2O[s] + 2-Acyl-sn-glycero-3-phosphocholine[s] => Fatty acid[s] + sn-Glycero-3-phosphocholine[s]	ec-code/3.1.1.5	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-12.22-mRNA-1_1 or maker-NODE_1_length_1866239_cov_27.8708_ID_1-augustus-gene-8.102-mRNA-1_1	0	1000			kegg.reaction/R02747;kegg.pathway/rn00564;kegg.orthology/K06130;kegg.orthology/K14676	Glycerophospholipid metabolism
R02748	Deoxyinosine:orthophosphate ribosyltransferase	Orthophosphate[s] + Deoxyinosine[s] <=> Hypoxanthine[s] + 2-Deoxy-D-ribose 1-phosphate[s]	ec-code/2.4.2.1;ec-code/2.4.2.4	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-9.150-mRNA-1_1	-1000	1000			kegg.reaction/R02748;kegg.pathway/rn00230;kegg.orthology/K03783;rhea/27753	Purine metabolism
R02749	2-deoxy-D-ribose 1-phosphate 1,5-phosphomutase	2-Deoxy-D-ribose 1-phosphate[s] <=> 2-Deoxy-D-ribose 5-phosphate[s]	ec-code/5.4.2.7	maker-NODE_45_length_98638_cov_26.1847_ID_89-augustus-gene-0.83-mRNA-1_1	-1000	1000			kegg.reaction/R02749;kegg.pathway/rn00030;kegg.orthology/K15779;rhea/27661	Pentose phosphate pathway
R02750		ADP[s] + 2-Deoxy-D-ribose 5-phosphate[s] <=> ATP[s] + Deoxyribose[s]	ec-code/2.7.1.15	augustus_masked-NODE_46_length_97730_cov_27.4119_ID_91-processed-gene-0.122-mRNA-1_1	-1000	1000			kegg.reaction/R02750;kegg.pathway/rn00030;kegg.orthology/K00852;rhea/30874	Pentose phosphate pathway
R02756		NADP+[s] + 1-Acyl-sn-glycerol 3-phosphate[s] <=> NADPH[s] + H+[s] + Acylglycerone phosphate[s]	ec-code/1.1.1.101	maker-NODE_15_length_308614_cov_31.3159_ID_29-snap-gene-2.50-mRNA-1_1	-1000	1000			kegg.reaction/R02756;kegg.pathway/rn00564;kegg.orthology/K06123	Glycerophospholipid metabolism
R02778	Trehalose-6-phosphate phosphohydrolase	H2O[s] + alpha,alpha'-Trehalose 6-phosphate[s] <=> Orthophosphate[s] + alpha,alpha-Trehalose[s]	ec-code/3.1.3.12	augustus_masked-NODE_16_length_303609_cov_28.553_ID_31-processed-gene-0.9-mRNA-1_1 or augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-1.1-mRNA-1_1	-1000	1000			kegg.reaction/R02778;kegg.pathway/rn00500;kegg.orthology/K16055;rhea/23423	Starch and sucrose metabolism
R02794	Cholate:CoA ligase (AMP-forming)	ATP[s] + CoA[s] + Cholic acid[s] <=> Diphosphate[s] + AMP[s] + Choloyl-CoA[s]	ec-code/6.2.1.7	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-7.8-mRNA-1_1 or augustus_masked-NODE_20_length_270141_cov_27.5218_ID_39-processed-gene-0.7-mRNA-1_1	-1000	1000			kegg.reaction/R02794;kegg.pathway/rn00120;kegg.module/M00106;kegg.orthology/K08748;rhea/23535	Primary bile acid biosynthesis
R02855	(R)-Acetoin:NAD+ oxidoreductase	NADH[s] + H+[s] + Diacetyl[s] => NAD+[s] + (R)-Acetoin[s]	ec-code/1.1.1.303	augustus_masked-NODE_4_length_497818_cov_28.3057_ID_7-processed-gene-3.45-mRNA-1_1	0	1000			kegg.reaction/R02855;kegg.pathway/rn00650;kegg.orthology/K03366	Butanoate metabolism
R02864	S-Adenosyl-L-methionine:uroporphyrin-III C-methyltransferase	2 H+[s] + Siroheme[s] <=> Sirohydrochlorin[s] + Fe2+[s]	ec-code/4.99.1.4	augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-2.29-mRNA-1_1	-1000	1000			kegg.reaction/R02864;kegg.pathway/rn00860;kegg.module/M00846;kegg.orthology/K02304;rhea/24363	Porphyrin and chlorophyll metabolism
R02869	S-adenosylmethioninamine:spermidine 3-aminopropyltransferase	Spermidine[s] + S-Adenosylmethioninamine[s] <=> 5'-Methylthioadenosine[s] + Spermine[s]	ec-code/2.5.1.16;ec-code/2.5.1.22	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-0.8-mRNA-1_1 or augustus_masked-NODE_5_length_492506_cov_27.4869_ID_9-processed-gene-1.0-mRNA-1_1	-1000	1000			kegg.reaction/R02869;kegg.pathway/rn00270;kegg.pathway/rn00330;kegg.pathway/rn00410;kegg.pathway/rn00480;kegg.orthology/K00797;rhea/19976	Cysteine and methionine metabolism;Arginine and proline metabolism;beta-Alanine metabolism;Glutathione metabolism
