rxnID	source	panID_kegg_web	panID_eggnog_web	panID_RAVEN_kegg	panID_RAVEN_biocyc	panID_inter	panID_union	seedID	keggID	rxn_name_seed	rxn_name_kegg	formula_MNX	balance_MNX	Equation_MNX	EC_MNX	biocycID	reverse_biocyc	formula_biocyc	seed_equation	seed_definition	seed_direction	seed_reversibility	reverse_correction	dead_met_num	exist_panYeast	kegg_pathway_name
MNXR103101	kegg_web;eggnog_web;RAVEN_kegg	Stagonospora_nodorum@Seq_5610;Metschnikowia_bicuspidata@Seq_3769;Nadsonia_fulvescens_var_elongata@Seq_2140;Coccidioides_immitis@Seq_3878;Arthrobotrys_oligospora@Seq_7788;yHMPu5000034681_Blastobotrys_americana@Seq_1769;Saitoella_complicata@Seq_2217;Stagonospora_nodorum@Seq_3832	Hanseniaspora_valbyensis@Seq_3673;Metschnikowia_bicuspidata@Seq_3769;Metschnikowia_hamakuensis@Seq_1285	Coccidioides_immitis@Seq_301 or Nadsonia_fulvescens_var_elongata@Seq_2140 or Metschnikowia_bicuspidata@Seq_3769 or Stagonospora_nodorum@Seq_3874 or Coccidioides_immitis@Seq_3878 or Stagonospora_nodorum@Seq_11272 or Saitoella_complicata@Seq_2217 or Arthrobotrys_oligospora@Seq_7788	NA	Metschnikowia_bicuspidata@Seq_3769;Nadsonia_fulvescens_var_elongata@Seq_2140;Coccidioides_immitis@Seq_3878;Arthrobotrys_oligospora@Seq_7788;Saitoella_complicata@Seq_2217	Stagonospora_nodorum@Seq_5610;Metschnikowia_bicuspidata@Seq_3769;Nadsonia_fulvescens_var_elongata@Seq_2140;Coccidioides_immitis@Seq_3878;Arthrobotrys_oligospora@Seq_7788;yHMPu5000034681_Blastobotrys_americana@Seq_1769;Saitoella_complicata@Seq_2217;Stagonospora_nodorum@Seq_3832;Hanseniaspora_valbyensis@Seq_3673;Metschnikowia_hamakuensis@Seq_1285;Coccidioides_immitis@Seq_301;Stagonospora_nodorum@Seq_3874;Stagonospora_nodorum@Seq_11272	rxn00673	kegg:R00924	"Propanoyl-CoA:(acceptor) 2,3-oxidoreductase"	NA	1 `H(+)` + 1 `FAD` + 1 `propanoyl-CoA` = 1 `FADH2` + 1 `acryloyl-CoA`	TRUE	1 MNXM1@MNXD1 + 1 MNXM33@MNXD1 + 1 MNXM86@MNXD1 = 1 MNXM38@MNXD1 + 1 MNXM650@MNXD1	1.3.8.7	NA	NA	NA	(1) cpd00015[0] + (1) cpd00086[0] <=> (1) cpd00663[0] + (1) cpd00982[0]	(1) FAD[0] + (1) Propionyl-CoA[0] <=> (1) Acrylyl-CoA[0] + (1) FADH2[0]	=	<	0	0	FALSE	beta-Alanine metabolism
MNXR95318	kegg_web;eggnog_web;RAVEN_kegg	Stagonospora_nodorum@Seq_5610;Metschnikowia_bicuspidata@Seq_3769;Aspergillus_nidulans@Seq_1543;Nadsonia_fulvescens_var_elongata@Seq_2140;Coccidioides_immitis@Seq_3878;Arthrobotrys_oligospora@Seq_7788;yHMPu5000034681_Blastobotrys_americana@Seq_1769;Saitoella_complicata@Seq_2217;Coccidioides_immitis@Seq_301;Stagonospora_nodorum@Seq_3832	Hanseniaspora_valbyensis@Seq_3673;Metschnikowia_bicuspidata@Seq_3769;Aspergillus_nidulans@Seq_1543;Metschnikowia_hamakuensis@Seq_1285	Aspergillus_nidulans@Seq_1543 or Coccidioides_immitis@Seq_301 or Nadsonia_fulvescens_var_elongata@Seq_2140 or Metschnikowia_bicuspidata@Seq_3769 or Stagonospora_nodorum@Seq_3874 or Coccidioides_immitis@Seq_3878 or Stagonospora_nodorum@Seq_11272 or Saitoella_complicata@Seq_2217 or Arthrobotrys_oligospora@Seq_7788	NA	Metschnikowia_bicuspidata@Seq_3769;Aspergillus_nidulans@Seq_1543;Nadsonia_fulvescens_var_elongata@Seq_2140;Coccidioides_immitis@Seq_3878;Arthrobotrys_oligospora@Seq_7788;Saitoella_complicata@Seq_2217;Coccidioides_immitis@Seq_301	Stagonospora_nodorum@Seq_5610;Metschnikowia_bicuspidata@Seq_3769;Aspergillus_nidulans@Seq_1543;Nadsonia_fulvescens_var_elongata@Seq_2140;Coccidioides_immitis@Seq_3878;Arthrobotrys_oligospora@Seq_7788;yHMPu5000034681_Blastobotrys_americana@Seq_1769;Saitoella_complicata@Seq_2217;Coccidioides_immitis@Seq_301;Stagonospora_nodorum@Seq_3832;Hanseniaspora_valbyensis@Seq_3673;Metschnikowia_hamakuensis@Seq_1285;Stagonospora_nodorum@Seq_3874;Stagonospora_nodorum@Seq_11272	rxn02866	kegg:R04095	"3-methylbutanoyl-CoA:(acceptor) 2,3-oxidoreductase"	"3-methylbutanoyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase"	1 `H(+)` + 1 `FAD` + 1 `3-methylbutanoyl-CoA` = 1 `FADH2` + 1 `3-methylbut-2-enoyl-CoA`	TRUE	1 MNXM1@MNXD1 + 1 MNXM33@MNXD1 + 1 MNXM471@MNXD1 = 1 MNXM38@MNXD1 + 1 MNXM389@MNXD1	1.3.8.4;1.3.8.7;1.3.99.10	RXN-14264	NA	NA	(1) cpd00015[0] + (1) cpd01882[0] <=> (1) cpd00982[0] + (1) cpd01966[0]	(1) FAD[0] + (1) Isovaleryl-CoA[0] <=> (1) FADH2[0] + (1) Dimethylacryloyl-CoA[0]	=	=	1	0	TRUE	"Valine, leucine and isoleucine degradation;Metabolic pathways"
MNXR96813	kegg_web;eggnog_web	Metschnikowia_matae_maris@Seq_4975	Metschnikowia_matae_maris@Seq_4975	NA	NA	Metschnikowia_matae_maris@Seq_4975	Metschnikowia_matae_maris@Seq_4975	rxn03970	kegg:R05700	Coniferyl aldehyde:NAD oxidoreductase	Coniferyl aldehyde:NAD oxidoreductase	2 `H(+)` + 1 `NADH` + 1 `ferulate` = 1 `H2O` + 1 `NAD(+)` + 1 `(E)-coniferyl aldehyde`	TRUE	2 MNXM1@MNXD1 + 1 MNXM10@MNXD1 + 1 MNXM573@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM8@MNXD1 + 1 MNXM858@MNXD1	1.2.1.68	NA	NA	NA	(1) cpd00001[0] + (1) cpd00003[0] + (1) cpd01733[0] <=> (1) cpd00004[0] + (2) cpd00067[0] + (1) cpd01059[0]	(1) H2O[0] + (1) NAD[0] + (1) Ferulaldehyde[0] <=> (1) NADH[0] + (2) H+[0] + (1) Ferulate[0]	=	=	1	0	FALSE	Phenylpropanoid biosynthesis
MNXR109771	kegg_web;eggnog_web	Metschnikowia_matae_maris@Seq_4975	Metschnikowia_matae_maris@Seq_4975	NA	NA	Metschnikowia_matae_maris@Seq_4975	Metschnikowia_matae_maris@Seq_4975	rxn03971	kegg:R05701	Coniferyl aldehyde:NADP oxidoreductase	Coniferyl aldehyde:NADP oxidoreductase	2 `H(+)` + 1 `ferulate` + 1 `NADPH` = 1 `H2O` + 1 `NADP(+)` + 1 `(E)-coniferyl aldehyde`	TRUE	2 MNXM1@MNXD1 + 1 MNXM573@MNXD1 + 1 MNXM6@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM5@MNXD1 + 1 MNXM858@MNXD1	1.2.1.68	NA	NA	NA	(1) cpd00001[0] + (1) cpd00006[0] + (1) cpd01733[0] <=> (1) cpd00005[0] + (2) cpd00067[0] + (1) cpd01059[0]	(1) H2O[0] + (1) NADP[0] + (1) Ferulaldehyde[0] <=> (1) NADPH[0] + (2) H+[0] + (1) Ferulate[0]	=	=	1	0	FALSE	Phenylpropanoid biosynthesis
MNXR111076	kegg_web;eggnog_web	Metschnikowia_matae_maris@Seq_4975	Metschnikowia_matae_maris@Seq_4975	NA	NA	Metschnikowia_matae_maris@Seq_4975	Metschnikowia_matae_maris@Seq_4975	rxn05142	kegg:R07441	sinapoyl aldehyde:NAD oxidoreductase	sinapoyl aldehyde:NAD oxidoreductase	2 `H(+)` + 1 `NADH` + 1 `sinapate` = 1 `H2O` + 1 `(E)-sinapoyl aldehyde` + 1 `NAD(+)`	TRUE	2 MNXM1@MNXD1 + 1 MNXM10@MNXD1 + 1 MNXM1120@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM2283@MNXD1 + 1 MNXM8@MNXD1	1.2.1.68	NA	NA	NA	(1) cpd00001[0] + (1) cpd00003[0] + (1) cpd03333[0] <=> (1) cpd00004[0] + (2) cpd00067[0] + (1) cpd00373[0]	(1) H2O[0] + (1) NAD[0] + (1) Sinapaldehyde[0] <=> (1) NADH[0] + (2) H+[0] + (1) Sinapate[0]	=	=	1	0	FALSE	Phenylpropanoid biosynthesis
MNXR101000	kegg_web;eggnog_web;RAVEN_kegg	Arxula_adeninivorans@Seq_5367;yHMPu5000034673_Blastobotrys_nivea@Seq_6825;yHMPu5000034671_Blastobotrys_peoriensis@Seq_2677;yHMPu5000035665_Middelhovenomyces_tepae@Seq_3949;Lipomyces_starkeyi@Seq_5389;Aspergillus_nidulans@Seq_9981;Candida_versatilis@Seq_2648;Sclerotinia_sclerotiorum@Seq_5697;Lipomyces_starkeyi@Seq_5342;yHMPu5000034673_Blastobotrys_nivea@Seq_4688;yHMPu5000034673_Blastobotrys_nivea@Seq_4341;yHMPu5000034754_Lipomyces_arxii@Seq_7794	yHMPu5000034902_Ogataea_minuta@Seq_1591;Aspergillus_nidulans@Seq_7129;Lipomyces_starkeyi@Seq_5342;yHMPu5000034754_Lipomyces_arxii@Seq_5517;yHMPu5000034754_Lipomyces_arxii@Seq_2000;yHMPu5000034754_Lipomyces_arxii@Seq_7794;yHMPu5000034754_Lipomyces_arxii@Seq_4965;Arxula_adeninivorans@Seq_5367;yHMPu5000034673_Blastobotrys_nivea@Seq_6825;yHMPu5000035665_Middelhovenomyces_tepae@Seq_5608;Fusarium_graminearum@Seq_10472;yHMPu5000034674_Blastobotrys_muscicola@Seq_3419;Aspergillus_nidulans@Seq_3771;yHMPu5000035665_Middelhovenomyces_tepae@Seq_3949;Botrytis_cinerea@Seq_200;Lipomyces_starkeyi@Seq_5389;Aspergillus_nidulans@Seq_9781	yHMPu5000034671_Blastobotrys_peoriensis@Seq_2677 or yHMPu5000034670_Blastobotrys_proliferans@Seq_558 or yHMPu5000034670_Blastobotrys_proliferans@Seq_4000 or yHMPu5000034667_Blastobotrys_serpentis@Seq_284 or Sclerotinia_sclerotiorum@Seq_5697 or Aspergillus_nidulans@Seq_9981 or yHMPu5000034673_Blastobotrys_nivea@Seq_5425 or yHMPu5000034673_Blastobotrys_nivea@Seq_4688 or yHMPu5000034673_Blastobotrys_nivea@Seq_3651 or yHMPu5000034673_Blastobotrys_nivea@Seq_6857 or Arxula_adeninivorans@Seq_5367 or Aspergillus_nidulans@Seq_9781	NA	Arxula_adeninivorans@Seq_5367;yHMPu5000034673_Blastobotrys_nivea@Seq_6825;yHMPu5000034671_Blastobotrys_peoriensis@Seq_2677;yHMPu5000035665_Middelhovenomyces_tepae@Seq_3949;Lipomyces_starkeyi@Seq_5389;Aspergillus_nidulans@Seq_9981;Sclerotinia_sclerotiorum@Seq_5697;Lipomyces_starkeyi@Seq_5342;yHMPu5000034673_Blastobotrys_nivea@Seq_4688;yHMPu5000034754_Lipomyces_arxii@Seq_7794;Aspergillus_nidulans@Seq_9781	Arxula_adeninivorans@Seq_5367;yHMPu5000034673_Blastobotrys_nivea@Seq_6825;yHMPu5000034671_Blastobotrys_peoriensis@Seq_2677;yHMPu5000035665_Middelhovenomyces_tepae@Seq_3949;Lipomyces_starkeyi@Seq_5389;Aspergillus_nidulans@Seq_9981;Candida_versatilis@Seq_2648;Sclerotinia_sclerotiorum@Seq_5697;Lipomyces_starkeyi@Seq_5342;yHMPu5000034673_Blastobotrys_nivea@Seq_4688;yHMPu5000034673_Blastobotrys_nivea@Seq_4341;yHMPu5000034754_Lipomyces_arxii@Seq_7794;yHMPu5000034902_Ogataea_minuta@Seq_1591;Aspergillus_nidulans@Seq_7129;yHMPu5000034754_Lipomyces_arxii@Seq_5517;yHMPu5000034754_Lipomyces_arxii@Seq_2000;yHMPu5000034754_Lipomyces_arxii@Seq_4965;yHMPu5000035665_Middelhovenomyces_tepae@Seq_5608;Fusarium_graminearum@Seq_10472;yHMPu5000034674_Blastobotrys_muscicola@Seq_3419;Aspergillus_nidulans@Seq_3771;Botrytis_cinerea@Seq_200;Aspergillus_nidulans@Seq_9781;yHMPu5000034670_Blastobotrys_proliferans@Seq_558;yHMPu5000034670_Blastobotrys_proliferans@Seq_4000;yHMPu5000034667_Blastobotrys_serpentis@Seq_284;yHMPu5000034673_Blastobotrys_nivea@Seq_5425;yHMPu5000034673_Blastobotrys_nivea@Seq_3651;yHMPu5000034673_Blastobotrys_nivea@Seq_6857	rxn00816	kegg:R01100	Lactose galactohydrolase	Lactose galactohydrolase	1 `H2O` + 1 `lactose` = 1 `alpha-D-galactose` + 1 `D-glucose`	TRUE	1 MNXM2@MNXD1 + 1 MNXM362@MNXD1 = 1 MNXM390@MNXD1 + 1 MNXM41@MNXD1	3.2.1.108;3.2.1.23	NA	NA	NA	(1) cpd00001[0] + (1) cpd00208[0] => (1) cpd00027[0] + (1) cpd00108[0]	(1) H2O[0] + (1) LACT[0] => (1) D-Glucose[0] + (1) Galactose[0]	>	<	0	0	TRUE	NA
MNXR96088	kegg_web;RAVEN_kegg	Fusarium_graminearum@Seq_1473;Neurospora_crassa@Seq_10341;Aspergillus_nidulans@Seq_10057	NA	Neurospora_crassa@Seq_10341	NA	Neurospora_crassa@Seq_10341	Fusarium_graminearum@Seq_1473;Neurospora_crassa@Seq_10341;Aspergillus_nidulans@Seq_10057	rxn00262	kegg:R00357	L-Aspartic acid:oxygen oxidoreductase (deaminating)	L-Aspartic acid:oxygen oxidoreductase (deaminating)	1 `NH4(+)` + 1 `H2O2` + 1 `oxaloacetate` = 1 `H2O` + 1 `O2` + 1 `L-aspartate`	TRUE	1 MNXM15@MNXD1 + 1 MNXM22@MNXD1 + 1 MNXM46@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM4@MNXD1 + 1 MNXM42@MNXD1	1.4.3.16;1.4.3.2	NA	NA	NA	(1) cpd00001[0] + (1) cpd00007[0] + (1) cpd00041[0] => (1) cpd00013[0] + (1) cpd00025[0] + (1) cpd00032[0]	(1) H2O[0] + (1) O2[0] + (1) L-Aspartate[0] => (1) NH3[0] + (1) H2O2[0] + (1) Oxaloacetate[0]	>	>	0	0	FALSE	"Alanine, aspartate and glutamate metabolism;Metabolic pathways"
MNXR101478	kegg_web;RAVEN_kegg	Fusarium_graminearum@Seq_1473;Neurospora_crassa@Seq_10341;Aspergillus_nidulans@Seq_10057	NA	Neurospora_crassa@Seq_10341	NA	Neurospora_crassa@Seq_10341	Fusarium_graminearum@Seq_1473;Neurospora_crassa@Seq_10341;Aspergillus_nidulans@Seq_10057	rxn00450	kegg:R00648	L-Methionine:oxygen oxidoreductase (deaminating)	L-Methionine:oxygen oxidoreductase (deaminating)	1 `NH4(+)` + 1 `H2O2` + 1 `4-methylthio-2-oxobutanoate` = 1 `H2O` + 1 `O2` + 1 `L-methionine`	TRUE	1 MNXM15@MNXD1 + 1 MNXM22@MNXD1 + 1 MNXM276@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM4@MNXD1 + 1 MNXM61@MNXD1	1.4.3.2	NA	NA	NA	(1) cpd00001[0] + (1) cpd00007[0] + (1) cpd00060[0] => (1) cpd00013[0] + (1) cpd00025[0] + (1) cpd00869[0]	(1) H2O[0] + (1) O2[0] + (1) L-Methionine[0] => (1) NH3[0] + (1) H2O2[0] + (1) 4-methylthio 2-oxobutyrate[0]	>	>	0	0	FALSE	Cysteine and methionine metabolism;Metabolic pathways
MNXR104945	kegg_web;RAVEN_kegg	Fusarium_graminearum@Seq_1473;Neurospora_crassa@Seq_10341;Aspergillus_nidulans@Seq_10057	NA	Neurospora_crassa@Seq_10341	NA	Neurospora_crassa@Seq_10341	Fusarium_graminearum@Seq_1473;Neurospora_crassa@Seq_10341;Aspergillus_nidulans@Seq_10057	rxn00477	kegg:R00677	L-Tryptophan:oxygen oxidoreductase (deaminating)	L-Tryptophan:oxygen oxidoreductase (deaminating)	1 `NH4(+)` + 1 `H2O2` + 1 `indole-3-pyruvate` = 1 `H2O` + 1 `O2` + 1 `L-tryptophan`	TRUE	1 MNXM15@MNXD1 + 1 MNXM22@MNXD1 + 1 MNXM315@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM4@MNXD1 + 1 MNXM94@MNXD1	1.4.3.2	NA	NA	NA	(1) cpd00001[0] + (1) cpd00007[0] + (1) cpd00065[0] => (1) cpd00013[0] + (1) cpd00025[0] + (1) cpd00278[0]	(1) H2O[0] + (1) O2[0] + (1) L-Tryptophan[0] => (1) NH3[0] + (1) H2O2[0] + (1) Indolepyruvate[0]	>	>	0	0	FALSE	Tryptophan metabolism;Metabolic pathways
MNXR100818	kegg_web;RAVEN_kegg	Fusarium_graminearum@Seq_1473;Neurospora_crassa@Seq_10341;Aspergillus_nidulans@Seq_10057	NA	Neurospora_crassa@Seq_10341	NA	Neurospora_crassa@Seq_10341	Fusarium_graminearum@Seq_1473;Neurospora_crassa@Seq_10341;Aspergillus_nidulans@Seq_10057	rxn01574	kegg:R02197	L-Isoleucine:oxygen oxidoreductase (deaminating)	L-Isoleucine:oxygen oxidoreductase (deaminating)	1 `NH4(+)` + 1 `H2O2` + 1 `(S)-3-methyl-2-oxopentanoate` = 1 `H2O` + 1 `L-isoleucine` + 1 `O2`	TRUE	1 MNXM15@MNXD1 + 1 MNXM22@MNXD1 + 1 MNXM439@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM231@MNXD1 + 1 MNXM4@MNXD1	1.4.3.2	NA	NA	NA	(1) cpd00001[0] + (1) cpd00007[0] + (1) cpd00322[0] => (1) cpd00013[0] + (1) cpd00025[0] + (1) cpd00508[0]	(1) H2O[0] + (1) O2[0] + (1) L-Isoleucine[0] => (1) NH3[0] + (1) H2O2[0] + (1) 3MOP[0]	>	>	0	0	FALSE	"Valine, leucine and isoleucine degradation;Metabolic pathways"
MNXR109761	kegg_web	yHMPu5000034754_Lipomyces_arxii@Seq_2978;Lipomyces_starkeyi@Seq_1313;yHMPu5000034761_Lipomyces_lipofer@Seq_5839	NA	NA	NA	NA	yHMPu5000034754_Lipomyces_arxii@Seq_2978;Lipomyces_starkeyi@Seq_1313;yHMPu5000034761_Lipomyces_lipofer@Seq_5839	rxn03951	kegg:R05681	NAD-dependent threonine 4-phosphate dehydrogenase	NAD-dependent threonine 4-phosphate dehydrogenase	1 `H(+)` + 1 `NADH` + 1 `(2S)-2-amino-3-oxo-4-(phosphonooxy)butanoate` = 1 `4-(phosphonooxy)-L-threonine` + 1 `NAD(+)`	TRUE	1 MNXM1@MNXD1 + 1 MNXM10@MNXD1 + 1 MNXM1979@MNXD1 = 1 MNXM759@MNXD1 + 1 MNXM8@MNXD1	1.1.1.262	1.1.1.262-RXN	NA	NA	(1) cpd00003[0] + (1) cpd03607[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd04539[0]	(1) NAD[0] + (1) 4-(Phosphonooxy)-threonine[0] <=> (1) NADH[0] + (1) H+[0] + (1) 2-Amino-3-oxo-4-phosphonooxybutyrate[0]	=	=	1	0	FALSE	Vitamin B6 metabolism;Metabolic pathways
MNXR111054	kegg_web	yHMPu5000034754_Lipomyces_arxii@Seq_2978;Lipomyces_starkeyi@Seq_1313;yHMPu5000034761_Lipomyces_lipofer@Seq_5839	NA	NA	NA	NA	yHMPu5000034754_Lipomyces_arxii@Seq_2978;Lipomyces_starkeyi@Seq_1313;yHMPu5000034761_Lipomyces_lipofer@Seq_5839	rxn05116	kegg:R07406	R07406		1 `3-amino-2-oxopropyl phosphate` + 1 `CO2` = 1 `H(+)` + 1 `(2S)-2-amino-3-oxo-4-(phosphonooxy)butanoate`	TRUE	1 MNXM1213@MNXD1 + 1 MNXM13@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM1979@MNXD1	1.1.1.262	RXN-8447	NA	NA	(1) cpd00067[0] + (1) cpd04539[0] => (1) cpd00011[0] + (1) cpd08449[0]	(1) H+[0] + (1) 2-Amino-3-oxo-4-phosphonooxybutyrate[0] => (1) CO2[0] + (1) 3-Amino-2-oxopropyl phosphate[0]	>	>	0	0	FALSE	Vitamin B6 metabolism;Metabolic pathways
MNXR101662	kegg_web;eggnog_web;RAVEN_kegg	Xylona_heveae@Seq_5446;yHMPu5000035047_Barnettozyma_pratensis@Seq_1112;yHMPu5000034950_Citeromyces_hawaiiensis@Seq_2514;Spathaspora_hagerdaliae@Seq_632;yHMPu5000034950_Citeromyces_hawaiiensis@Seq_2619;yHMPu5000035671_Phaffomyces_antillensis@Seq_3997;yHMPu5000034952_Citeromyces_siamensis@Seq_6425;yHMPu5000035261_Candida_ponderosae@Seq_317	yHMPu5000034950_Citeromyces_hawaiiensis@Seq_2514;Spathaspora_hagerdaliae@Seq_632;yHMPu5000034950_Citeromyces_hawaiiensis@Seq_2619;Ascoidea_asiatica@Seq_6517	yHMPu5000035671_Phaffomyces_antillensis@Seq_3997 or Xylona_heveae@Seq_5446 or Spathaspora_hagerdaliae@Seq_632 or yHMPu5000034950_Citeromyces_hawaiiensis@Seq_2514 or yHMPu5000034952_Citeromyces_siamensis@Seq_6425	NA	Xylona_heveae@Seq_5446;yHMPu5000034950_Citeromyces_hawaiiensis@Seq_2514;Spathaspora_hagerdaliae@Seq_632;yHMPu5000034950_Citeromyces_hawaiiensis@Seq_2619;yHMPu5000035671_Phaffomyces_antillensis@Seq_3997;yHMPu5000034952_Citeromyces_siamensis@Seq_6425	Xylona_heveae@Seq_5446;yHMPu5000035047_Barnettozyma_pratensis@Seq_1112;yHMPu5000034950_Citeromyces_hawaiiensis@Seq_2514;Spathaspora_hagerdaliae@Seq_632;yHMPu5000034950_Citeromyces_hawaiiensis@Seq_2619;yHMPu5000035671_Phaffomyces_antillensis@Seq_3997;yHMPu5000034952_Citeromyces_siamensis@Seq_6425;yHMPu5000035261_Candida_ponderosae@Seq_317;Ascoidea_asiatica@Seq_6517	rxn00671	kegg:R00922	2-Methyl-3-oxopropanoate:NAD+ oxidoreductase (CoA-propanoylating)	2-Methyl-3-oxopropanoate:NAD+ oxidoreductase (CoA-propanoylating)	1 `NADH` + 1 `CO2` + 1 `propanoyl-CoA` = 1 `CoA` + 1 `2-methyl-3-oxopropanoate` + 1 `NAD(+)`	TRUE	1 MNXM10@MNXD1 + 1 MNXM13@MNXD1 + 1 MNXM86@MNXD1 = 1 MNXM12@MNXD1 + 1 MNXM305@MNXD1 + 1 MNXM8@MNXD1	1.2.1.27	NA	NA	NA	(1) cpd00003[0] + (1) cpd00010[0] + (1) cpd00287[0] => (1) cpd00004[0] + (1) cpd00011[0] + (1) cpd00086[0]	(1) NAD[0] + (1) CoA[0] + (1) 3-Oxo-2-methylpropanoate[0] => (1) NADH[0] + (1) CO2[0] + (1) Propionyl-CoA[0]	>	=	1	0	FALSE	"Valine, leucine and isoleucine degradation"
MNXR101666	kegg_web;eggnog_web;RAVEN_kegg	Xylona_heveae@Seq_5446;yHMPu5000035047_Barnettozyma_pratensis@Seq_1112;yHMPu5000034950_Citeromyces_hawaiiensis@Seq_2514;Spathaspora_hagerdaliae@Seq_632;yHMPu5000034950_Citeromyces_hawaiiensis@Seq_2619;yHMPu5000035671_Phaffomyces_antillensis@Seq_3997;yHMPu5000034952_Citeromyces_siamensis@Seq_6425;yHMPu5000035261_Candida_ponderosae@Seq_317	yHMPu5000034950_Citeromyces_hawaiiensis@Seq_2514;Spathaspora_hagerdaliae@Seq_632;yHMPu5000034950_Citeromyces_hawaiiensis@Seq_2619;Ascoidea_asiatica@Seq_6517	yHMPu5000035671_Phaffomyces_antillensis@Seq_3997 or Xylona_heveae@Seq_5446 or Spathaspora_hagerdaliae@Seq_632 or yHMPu5000034950_Citeromyces_hawaiiensis@Seq_2514 or yHMPu5000034952_Citeromyces_siamensis@Seq_6425	NA	Xylona_heveae@Seq_5446;yHMPu5000034950_Citeromyces_hawaiiensis@Seq_2514;Spathaspora_hagerdaliae@Seq_632;yHMPu5000034950_Citeromyces_hawaiiensis@Seq_2619;yHMPu5000035671_Phaffomyces_antillensis@Seq_3997;yHMPu5000034952_Citeromyces_siamensis@Seq_6425	Xylona_heveae@Seq_5446;yHMPu5000035047_Barnettozyma_pratensis@Seq_1112;yHMPu5000034950_Citeromyces_hawaiiensis@Seq_2514;Spathaspora_hagerdaliae@Seq_632;yHMPu5000034950_Citeromyces_hawaiiensis@Seq_2619;yHMPu5000035671_Phaffomyces_antillensis@Seq_3997;yHMPu5000034952_Citeromyces_siamensis@Seq_6425;yHMPu5000035261_Candida_ponderosae@Seq_317;Ascoidea_asiatica@Seq_6517	rxn15094	kegg:R00935	(S)-Methylmalonate semialdehyde:NAD+ oxidoreductase (CoA-propanoylating)	(S)-Methylmalonate semialdehyde:NAD+ oxidoreductase (CoA-propanoylating)	1 `NADH` + 1 `CO2` + 1 `propanoyl-CoA` = 1 `CoA` + 1 `NAD(+)` + 1 `(S)-methylmalonate semialdehyde`	TRUE	1 MNXM10@MNXD1 + 1 MNXM13@MNXD1 + 1 MNXM86@MNXD1 = 1 MNXM12@MNXD1 + 1 MNXM8@MNXD1 + 1 MNXM933@MNXD1	1.2.1.27	NA	NA	NA	(1) cpd00003[0] + (1) cpd00010[0] + (1) cpd19044[0] => (1) cpd00004[0] + (1) cpd00011[0] + (1) cpd00086[0]	(1) NAD[0] + (1) CoA[0] + (1) (S)-Methylmalonate semialdehyde[0] => (1) NADH[0] + (1) CO2[0] + (1) Propionyl-CoA[0]	>	=	1	0	TRUE	Propanoate metabolism;Metabolic pathways
MNXR109721	kegg_web;eggnog_web;RAVEN_kegg	yHMPu5000034761_Lipomyces_lipofer@Seq_7788;yHMPu5000034760_Lipomyces_kononenkoae@Seq_1972	yHMPu5000034761_Lipomyces_lipofer@Seq_377;yHMPu5000034754_Lipomyces_arxii@Seq_5632;Lipomyces_starkeyi@Seq_5875;yHMPu5000034761_Lipomyces_lipofer@Seq_7788;yHMPu5000034754_Lipomyces_arxii@Seq_5038;yHMPu5000034760_Lipomyces_kononenkoae@Seq_1972	yHMPu5000034760_Lipomyces_kononenkoae@Seq_1972	NA	yHMPu5000034761_Lipomyces_lipofer@Seq_7788;yHMPu5000034760_Lipomyces_kononenkoae@Seq_1972	yHMPu5000034761_Lipomyces_lipofer@Seq_7788;yHMPu5000034760_Lipomyces_kononenkoae@Seq_1972;yHMPu5000034761_Lipomyces_lipofer@Seq_377;yHMPu5000034754_Lipomyces_arxii@Seq_5632;Lipomyces_starkeyi@Seq_5875;yHMPu5000034754_Lipomyces_arxii@Seq_5038	rxn15543	kegg:R05624	"2,6-beta-D-Fructan fructanohydrolase"	"2,6-beta-D-Fructan fructanohydrolase"	1 `H2O` + (m+n) `(2->6)-beta-D-fructan` = (m) `(2->6)-beta-D-fructan` + (n) `(2->6)-beta-D-fructan`	TRUE	1 MNXM2@MNXD1 + (m+n) MNXM30545@MNXD1 = (m) MNXM30545@MNXD1 + (n) MNXM30545@MNXD1	3.2.1.65	NA	NA	NA	(1) cpd00001[0] <=	(1) H2O[0] <=	<	<	0	0	FALSE	NA
