"ID"	"NAME"	"EQUATION"	"EC.NUMBER"	"GENE.ASSOCIATION"	"LOWER.BOUND"	"UPPER.BOUND"	"OBJECTIVE"	"COMPARTMENT"	"MIRIAM"	"SUBSYSTEM"	"REPLACEMENT.ID"	"NOTE"	"REFERENCE"	"CONFIDENCE.SCORE"	"other"
"R04470"	"Digalactosyl-diacylglycerol galactohydrolase"	"H2O[s] + Digalactosyl-diacylglycerol[s] => D-Galactose[s] + 1,2-Diacyl-3-beta-D-galactosyl-sn-glycerol[s]"	"ec-code/3.2.1.22"	"yHMPu5000034671_Blastobotrys_peoriensis@Seq_4464 or yHMPu5000034671_Blastobotrys_peoriensis@Seq_23 or Sclerotinia_sclerotiorum@Seq_12832 or yHMPu5000034754_Lipomyces_arxii@Seq_7880"	0	1000	NA	NA	"kegg.reaction/R04470;kegg.pathway/rn00561;kegg.orthology/K07407"	"Glycerolipid metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R04633"	"D-Galactosyl-N-acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D- galactosyl-D-glucosylceramide galactohydrolase"	"H2O[s] + D-Galactosyl-N-acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosylceramide[s] <=> D-Galactose[s] + N-Acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosylceramide[s]"	"ec-code/3.2.1.23"	"yHMPu5000034674_Blastobotrys_muscicola@Seq_5223 or Fusarium_graminearum@Seq_10472"	-1000	1000	NA	NA	"kegg.reaction/R04633;kegg.orthology/K12309"	""	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R04674"	"N-methylhistamine:oxygen oxidoreductase (deaminating)"	"H2O[s] + Oxygen[s] + N-Methylhistamine[s] => Ammonia[s] + Hydrogen peroxide[s] + Methylimidazole acetaldehyde[s]"	"ec-code/1.4.3.4;ec-code/1.4.3.22"	"yHMPu5000035282_Trigonopsis_vinaria@Seq_5166 or Xylona_heveae@Seq_7565 or Fusarium_graminearum@Seq_28 or Fusarium_graminearum@Seq_2075 or Coccidioides_immitis@Seq_2823 or Stagonospora_nodorum@Seq_7372 or yHMPu5000035703_Cyberlindnera_americana@Seq_3465"	0	1000	NA	NA	"kegg.reaction/R04674;kegg.pathway/rn00340;kegg.orthology/K00274;kegg.orthology/K11182"	"Histidine metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R04693"	"Monophenol,L-dopa:oxygen oxidoreductase"	"Oxygen[s] + Reduced acceptor[s] + (S)-N-Methylcoclaurine[s] <=> H2O[s] + Acceptor[s] + 3'-Hydroxy-N-methyl-(S)-coclaurine[s]"	"ec-code/1.14.18.1"	"Neurospora_crassa@Seq_2154 or Neurospora_crassa@Seq_2482 or Aspergillus_nidulans@Seq_766 or Arthrobotrys_oligospora@Seq_7587 or Coccidioides_immitis@Seq_4215 or Arthrobotrys_oligospora@Seq_187 or Stagonospora_nodorum@Seq_7573 or Botrytis_cinerea@Seq_9919 or Aspergillus_nidulans@Seq_1698 or Fusarium_graminearum@Seq_10944 or Fusarium_graminearum@Seq_10550 or Fusarium_graminearum@Seq_3309 or Neurospora_crassa@Seq_9650 or Aspergillus_nidulans@Seq_699 or Botrytis_cinerea@Seq_6490"	-1000	1000	NA	NA	"kegg.reaction/R04693;kegg.orthology/K00505"	""	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R04724"	"dodecanoyl-[acp]:NAD+ trans-2-oxidoreductase"	"NAD+[s] + Dodecanoyl-[acyl-carrier protein][s] <=> NADH[s] + H+[s] + trans-Dodec-2-enoyl-[acp][s]"	"ec-code/1.3.1.9;ec-code/2.3.1.-"	"Arxula_adeninivorans@Seq_2976"	-1000	1000	NA	NA	"kegg.reaction/R04724;kegg.pathway/rn00061;kegg.orthology/K02371"	"Fatty acid biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R04738"	"(S)-3-Hydroxyhexadecanoyl-CoA hydro-lyase"	"(S)-3-Hydroxyhexadecanoyl-CoA[s] <=> H2O[s] + trans-Hexadec-2-enoyl-CoA[s]"	"ec-code/4.2.1.17;ec-code/4.2.1.74"	"yHMPu5000034661_Dipodascus_albidus@Seq_3608 or Stagonospora_nodorum@Seq_6426 or yHMPu5000034999_Cephaloascus_fragrans@Seq_3823 or Aspergillus_nidulans@Seq_8344 or Babjeviella_inositovora@Seq_4263"	-1000	1000	NA	NA	"kegg.reaction/R04738;kegg.pathway/rn00062;kegg.pathway/rn00071;kegg.module/M00087;kegg.orthology/K07511;rhea/31166"	"Fatty acid elongation;Fatty acid degradation"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R04740"	"(S)-3-Hydroxytetradecanoyl-CoA hydro-lyase"	"(S)-3-Hydroxytetradecanoyl-CoA[s] <=> H2O[s] + trans-Tetradec-2-enoyl-CoA[s]"	"ec-code/4.2.1.17;ec-code/4.2.1.74"	"yHMPu5000034661_Dipodascus_albidus@Seq_3608 or Stagonospora_nodorum@Seq_6426 or yHMPu5000034999_Cephaloascus_fragrans@Seq_3823 or Aspergillus_nidulans@Seq_8344 or Babjeviella_inositovora@Seq_4263"	-1000	1000	NA	NA	"kegg.reaction/R04740;kegg.pathway/rn00062;kegg.pathway/rn00071;kegg.orthology/K07511;rhea/31174"	"Fatty acid elongation;Fatty acid degradation"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R04744"	"(S)-Hydroxydecanoyl-CoA hydro-lyase"	"(S)-Hydroxydecanoyl-CoA[s] <=> H2O[s] + trans-Dec-2-enoyl-CoA[s]"	"ec-code/4.2.1.17;ec-code/4.2.1.74"	"yHMPu5000034661_Dipodascus_albidus@Seq_3608 or Stagonospora_nodorum@Seq_6426 or yHMPu5000034999_Cephaloascus_fragrans@Seq_3823 or Aspergillus_nidulans@Seq_8344 or Babjeviella_inositovora@Seq_4263"	-1000	1000	NA	NA	"kegg.reaction/R04744;kegg.pathway/rn00062;kegg.pathway/rn00071;kegg.orthology/K07511;rhea/31194"	"Fatty acid elongation;Fatty acid degradation"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R04746"	"(S)-Hydroxyoctanoyl-CoA hydro-lyase"	"(S)-3-Hydroxyoctanoyl-CoA[s] <=> H2O[s] + trans-Oct-2-enoyl-CoA[s]"	"ec-code/4.2.1.17;ec-code/4.2.1.74"	"yHMPu5000034661_Dipodascus_albidus@Seq_3608 or Stagonospora_nodorum@Seq_6426 or yHMPu5000034999_Cephaloascus_fragrans@Seq_3823 or Aspergillus_nidulans@Seq_8344 or Babjeviella_inositovora@Seq_4263"	-1000	1000	NA	NA	"kegg.reaction/R04746;kegg.pathway/rn00062;kegg.pathway/rn00071;kegg.orthology/K07511;rhea/31202"	"Fatty acid elongation;Fatty acid degradation"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R04749"	"(S)-Hydroxyhexanoyl-CoA hydro-lyase"	"(S)-Hydroxyhexanoyl-CoA[s] <=> H2O[s] + trans-Hex-2-enoyl-CoA[s]"	"ec-code/4.2.1.17;ec-code/4.2.1.74"	"yHMPu5000034661_Dipodascus_albidus@Seq_3608 or Stagonospora_nodorum@Seq_6426 or yHMPu5000034999_Cephaloascus_fragrans@Seq_3823 or Aspergillus_nidulans@Seq_8344 or Babjeviella_inositovora@Seq_4263"	-1000	1000	NA	NA	"kegg.reaction/R04749;kegg.pathway/rn00062;kegg.pathway/rn00071;kegg.orthology/K07511;rhea/30550"	"Fatty acid elongation;Fatty acid degradation"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R04762"	"S-adenosyl-L-methionine:2-Hydroxyestrone O-methyltransferase"	"S-Adenosyl-L-methionine[s] + 2-Hydroxyestrone[s] => S-Adenosyl-L-homocysteine[s] + 2-Methoxyestrone[s]"	"ec-code/2.1.1.6"	"Metschnikowia_santaceciliae@Seq_1206"	0	1000	NA	NA	"kegg.reaction/R04762;kegg.pathway/rn00140;kegg.orthology/K00545"	"Steroid hormone biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R04764"	""	"S-Adenosyl-L-methionine[s] + 2-Hydroxyestradiol[s] => S-Adenosyl-L-homocysteine[s] + 2-Methoxy-17beta-estradiol[s]"	"ec-code/2.1.1.6"	"Metschnikowia_santaceciliae@Seq_1206"	0	1000	NA	NA	"kegg.reaction/R04764;kegg.pathway/rn00140;kegg.orthology/K00545"	"Steroid hormone biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R04783"	"3-Ketolactose galactohydrolase"	"H2O[s] + 3-Ketolactose[s] <=> beta-D-Glucose[s] + 3-Keto-beta-D-galactose[s]"	"ec-code/3.2.1.23"	"Arxula_adeninivorans@Seq_5367 or Aspergillus_nidulans@Seq_9781"	-1000	1000	NA	NA	"kegg.reaction/R04783;kegg.orthology/K01190"	""	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R04787"	"15-cis-phytoene:acceptor oxidoreductase"	"Acceptor[s] + all-trans-Phytofluene[s] <=> Reduced acceptor[s] + all-trans-zeta-Carotene[s]"	"ec-code/1.3.5.5;ec-code/1.3.99.28;ec-code/1.3.99.29;ec-code/1.3.99.30"	"Sclerotinia_sclerotiorum@Seq_11605"	-1000	1000	NA	NA	"kegg.reaction/R04787;kegg.pathway/rn00906;kegg.orthology/K15745;rhea/30610"	"Carotenoid biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R04798"	"zeta-Carotene, hydrogen-donor:oxygen oxidoreductase"	"Oxygen[s] + Reduced acceptor[s] + all-trans-zeta-Carotene[s] <=> 2 H2O[s] + Acceptor[s] + all-trans-Neurosporene[s]"	"ec-code/1.3.5.6;ec-code/1.3.99.26;ec-code/1.3.99.28;ec-code/1.3.99.30"	"Sclerotinia_sclerotiorum@Seq_11605"	-1000	1000	NA	NA	"kegg.reaction/R04798;kegg.pathway/rn00906;kegg.orthology/K15745;rhea/30614"	"Carotenoid biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R04800"	"Neurosporene, hydrogen-donor:oxygen oxidoreductase"	"Oxygen[s] + Reduced acceptor[s] + all-trans-Neurosporene[s] <=> 2 H2O[s] + Acceptor[s] + Lycopene[s]"	"ec-code/1.3.5.6;ec-code/1.3.99.26;ec-code/1.3.99.30;ec-code/1.3.99.31"	"Sclerotinia_sclerotiorum@Seq_11605"	-1000	1000	NA	NA	"kegg.reaction/R04800;kegg.pathway/rn00906;kegg.orthology/K15745;rhea/30626"	"Carotenoid biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R04804"	"delta8,24-Cholestadien-3beta-ol delta7-delta8-isomerase"	"Zymosterol[s] <=> 5alpha-Cholesta-7,24-dien-3beta-ol[s]"	"ec-code/5.3.3.5"	"Sclerotinia_sclerotiorum@Seq_10545 or Fusarium_graminearum@Seq_9386"	-1000	1000	NA	NA	"kegg.reaction/R04804;kegg.pathway/rn00100;kegg.orthology/K01824"	"Steroid biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R04805"	""	"NAD+[s] + 3alpha,7alpha,26-Trihydroxy-5beta-cholestane[s] <=> NADH[s] + H+[s] + 3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al[s]"	"ec-code/1.1.1.1"	"Starmerella_bombicola_JCM9596@Seq_4262"	-1000	1000	NA	NA	"kegg.reaction/R04805;kegg.orthology/K00001"	""	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R04811"	"Propanoyl-CoA:acetyl-CoA C-acyltransferase;"	"Propanoyl-CoA[s] + Chenodeoxycholoyl-CoA[s] <=> CoA[s] + 3alpha,7alpha-Dihydroxy-5beta-24-oxocholestanoyl-CoA[s]"	"ec-code/2.3.1.176"	"Aspergillus_nidulans@Seq_10611"	-1000	1000	NA	NA	"kegg.reaction/R04811;kegg.pathway/rn00120;kegg.module/M00104;kegg.orthology/K08764"	"Primary bile acid biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R04852"	"11beta-hydroxyprogesterone,NADPH-hemoprotein reductase:oxygen oxidoreductase (17alpha-hydroxylating)"	"H2O[s] + [Oxidized NADPH---hemoprotein reductase][s] + 21-Deoxycortisol[s] => Oxygen[s] + [Reduced NADPH---hemoprotein reductase][s] + 11beta-Hydroxyprogesterone[s]"	"ec-code/1.14.14.19"	"Stagonospora_nodorum@Seq_11395 or Sporopachydermia_quercuum@Seq_5820 or Fusarium_graminearum@Seq_3680 or yHMPu5000034742_Lipomyces_suomiensis@Seq_5736 or Stagonospora_nodorum@Seq_1625 or Saitoella_complicata@Seq_2744 or Aspergillus_nidulans@Seq_3801 or Stagonospora_nodorum@Seq_7114 or Stagonospora_nodorum@Seq_3885 or Stagonospora_nodorum@Seq_1491 or Neurospora_crassa@Seq_6565 or Neurospora_crassa@Seq_1100 or Fusarium_graminearum@Seq_9970"	0	1000	NA	NA	"kegg.reaction/R04852;kegg.pathway/rn00140;kegg.orthology/K00512"	"Steroid hormone biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R04853"	"20alpha-hydroxycholesterol,NADPH-hemoprotein reductase:oxygen oxidoreductase (17alpha-hydroxylating)"	"Oxygen[s] + [Reduced NADPH---hemoprotein reductase][s] + 20alpha-Hydroxycholesterol[s] => H2O[s] + [Oxidized NADPH---hemoprotein reductase][s] + 17alpha,20alpha-Dihydroxycholesterol[s]"	"ec-code/1.14.14.19"	"Stagonospora_nodorum@Seq_11395 or Sporopachydermia_quercuum@Seq_5820 or Fusarium_graminearum@Seq_3680 or yHMPu5000034742_Lipomyces_suomiensis@Seq_5736 or Stagonospora_nodorum@Seq_1625 or Saitoella_complicata@Seq_2744 or Aspergillus_nidulans@Seq_3801 or Stagonospora_nodorum@Seq_7114 or Stagonospora_nodorum@Seq_3885 or Stagonospora_nodorum@Seq_1491 or Neurospora_crassa@Seq_6565 or Neurospora_crassa@Seq_1100 or Fusarium_graminearum@Seq_9970"	0	1000	NA	NA	"kegg.reaction/R04853;kegg.pathway/rn00140;kegg.orthology/K00512"	"Steroid hormone biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R04856"	"Sulfatide sulfohydrolase;"	"H2O[s] + Sulfatide[s] => Sulfate[s] + Galactosylceramide[s]"	"ec-code/3.1.6.1;ec-code/3.1.6.8"	"Kluyveromyces_lactis@Seq_2294 or yHMPu5000034673_Blastobotrys_nivea@Seq_3696 or yHMPu5000034952_Citeromyces_siamensis@Seq_3458 or yHMPu5000035011_Candida_pyralidae@Seq_4813 or Ogataea_polymorpha@Seq_1713"	0	1000	NA	NA	"kegg.reaction/R04856;kegg.pathway/rn00600;kegg.orthology/K01130;kegg.orthology/K01134;rhea/21303"	"Sphingolipid metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R04858"	"S-adenosyl-L-methionine:DNA (cytosine-5-)-methyltransferase"	"S-Adenosyl-L-methionine[s] + DNA cytosine[s] <=> S-Adenosyl-L-homocysteine[s] + DNA 5-methylcytosine[s]"	"ec-code/2.1.1.37"	"Neurospora_crassa@Seq_7709 or Botrytis_cinerea@Seq_11442 or Sclerotinia_sclerotiorum@Seq_7498 or Botrytis_cinerea@Seq_4402"	-1000	1000	NA	NA	"kegg.reaction/R04858;kegg.pathway/rn00270;kegg.module/M00035;kegg.orthology/K00558"	"Cysteine and methionine metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R04872"	""	"Oxygen[s] + delta-(L-2-Aminoadipyl)-L-cysteinyl-D-valine[s] <=> 2 H2O[s] + Isopenicillin N[s]"	"ec-code/1.21.3.1"	"Aspergillus_nidulans@Seq_4553"	-1000	1000	NA	NA	"kegg.reaction/R04872;kegg.pathway/rn00311;kegg.module/M00672;kegg.orthology/K04126;rhea/22431"	"Penicillin and cephalosporin biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R04881"	"S-Adenosyl-L-methionine:catechol O-methyltransferase"	"S-Adenosyl-L-methionine[s] + 3,4-Dihydroxyphenylethyleneglycol[s] <=> S-Adenosyl-L-homocysteine[s] + 3-Methoxy-4-hydroxyphenylethyleneglycol[s]"	"ec-code/2.1.1.6"	"Metschnikowia_santaceciliae@Seq_1206"	-1000	1000	NA	NA	"kegg.reaction/R04881;kegg.pathway/rn00350;kegg.orthology/K00545"	"Tyrosine metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R04884"	"5,6-dihydroxyindole:oxygen oxidoreductase"	"Oxygen[s] + 2 5,6-Dihydroxyindole[s] <=> 2 H2O[s] + 2 Indole-5,6-quinone[s]"	"ec-code/1.14.18.1"	"Neurospora_crassa@Seq_2154 or Neurospora_crassa@Seq_2482 or Aspergillus_nidulans@Seq_766 or Arthrobotrys_oligospora@Seq_7587 or Coccidioides_immitis@Seq_4215 or Arthrobotrys_oligospora@Seq_187 or Stagonospora_nodorum@Seq_7573 or Botrytis_cinerea@Seq_9919 or Aspergillus_nidulans@Seq_1698 or Fusarium_graminearum@Seq_10944 or Fusarium_graminearum@Seq_10550 or Fusarium_graminearum@Seq_3309 or Neurospora_crassa@Seq_9650 or Aspergillus_nidulans@Seq_699 or Botrytis_cinerea@Seq_6490"	-1000	1000	NA	NA	"kegg.reaction/R04884;kegg.pathway/rn00350;kegg.orthology/K00505;rhea/33518"	"Tyrosine metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R04887"	"S-Adenosyl-L-methionine:catechol O-methyltransferase"	"S-Adenosyl-L-methionine[s] + 3,4-Dihydroxymandelate[s] <=> S-Adenosyl-L-homocysteine[s] + 3-Methoxy-4-hydroxymandelate[s]"	"ec-code/2.1.1.6"	"Metschnikowia_santaceciliae@Seq_1206"	-1000	1000	NA	NA	"kegg.reaction/R04887;kegg.pathway/rn00350;kegg.orthology/K00545"	"Tyrosine metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R04890"	"3-Methoxytyramine:oxygen oxidoreductase (deaminating) (copper-containing)"	"H2O[s] + Oxygen[s] + 3-Methoxytyramine[s] <=> Ammonia[s] + Hydrogen peroxide[s] + 3-Methoxy-4-hydroxyphenylacetaldehyde[s]"	"ec-code/1.4.3.4"	"yHMPu5000035282_Trigonopsis_vinaria@Seq_5166 or Xylona_heveae@Seq_7565 or Fusarium_graminearum@Seq_28 or Fusarium_graminearum@Seq_2075 or Coccidioides_immitis@Seq_2823"	-1000	1000	NA	NA	"kegg.reaction/R04890;kegg.pathway/rn00350;kegg.orthology/K00274"	"Tyrosine metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R04893"	"L-Normetanephrine:oxygen oxidoreductase (deaminating) (copper-containing)"	"H2O[s] + Oxygen[s] + L-Normetanephrine[s] <=> Ammonia[s] + Hydrogen peroxide[s] + 3-Methoxy-4-hydroxyphenylglycolaldehyde[s]"	"ec-code/1.4.3.4"	"yHMPu5000035282_Trigonopsis_vinaria@Seq_5166 or Xylona_heveae@Seq_7565 or Fusarium_graminearum@Seq_28 or Fusarium_graminearum@Seq_2075 or Coccidioides_immitis@Seq_2823"	-1000	1000	NA	NA	"kegg.reaction/R04893;kegg.pathway/rn00350;kegg.orthology/K00274"	"Tyrosine metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R04894"	"L-Metanephrine:oxygen oxidoreductase (deaminating) (flavin-containing)"	"H2O[s] + Oxygen[s] + L-Metanephrine[s] <=> Hydrogen peroxide[s] + Methylamine[s] + 3-Methoxy-4-hydroxyphenylglycolaldehyde[s]"	"ec-code/1.4.3.4"	"yHMPu5000035282_Trigonopsis_vinaria@Seq_5166 or Xylona_heveae@Seq_7565 or Fusarium_graminearum@Seq_28 or Fusarium_graminearum@Seq_2075 or Coccidioides_immitis@Seq_2823"	-1000	1000	NA	NA	"kegg.reaction/R04894;kegg.pathway/rn00350;kegg.orthology/K00274"	"Tyrosine metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R04904"	"5-hydroxyindoleacetaldehyde:oxygen oxidoreductase"	"H2O[s] + Oxygen[s] + 5-Hydroxyindoleacetaldehyde[s] <=> Hydrogen peroxide[s] + 5-Hydroxyindoleacetate[s]"	"ec-code/1.2.3.1"	"yHMPu5000034918_Nakazawaea_holstii@Seq_5765"	-1000	1000	NA	NA	"kegg.reaction/R04904;kegg.pathway/rn00380;kegg.orthology/K00157"	"Tryptophan metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R04907"	"3-Hydroxykynurenamine:oxygen oxidoreductase(deaminating)(flavin-containing)"	"Oxygen[s] + 3-Hydroxykynurenamine[s] => Ammonia[s] + Hydrogen peroxide[s] + 4,8-Dihydroxyquinoline[s]"	"ec-code/1.4.3.4"	"yHMPu5000035282_Trigonopsis_vinaria@Seq_5166 or Xylona_heveae@Seq_7565 or Fusarium_graminearum@Seq_28 or Fusarium_graminearum@Seq_2075 or Coccidioides_immitis@Seq_2823"	0	1000	NA	NA	"kegg.reaction/R04907;kegg.pathway/rn00380;kegg.orthology/K00274"	"Tryptophan metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R04909"	"5-Hydroxykynurenamine decarboxy-lyase"	"5-Hydroxykynurenine[s] => CO2[s] + 5-Hydroxykynurenamine[s]"	"ec-code/4.1.1.28"	"Fusarium_graminearum@Seq_7817 or Fusarium_graminearum@Seq_13318"	0	1000	NA	NA	"kegg.reaction/R04909;kegg.pathway/rn00380;kegg.orthology/K01593;rhea/31222"	"Tryptophan metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R04949"	"Cyanoglycoside glucohydrolase"	"H2O[s] + Cyanoglycoside[s] <=> D-Glucose[s] + Cyanohydrin[s]"	"ec-code/3.2.1.21"	"yHMPu5000034671_Blastobotrys_peoriensis@Seq_2677 or yHMPu5000034670_Blastobotrys_proliferans@Seq_558 or yHMPu5000034670_Blastobotrys_proliferans@Seq_4000 or yHMPu5000034667_Blastobotrys_serpentis@Seq_284 or Sclerotinia_sclerotiorum@Seq_5697 or Aspergillus_nidulans@Seq_9981 or yHMPu5000034673_Blastobotrys_nivea@Seq_5425 or yHMPu5000034673_Blastobotrys_nivea@Seq_4688 or yHMPu5000034673_Blastobotrys_nivea@Seq_3651 or yHMPu5000034673_Blastobotrys_nivea@Seq_6857 or Metschnikowia_santaceciliae@Seq_5740 or Sclerotinia_sclerotiorum@Seq_8569 or Aspergillus_nidulans@Seq_3040 or Fusarium_graminearum@Seq_4311 or Fusarium_graminearum@Seq_4796 or Stagonospora_nodorum@Seq_11044 or Botrytis_cinerea@Seq_14818 or yHMPu5000034670_Blastobotrys_proliferans@Seq_7210 or Aspergillus_nidulans@Seq_6781 or yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_598 or Arxula_adeninivorans@Seq_4284 or yHMPu5000034671_Blastobotrys_peoriensis@Seq_2058 or yHMPu5000034673_Blastobotrys_nivea@Seq_9625 or yHMPu5000034671_Blastobotrys_peoriensis@Seq_4470 or yHMPu5000034673_Blastobotrys_nivea@Seq_8338 or yHMPu5000034754_Lipomyces_arxii@Seq_2760 or Aspergillus_nidulans@Seq_1082 or yHMPu5000034754_Lipomyces_arxii@Seq_7446 or yHMPu5000034754_Lipomyces_arxii@Seq_4198 or yHMPu5000034673_Blastobotrys_nivea@Seq_5973 or yHMPu5000034648_Candida_restingae@Seq_1137 or yHMPu5000034671_Blastobotrys_peoriensis@Seq_324 or yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_3998 or Metschnikowia_dekortum@Seq_4738 or Yarrowia_deformans@Seq_1172 or Metschnikowia_lockheadii@Seq_4016 or yHMPu5000035045_Barnettozyma_hawaiiensis@Seq_1453 or yHMPu5000034892_Ogataea_pilisensis@Seq_3452 or Stagonospora_nodorum@Seq_7494"	-1000	1000	NA	NA	"kegg.reaction/R04949;kegg.orthology/K01188;kegg.orthology/K05349;kegg.orthology/K05350"	""	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R04955"	"hexanoyl-[acp]:NAD+ trans-2-oxidoreductase"	"NAD+[s] + Hexanoyl-[acp][s] <=> NADH[s] + H+[s] + trans-Hex-2-enoyl-[acp][s]"	"ec-code/1.3.1.9;ec-code/2.3.1.-"	"Arxula_adeninivorans@Seq_2976"	-1000	1000	NA	NA	"kegg.reaction/R04955;kegg.pathway/rn00061;kegg.orthology/K02371"	"Fatty acid biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R04958"	"octanoyl-[acp]:NAD+ trans-2-oxidoreductase"	"NAD+[s] + Octanoyl-[acp][s] <=> NADH[s] + H+[s] + trans-Oct-2-enoyl-[acp][s]"	"ec-code/1.3.1.9;ec-code/2.3.1.-"	"Arxula_adeninivorans@Seq_2976"	-1000	1000	NA	NA	"kegg.reaction/R04958;kegg.pathway/rn00061;kegg.orthology/K02371"	"Fatty acid biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R04961"	"decanoyl-[acp]:NAD+ trans-2-oxidoreductase"	"NAD+[s] + Decanoyl-[acp][s] <=> NADH[s] + H+[s] + trans-Dec-2-enoyl-[acp][s]"	"ec-code/1.3.1.9;ec-code/2.3.1.-"	"Arxula_adeninivorans@Seq_2976"	-1000	1000	NA	NA	"kegg.reaction/R04961;kegg.pathway/rn00061;kegg.orthology/K02371"	"Fatty acid biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R04966"	"tetradecanoyl-[acp]:NAD+ trans-2-oxidoreductase"	"NAD+[s] + Tetradecanoyl-[acp][s] <=> NADH[s] + H+[s] + trans-Tetradec-2-enoyl-[acp][s]"	"ec-code/1.3.1.9;ec-code/2.3.1.-"	"Arxula_adeninivorans@Seq_2976"	-1000	1000	NA	NA	"kegg.reaction/R04966;kegg.pathway/rn00061;kegg.orthology/K02371"	"Fatty acid biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R04969"	"hexadecanoyl-[acp]:NAD+ trans-2-oxidoreductase"	"NAD+[s] + Hexadecanoyl-[acp][s] <=> NADH[s] + H+[s] + trans-Hexadec-2-enoyl-[acp][s]"	"ec-code/1.3.1.9;ec-code/2.3.1.-"	"Arxula_adeninivorans@Seq_2976"	-1000	1000	NA	NA	"kegg.reaction/R04969;kegg.pathway/rn00061;kegg.orthology/K02371"	"Fatty acid biosynthesis"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
"R04979"	"Bilirubin beta-diglucuronide glucuronosohydrolase"	"2 H2O[s] + 3 Reduced acceptor[s] + Bilirubin beta-diglucuronide[s] <=> 3 Acceptor[s] + 2 D-Glucuronate[s] + D-Urobilinogen[s]"	"ec-code/1.-.-.-;ec-code/3.2.1.31"	"Aspergillus_nidulans@Seq_2545"	-1000	1000	NA	NA	"kegg.reaction/R04979;kegg.pathway/rn00860;kegg.orthology/K01195"	"Porphyrin and chlorophyll metabolism"	NA	"Included by getKEGGModelFromOrganism (using HMMs)"	NA	NA	NA
