"EC"	"query"
"2.1.1.77"	"yHMPu5000034761_Lipomyces_lipofer@Seq_4848"
"6.2.1.16"	"Neurospora_crassa@Seq_1751"
"1.1.1.289"	"Botrytis_cinerea@Seq_5417"
"4.2.1.130"	"Schizosaccharomyces_pombe@Seq_5026"
"6.2.1.16"	"Coccidioides_immitis@Seq_2508"
"1.7.3.3"	"Metschnikowia_continentalis@Seq_2491"
"3.6.3.7"	"Eremothecium_coryli@Seq_4206"
"1.14.13.8"	"Fusarium_graminearum@Seq_8949"
"3.2.1.172"	"yHMPu5000035242_Zygoascus_ofunaensis@Seq_1915"
"2.4.2.29"	"Botrytis_cinerea@Seq_13469"
"3.1.4.3"	"yHMPu5000034761_Lipomyces_lipofer@Seq_4832"
"3.4.11.5"	"yHMPu5000034761_Lipomyces_lipofer@Seq_1096"
"1.14.18.1"	"yHMPu5000034670_Blastobotrys_proliferans@Seq_1474"
"2.7.1.46"	"Arthrobotrys_oligospora@Seq_7354"
"2.10.1.1"	"Neurospora_crassa@Seq_2976"
"4.4.1.32"	"yHMPu5000035044_Barnettozyma_californica@Seq_1276"
"1.4.3.21"	"yHMPu5000035687_Cyberlindnera_suaveolens@Seq_1178"
"2.4.1.144"	"Arthrobotrys_oligospora@Seq_6402"
"6.4.1.4"	"Botrytis_cinerea@Seq_9517"
"2.6.1.37"	"Wickerhamia_fluorescens@Seq_2673"
"3.1.3.18"	"Wickerhamia_fluorescens@Seq_2673"
"3.11.1.1"	"Wickerhamia_fluorescens@Seq_2673"
"1.17.1.4"	"Arthrobotrys_oligospora@Seq_1139"
"1.17.3.2"	"Arthrobotrys_oligospora@Seq_1139"
"1.1.1.29"	"Aspergillus_nidulans@Seq_7958"
"4.2.2.23"	"Fusarium_graminearum@Seq_6428"
"2.5.1.32"	"Arthrobotrys_oligospora@Seq_49"
"5.5.1.19"	"Arthrobotrys_oligospora@Seq_49"
"4.2.2.2"	"Alloascoidea_hylecoeti@Seq_6252"
"1.8.5.8"	"Fusarium_graminearum@Seq_12736"
"3.1.3.5"	"yHMPu5000034952_Citeromyces_siamensis@Seq_1655"
"1.1.1.399"	"Metschnikowia_hawaiiensis@Seq_5071"
"1.1.1.95"	"Metschnikowia_hawaiiensis@Seq_5071"
"1.4.3.21"	"Fusarium_graminearum@Seq_11028"
"1.4.3.3"	"yHMPu5000034631_Martiniozyma_abiesophila@Seq_7892"
"6.3.4.2"	"yHMPu5000026142_Citeromyces_matritensis@Seq_3676"
"1.4.3.21"	"yHMPu5000041840_Candida_wancherniae@Seq_3955"
"2.7.1.49"	"yHMPu5000026142_Citeromyces_matritensis@Seq_1632"
"2.7.4.7"	"yHMPu5000026142_Citeromyces_matritensis@Seq_1632"
"3.5.99.2"	"yHMPu5000026142_Citeromyces_matritensis@Seq_1632"
"2.7.1.83"	"yHMPu5000034631_Martiniozyma_abiesophila@Seq_5704"
"4.2.1.70"	"yHMPu5000034631_Martiniozyma_abiesophila@Seq_5704"
"3.5.99.6"	"Stagonospora_nodorum@Seq_12130"
"3.1.1.20"	"yHMPu5000041678_Debaryomyces_prosopidis@Seq_6107"
"3.2.1.10"	"Lipomyces_starkeyi@Seq_89"
"3.2.1.20"	"Lipomyces_starkeyi@Seq_89"
"3.1.1.11"	"Sclerotinia_sclerotiorum@Seq_8186"
"1.4.3.21"	"yHMPu5000035675_Kregervanrija_fluxuum@Seq_1536"
"3.2.1.78"	"yHMPu5000034670_Blastobotrys_proliferans@Seq_670"
"1.1.1.343"	"Saitoella_complicata@Seq_1191"
"1.1.1.44"	"Saitoella_complicata@Seq_1191"
"3.2.1.37"	"Arxula_adeninivorans@Seq_4284"
"2.3.1.45"	"Fusarium_graminearum@Seq_6250"
"1.1.1.219"	"Candida_intermedia@Seq_1881"
"3.6.3.6"	"yHMPu5000034673_Blastobotrys_nivea@Seq_791"
"3.1.3.8"	"Arthrobotrys_oligospora@Seq_3107"
"3.5.1.124"	"Stagonospora_nodorum@Seq_11484"
"3.2.1.165"	"Neurospora_crassa@Seq_5876"
"1.5.3.1"	"yHMPu5000026197_Brettanomyces_custersianus@Seq_3602"
"1.5.3.18"	"yHMPu5000026197_Brettanomyces_custersianus@Seq_3602"
"1.5.3.7"	"yHMPu5000026197_Brettanomyces_custersianus@Seq_3602"
"2.7.1.49"	"yHMPu5000034886_Ogataea_trehalophila@Seq_2722"
"2.7.4.7"	"yHMPu5000034886_Ogataea_trehalophila@Seq_2722"
"3.5.99.2"	"yHMPu5000034886_Ogataea_trehalophila@Seq_2722"
"4.2.1.130"	"Metschnikowia_matae@Seq_3362"
"3.6.3.7"	"yHMPu5000034952_Citeromyces_siamensis@Seq_11038"
"1.2.4.4"	"yHMPu5000034673_Blastobotrys_nivea@Seq_2468"
"2.1.1.137"	"Lipomyces_starkeyi@Seq_5627"
"1.1.1.287"	"yHMPu5000034761_Lipomyces_lipofer@Seq_3584"
"2.3.1.183"	"Arthrobotrys_oligospora@Seq_9959"
"5.4.2.9"	"Fusarium_graminearum@Seq_9156"
"3.7.1.2"	"Aspergillus_nidulans@Seq_7646"
"3.4.23.24"	"yHMPu5000034665_Kodamaea_laetipori@Seq_1907"
"1.3.1.100"	"yHMPu5000034673_Blastobotrys_nivea@Seq_3470"
"1.6.99.1"	"yHMPu5000034673_Blastobotrys_nivea@Seq_3470"
"2.3.1.45"	"Geotrichum_candidum@Seq_6947"
"1.1.1.173"	"yHMPu5000034978_Cyberlindnera_mrakii@Seq_1751"
"1.1.1.377"	"yHMPu5000034978_Cyberlindnera_mrakii@Seq_1751"
"1.1.1.378"	"yHMPu5000034978_Cyberlindnera_mrakii@Seq_1751"
"3.1.6.1"	"yHMPu5000034673_Blastobotrys_nivea@Seq_3696"
"3.6.3.10"	"Lipomyces_starkeyi@Seq_5802"
"3.6.3.9"	"Lipomyces_starkeyi@Seq_5802"
"1.7.1.4"	"yHMPu5000034979_Cyberlindnera_misumaiensis@Seq_2742"
"3.5.2.2"	"yHMPu5000035671_Phaffomyces_antillensis@Seq_151"
"1.4.3.4"	"Xylona_heveae@Seq_3440"
"1.14.19.18"	"yHMPu5000034631_Martiniozyma_abiesophila@Seq_6410"
"1.1.1.372"	"yHMPu5000034673_Blastobotrys_nivea@Seq_7251"
"3.4.23.5"	"yHMPu5000034631_Martiniozyma_abiesophila@Seq_3824"
"2.7.11.26"	"yHMPu5000035011_Candida_pyralidae@Seq_4958"
"3.2.1.65"	"Lipomyces_starkeyi@Seq_5875"
"3.2.1.80"	"Lipomyces_starkeyi@Seq_5875"
"4.2.1.94"	"Aspergillus_nidulans@Seq_10394"
"3.4.23.5"	"yHMPu5000034661_Dipodascus_albidus@Seq_4083"
"1.14.14.54"	"Arthrobotrys_oligospora@Seq_8175"
"2.8.3.13"	"yHMPu5000034673_Blastobotrys_nivea@Seq_3913"
"1.5.3.14"	"Yarrowia_deformans@Seq_1984"
"1.5.3.16"	"Yarrowia_deformans@Seq_1984"
"3.2.1.4"	"yHMPu5000035633_Candida_hispaniensis@Seq_2356"
"3.4.21.62"	"yHMPu5000035633_Candida_hispaniensis@Seq_2356"
"3.4.21.66"	"yHMPu5000035633_Candida_hispaniensis@Seq_2356"
"3.5.4.33"	"yHMPu5000034674_Blastobotrys_muscicola@Seq_6397"
"3.8.1.5"	"yHMPu5000034674_Blastobotrys_muscicola@Seq_6397"
"3.6.3.10"	"yHMPu5000034673_Blastobotrys_nivea@Seq_5173"
"3.6.3.9"	"yHMPu5000034673_Blastobotrys_nivea@Seq_5173"
"2.8.1.9"	"Sclerotinia_sclerotiorum@Seq_11778"
"1.1.1.289"	"yHMPu5000034897_Ogataea_glucozyma@Seq_4971"
"1.14.13.1"	"Aspergillus_nidulans@Seq_2604"
"3.4.23.24"	"yHMPu5000034648_Candida_restingae@Seq_2644"
"1.1.1.18"	"yHMPu5000034660_Diddensiella_caesifluorescens@Seq_5720"
"1.1.1.369"	"yHMPu5000034660_Diddensiella_caesifluorescens@Seq_5720"
"3.5.99.10"	"yHMPu5000035243_Zygoascus_meyerae@Seq_400"
"3.2.1.4"	"Spathaspora_gorwiae@Seq_870"
"3.1.1.17"	"Fusarium_graminearum@Seq_2320"
"1.14.11.18"	"yHMPu5000034670_Blastobotrys_proliferans@Seq_402"
"4.2.1.46"	"Metschnikowia_mauinuiana@Seq_2942"
"1.7.3.3"	"Metschnikowia_arizonensis@Seq_1293"
"1.14.11.38"	"Aspergillus_nidulans@Seq_9556"
"2.1.1.67"	"Yarrowia_deformans@Seq_4696"
"2.3.1.128"	"yHAB132_Kazachstania_martiniae@Seq_5152"
"2.10.1.1"	"yHMPu5000034646_Wickerhamiella_cacticola@Seq_4833"
"1.1.1.287"	"Dekkera_bruxellensis@Seq_511"
"3.1.4.3"	"yHMPu5000034749_Lipomyces_mesembrius@Seq_5109"
"1.1.1.18"	"Aspergillus_nidulans@Seq_8487"
"1.1.1.369"	"Aspergillus_nidulans@Seq_8487"
"3.1.1.81"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_4170"
"1.1.1.289"	"Arxula_adeninivorans@Seq_4646"
"1.1.1.35"	"yHMPu5000035677_Kodamaea_ohmeri@Seq_944"
"4.2.1.17"	"yHMPu5000035677_Kodamaea_ohmeri@Seq_944"
"5.1.2.3"	"yHMPu5000035677_Kodamaea_ohmeri@Seq_944"
"1.1.1.372"	"yHMPu5000034673_Blastobotrys_nivea@Seq_6326"
"3.3.2.9"	"Lachancea_waltii@Seq_89"
"3.2.1.4"	"Neurospora_crassa@Seq_7855"
"1.7.3.1"	"Stagonospora_nodorum@Seq_5610"
"2.7.11.26"	"Alloascoidea_hylecoeti@Seq_6353"
"1.3.1.33"	"yHAB133_Kazachstania_unispora@Seq_3159"
"1.1.1.205"	"yHMPu5000034890_Ogataea_ramenticola@Seq_2766"
"2.3.1.205"	"Aspergillus_nidulans@Seq_6628"
"6.3.4.19"	"Spathaspora_gorwiae@Seq_5374"
"3.2.1.78"	"Arthrobotrys_oligospora@Seq_10575"
"2.3.3.8"	"yHMPu5000034749_Lipomyces_mesembrius@Seq_5037"
"2.7.8.7"	"Neurospora_crassa@Seq_5207"
"1.1.3.15"	"Aspergillus_nidulans@Seq_6136"
"2.8.3.5"	"Arxula_adeninivorans@Seq_862"
"3.4.23.24"	"yHMPu5000034674_Blastobotrys_muscicola@Seq_5525"
"3.1.1.74"	"Aspergillus_nidulans@Seq_10669"
"6.4.1.1"	"yHMPu5000034631_Martiniozyma_abiesophila@Seq_6258"
"3.1.1.11"	"Arthrobotrys_oligospora@Seq_10285"
"4.2.2.2"	"Arthrobotrys_oligospora@Seq_10285"
"3.2.1.23"	"yHMPu5000034754_Lipomyces_arxii@Seq_4965"
"2.7.8.7"	"Stagonospora_nodorum@Seq_7643"
"1.1.1.173"	"yHMPu5000034978_Cyberlindnera_mrakii@Seq_1867"
"1.1.1.377"	"yHMPu5000034978_Cyberlindnera_mrakii@Seq_1867"
"1.1.1.378"	"yHMPu5000034978_Cyberlindnera_mrakii@Seq_1867"
"3.5.3.11"	"yHMPu5000034661_Dipodascus_albidus@Seq_1482"
"3.2.2.23"	"Spathaspora_arborariae@Seq_4090"
"1.1.1.289"	"yHMPu5000026142_Citeromyces_matritensis@Seq_5255"
"4.2.3.19"	"Botrytis_cinerea@Seq_8017"
"5.5.1.13"	"Botrytis_cinerea@Seq_8017"
"1.13.11.1"	"Sclerotinia_sclerotiorum@Seq_13229"
"3.2.1.151"	"Stagonospora_nodorum@Seq_9108"
"1.1.1.141"	"Stagonospora_nodorum@Seq_10277"
"2.2.1.7"	"Yarrowia_keelungensis@Seq_1810"
"3.5.3.12"	"yHMPu5000034605_Spencermartinsiella_europaea@Seq_3999"
"3.6.3.7"	"yHMPu5000035686_Cyberlindnera_saturnus@Seq_1913"
"3.2.1.51"	"yHMPu5000034974_Deakozyma_indianensis@Seq_828"
"1.14.13.1"	"yHMPu5000034742_Lipomyces_suomiensis@Seq_4317"
"1.2.1.68"	"Metschnikowia_matae_maris@Seq_4975"
"4.1.1.44"	"yHMPu5000034760_Lipomyces_kononenkoae@Seq_5522"
"4.1.1.52"	"yHMPu5000034760_Lipomyces_kononenkoae@Seq_5522"
"2.4.1.80"	"yHMPu5000034952_Citeromyces_siamensis@Seq_10175"
"1.5.3.1"	"Pichia_membranifaciens@Seq_1062"
"1.5.3.7"	"Pichia_membranifaciens@Seq_1062"
"1.14.13.1"	"Aspergillus_nidulans@Seq_8828"
"2.8.3.13"	"Arthrobotrys_oligospora@Seq_6331"
"3.6.3.7"	"Candida_parapsilosis@Seq_265"
"3.5.3.11"	"yHMPu5000034946_Ambrosiozyma_oregonensis@Seq_4113"
"1.14.18.1"	"Stagonospora_nodorum@Seq_771"
"3.1.1.8"	"yHMPu5000034748_Lipomyces_oligophaga@Seq_303"
"1.1.1.24"	"yHMPu5000035318_Hyphopichia_heimii@Seq_2775"
"3.2.1.40"	"Arthrobotrys_oligospora@Seq_11377"
"4.2.1.130"	"Metschnikowia_cerradonensis@Seq_3899"
"1.1.99.1"	"Candida_versatilis@Seq_2157"
"2.1.1.181"	"Lachancea_kluyveri@Seq_2245"
"3.4.21.116"	"Candida_versatilis@Seq_4567"
"3.4.24.3"	"Candida_versatilis@Seq_4567"
"1.14.99.51"	"Fusarium_graminearum@Seq_880"
"2.1.1.44"	"Fusarium_graminearum@Seq_880"
"6.3.5.4"	"yHMPu5000034952_Citeromyces_siamensis@Seq_10835"
"1.14.99.54"	"Aspergillus_nidulans@Seq_9989"
"3.2.1.22"	"yHMPu5000034754_Lipomyces_arxii@Seq_7880"
"4.2.1.6"	"yHMPu5000034605_Spencermartinsiella_europaea@Seq_237"
"2.6.1.37"	"Wickerhamiella_domercqiae@Seq_1793"
"3.11.1.1"	"Wickerhamiella_domercqiae@Seq_1793"
"4.2.1.130"	"Metschnikowia_borealis@Seq_465"
"3.1.4.3"	"yHMPu5000034760_Lipomyces_kononenkoae@Seq_4075"
"3.6.3.6"	"Geotrichum_candidum@Seq_3742"
"1.8.3.5"	"yHMPu5000034655_Botryozyma_nematodophila@Seq_7007"
"1.8.3.6"	"yHMPu5000034655_Botryozyma_nematodophila@Seq_7007"
"1.8.3.1"	"yHMPu5000026142_Citeromyces_matritensis@Seq_1750"
"3.6.3.7"	"Wickerhamomyces_anomalus@Seq_3271"
"2.1.1.95"	"Neurospora_crassa@Seq_3804"
"2.3.1.45"	"yHMPu5000041822_Dipodascus_geniculatus@Seq_5530"
"1.1.1.18"	"yHMPu5000041824_Debaryomyces_subglobosus@Seq_1557"
"1.1.1.369"	"yHMPu5000041824_Debaryomyces_subglobosus@Seq_1557"
"3.2.1.151"	"Sclerotinia_sclerotiorum@Seq_11969"
"3.6.3.6"	"yHMPu5000034612_Saturnispora_saitoi@Seq_4749"
"1.14.13.22"	"Stagonospora_nodorum@Seq_10364"
"1.14.11.46"	"yHMPu5000034669_Blastobotrys_raffinofermentans@Seq_5679"
"4.2.1.130"	"Metschnikowia_matae@Seq_565"
"3.2.1.8"	"Stagonospora_nodorum@Seq_10041"
"1.14.18.1"	"Botrytis_cinerea@Seq_9919"
"1.13.11.4"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_2050"
"2.3.3.14"	"Metschnikowia_ipomoeae@Seq_5077"
"2.3.3.14"	"yHMPu5000034665_Kodamaea_laetipori@Seq_1974"
"1.1.99.18"	"Neurospora_crassa@Seq_1884"
"1.6.99.1"	"yHMPu5000034904_Ogataea_nonfermentans@Seq_4348"
"1.1.1.31"	"Aspergillus_nidulans@Seq_7717"
"1.3.8.7"	"Hanseniaspora_valbyensis@Seq_3673"
"3.4.23.24"	"yHMPu5000035022_Candida_emberorum@Seq_3961"
"4.1.2.53"	"Babjeviella_inositovora@Seq_4433"
"3.2.1.23"	"Arxula_adeninivorans@Seq_5367"
"3.2.1.78"	"Arthrobotrys_oligospora@Seq_1802"
"3.2.1.23"	"yHMPu5000034673_Blastobotrys_nivea@Seq_6825"
"2.3.3.13"	"Metschnikowia_borealis@Seq_4217"
"3.1.3.76"	"Stagonospora_nodorum@Seq_7613"
"3.3.2.10"	"Stagonospora_nodorum@Seq_7613"
"3.1.1.8"	"yHMPu5000034761_Lipomyces_lipofer@Seq_6239"
"2.7.1.3"	"yHMPu5000035650_Trigonopsis_variabilis@Seq_2225"
"3.1.1.72"	"Stagonospora_nodorum@Seq_8891"
"3.4.23.24"	"yHMPu5000035018_Candida_canberraensis@Seq_5670"
"3.4.23.24"	"yHMPu5000035681_Candida_gotoi@Seq_4929"
"3.1.3.5"	"Fusarium_graminearum@Seq_4952"
"1.4.3.3"	"Lachancea_dasiensis@Seq_1949"
"2.4.1.212"	"Botrytis_cinerea@Seq_7308"
"1.5.3.1"	"Stagonospora_nodorum@Seq_6230"
"1.5.3.7"	"Stagonospora_nodorum@Seq_6230"
"3.4.23.3"	"Saccharomycopsis_malanga@Seq_5664"
"1.1.1.250"	"yHMPu5000034952_Citeromyces_siamensis@Seq_835"
"1.1.1.399"	"yHMPu5000034625_Pichia_kudriavzevii@Seq_4487"
"1.1.1.95"	"yHMPu5000034625_Pichia_kudriavzevii@Seq_4487"
"1.4.3.21"	"Metschnikowia_matae_maris@Seq_5692"
"2.7.3.3"	"yHMPu5000034670_Blastobotrys_proliferans@Seq_2359"
"1.1.1.358"	"Ambrosiozyma_monospora@Seq_5294"
"2.3.1.128"	"Babjeviella_inositovora@Seq_5192"
"3.1.1.2"	"yHMPu5000034760_Lipomyces_kononenkoae@Seq_7345"
"3.1.8.1"	"yHMPu5000034760_Lipomyces_kononenkoae@Seq_7345"
"2.4.2.29"	"Arthrobotrys_oligospora@Seq_8436"
"1.6.99.1"	"yHMPu5000034865_Zygosaccharomyces_kombuchaensis@Seq_3967"
"3.1.1.20"	"Sclerotinia_sclerotiorum@Seq_6640"
"2.10.1.1"	"yHMPu5000034631_Martiniozyma_abiesophila@Seq_4506"
"2.7.7.75"	"yHMPu5000034631_Martiniozyma_abiesophila@Seq_4506"
"5.4.3.8"	"Arthrobotrys_oligospora@Seq_5588"
"1.1.1.17"	"Xylona_heveae@Seq_1137"
"1.5.3.1"	"Aspergillus_nidulans@Seq_1695"
"1.5.3.7"	"Aspergillus_nidulans@Seq_1695"
"1.2.1.36"	"Tetrapisispora_blattae@Seq_2449"
"1.7.1.1"	"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_1662"
"1.7.1.2"	"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_1662"
"1.7.1.3"	"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_1662"
"3.4.23.24"	"yHMPu5000026142_Citeromyces_matritensis@Seq_2024"
"3.6.3.7"	"Metschnikowia_lockheadii@Seq_272"
"3.1.1.1"	"Aspergillus_nidulans@Seq_1597"
"3.1.1.56"	"Aspergillus_nidulans@Seq_1597"
"3.1.1.84"	"Aspergillus_nidulans@Seq_1597"
"1.14.18.1"	"Neurospora_crassa@Seq_2154"
"1.1.1.250"	"yHMPu5000035048_Barnettozyma_salicaria@Seq_4728"
"1.1.99.18"	"Botrytis_cinerea@Seq_13719"
"2.7.1.49"	"Schizosaccharomyces_pombe@Seq_2933"
"2.7.4.7"	"Schizosaccharomyces_pombe@Seq_2933"
"3.5.99.2"	"Schizosaccharomyces_pombe@Seq_2933"
"3.6.3.7"	"yHMPu5000034655_Botryozyma_nematodophila@Seq_5520"
"1.1.1.127"	"yHMPu5000034952_Citeromyces_siamensis@Seq_10131"
"1.13.11.27"	"yHMPu5000035318_Hyphopichia_heimii@Seq_51"
"1.1.1.289"	"yHMPu5000026145_Ambrosiozyma_vanderkliftii@Seq_5110"
"1.14.13.7"	"Aspergillus_nidulans@Seq_3394"
"3.2.1.8"	"Stagonospora_nodorum@Seq_8846"
"2.3.1.47"	"Sclerotinia_sclerotiorum@Seq_6582"
"1.14.13.7"	"Neurospora_crassa@Seq_6441"
"1.20.4.1"	"yHMPu5000034631_Martiniozyma_abiesophila@Seq_10393"
"3.4.23.24"	"yHMPu5000035318_Hyphopichia_heimii@Seq_2959"
"4.2.1.130"	"Candida_sojae@Seq_2693"
"3.6.1.55"	"Metschnikowia_kamakouana@Seq_1696"
"3.6.1.56"	"Metschnikowia_kamakouana@Seq_1696"
"1.97.1.4"	"yHMPu5000034754_Lipomyces_arxii@Seq_1028"
"6.4.1.1"	"yHMPu5000035261_Candida_ponderosae@Seq_5303"
"1.14.13.1"	"Neurospora_crassa@Seq_4768"
"1.1.1.31"	"yHMPu5000034655_Botryozyma_nematodophila@Seq_1807"
"3.6.3.6"	"Metschnikowia_hawaiiensis@Seq_877"
"1.3.8.7"	"Metschnikowia_bicuspidata@Seq_3769"
"3.4.19.5"	"Aspergillus_nidulans@Seq_4227"
"1.2.1.8"	"Schizosaccharomyces_pombe@Seq_1059"
"1.6.99.1"	"Ascoidea_rubescens@Seq_3763"
"1.14.13.7"	"Aspergillus_nidulans@Seq_6099"
"2.1.1.317"	"yHMPu5000035675_Kregervanrija_fluxuum@Seq_5166"
"4.2.1.45"	"yHMPu5000034673_Blastobotrys_nivea@Seq_3977"
"1.14.13.1"	"Botrytis_cinerea@Seq_10150"
"3.6.3.7"	"yHMPu5000034979_Cyberlindnera_misumaiensis@Seq_4343"
"3.3.2.9"	"Lachancea_meyersii@Seq_3737"
"1.1.1.289"	"yHMPu5000034660_Diddensiella_caesifluorescens@Seq_5782"
"1.7.1.1"	"yHMPu5000034978_Cyberlindnera_mrakii@Seq_1402"
"1.7.1.2"	"yHMPu5000034978_Cyberlindnera_mrakii@Seq_1402"
"1.7.1.3"	"yHMPu5000034978_Cyberlindnera_mrakii@Seq_1402"
"3.2.1.55"	"yHMPu5000034761_Lipomyces_lipofer@Seq_6573"
"3.1.1.17"	"Fusarium_graminearum@Seq_6801"
"3.4.23.24"	"Metschnikowia_dekortum@Seq_3860"
"3.1.1.65"	"yHMPu5000035707_Candida_heveicola@Seq_1808"
"3.1.6.1"	"Geotrichum_candidum@Seq_6471"
"3.2.1.1"	"yHMPu5000034760_Lipomyces_kononenkoae@Seq_3351"
"3.5.99.7"	"Fusarium_graminearum@Seq_1844"
"6.3.4.2"	"yHMPu5000034675_Blastobotrys_mokoenaii@Seq_5955"
"3.4.14.9"	"Botrytis_cinerea@Seq_9444"
"1.1.1.250"	"yHMPu5000034952_Citeromyces_siamensis@Seq_6283"
"1.1.1.57"	"Wickerhamiella_domercqiae@Seq_1584"
"1.13.11.59"	"Aspergillus_nidulans@Seq_4495"
"3.1.1.1"	"Fusarium_graminearum@Seq_7316"
"3.1.1.56"	"Fusarium_graminearum@Seq_7316"
"3.1.1.84"	"Fusarium_graminearum@Seq_7316"
"1.3.8.4"	"Aspergillus_nidulans@Seq_1543"
"3.6.3.6"	"yHMPu5000034631_Martiniozyma_abiesophila@Seq_5709"
"2.2.1.3"	"yHMPu5000035047_Barnettozyma_pratensis@Seq_2138"
"3.1.4.3"	"Lipomyces_starkeyi@Seq_4442"
"3.1.4.3"	"yHMPu5000034749_Lipomyces_mesembrius@Seq_1225"
"1.14.18.1"	"Aspergillus_nidulans@Seq_5160"
"1.5.99.6"	"Lipomyces_starkeyi@Seq_6477"
"3.6.3.7"	"yHMPu5000035687_Cyberlindnera_suaveolens@Seq_1960"
"4.2.1.130"	"Metschnikowia_borealis@Seq_3506"
"4.2.3.9"	"Stagonospora_nodorum@Seq_5409"
"4.1.1.52"	"Sclerotinia_sclerotiorum@Seq_8667"
"4.2.1.47"	"Coccidioides_immitis@Seq_790"
"1.6.99.1"	"yHAB154_Kazachstania_transvaalensis@Seq_3392"
"1.1.3.15"	"yHMPu5000034605_Spencermartinsiella_europaea@Seq_3696"
"1.1.1.18"	"Aspergillus_nidulans@Seq_1113"
"1.1.1.369"	"Aspergillus_nidulans@Seq_1113"
"3.6.3.6"	"yHMPu5000034613_Saturnispora_serradocipensis@Seq_1992"
"2.4.2.30"	"Sclerotinia_sclerotiorum@Seq_7187"
"4.1.1.35"	"yHMPu5000041822_Dipodascus_geniculatus@Seq_2593"
"3.1.3.76"	"Xylona_heveae@Seq_6557"
"3.3.2.10"	"Xylona_heveae@Seq_6557"
"1.14.13.176"	"Botrytis_cinerea@Seq_3167"
"2.3.3.14"	"Metschnikowia_borealis@Seq_3122"
"2.7.11.26"	"yHMPu5000034635_Nadsonia_fulvescens@Seq_2956"
"2.3.3.8"	"yHMPu5000034673_Blastobotrys_nivea@Seq_8232"
"1.14.13.174"	"Stagonospora_nodorum@Seq_5263"
"3.4.23.34"	"Neurospora_crassa@Seq_9203"
"4.2.1.110"	"Aspergillus_nidulans@Seq_8574"
"4.2.1.94"	"Botrytis_cinerea@Seq_2928"
"1.7.1.4"	"yHMPu5000034947_Ambrosiozyma_philentoma@Seq_4822"
"1.13.11.27"	"yHMPu5000035639_Wickerhamomyces_canadensis@Seq_3454"
"1.6.99.1"	"yHAB164_Kazachstania_aerobia@Seq_354"
"3.6.3.6"	"yHMPu5000034610_Saturnispora_hagleri@Seq_504"
"3.6.3.7"	"yHMPu5000034952_Citeromyces_siamensis@Seq_4684"
"3.1.1.47"	"Aspergillus_nidulans@Seq_2428"
"1.1.1.28"	"Arxula_adeninivorans@Seq_2891"
"3.1.6.1"	"Ogataea_methanolica@Seq_1380"
"1.14.19.17"	"yHMPu5000034631_Martiniozyma_abiesophila@Seq_5845"
"1.1.1.31"	"Aspergillus_nidulans@Seq_4959"
"4.2.2.2"	"Arthrobotrys_oligospora@Seq_5080"
"2.1.1.204"	"Schizosaccharomyces_pombe@Seq_3134"
"4.2.1.44"	"yHMPu5000035282_Trigonopsis_vinaria@Seq_4752"
"1.14.14.5"	"Stagonospora_nodorum@Seq_4991"
"4.1.1.6"	"Fusarium_graminearum@Seq_4719"
"1.14.18.1"	"Botrytis_cinerea@Seq_5336"
"1.5.3.1"	"yHMPu5000034631_Martiniozyma_abiesophila@Seq_3017"
"1.5.3.7"	"yHMPu5000034631_Martiniozyma_abiesophila@Seq_3017"
"1.1.1.252"	"Botrytis_cinerea@Seq_4729"
"3.2.1.10"	"yHMPu5000034952_Citeromyces_siamensis@Seq_9979"
"3.2.1.20"	"yHMPu5000034952_Citeromyces_siamensis@Seq_9979"
"2.5.1.105"	"Coccidioides_immitis@Seq_7023"
"1.1.1.173"	"Aspergillus_nidulans@Seq_2214"
"1.1.1.377"	"Aspergillus_nidulans@Seq_2214"
"1.1.1.378"	"Aspergillus_nidulans@Seq_2214"
"4.4.1.32"	"Sclerotinia_sclerotiorum@Seq_11318"
"1.13.11.4"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_2042"
"4.99.1.5"	"Lachancea_dasiensis@Seq_143"
"4.2.1.146"	"Kuraishia_capsulata@Seq_4121"
"4.2.1.68"	"Kuraishia_capsulata@Seq_4121"
"3.2.1.4"	"Arthrobotrys_oligospora@Seq_11278"
"3.2.1.91"	"Arthrobotrys_oligospora@Seq_11278"
"1.2.1.24"	"Geotrichum_candidum@Seq_4309"
"3.2.1.73"	"Metschnikowia_ipomoeae@Seq_6022"
"1.14.14.29"	"yHMPu5000034754_Lipomyces_arxii@Seq_7743"
"1.1.1.343"	"yHMPu5000035274_Wickerhamomyces_alni@Seq_4229"
"1.1.1.44"	"yHMPu5000035274_Wickerhamomyces_alni@Seq_4229"
"1.5.3.1"	"Aspergillus_nidulans@Seq_3746"
"1.5.3.7"	"Aspergillus_nidulans@Seq_3746"
"1.3.99.12"	"yHMPu5000034655_Botryozyma_nematodophila@Seq_1262"
"3.2.1.55"	"yHMPu5000034673_Blastobotrys_nivea@Seq_6220"
"4.2.1.66"	"Kuraishia_capsulata@Seq_4488"
"1.4.3.1"	"yHMPu5000034612_Saturnispora_saitoi@Seq_4659"
"1.4.3.3"	"yHMPu5000034612_Saturnispora_saitoi@Seq_4659"
